Word		Original_feature		Predicted_feature
में		UNK		UNK
प्राकृतिक		any		any
रूप		m		m
से		UNK		UNK
बने		any		m
हिमलिंग		m		m
को		UNK		UNK
छह		any		any
महीनों		m		m
तक		UNK		UNK
सहेजने		any		any
के		UNK		UNK
लिए		UNK		UNK
योजना		f		f
तैयार		any		any
की		f		f
जा		any		any
रही		f		f
है		any		any
।		UNK		UNK
श्री		m		m
अमरनाथ		m		m
श्राईन		m		m
बोर्ड		m		m
के		m		m
अध्यक्ष		m		m
और		UNK		UNK
जम्मू		m		m
-		UNK		UNK
कश्मीर		m		m
के		m		m
राज्यपाल		m		m
एस.		m		m
के.		m		m
सिन्हा		any		m
ने		UNK		UNK
शुक्रवार		m		m
को		UNK		UNK
पत्रकारों		m		m
को		UNK		UNK
बताया		m		m
कि		UNK		UNK
रक्षा		f		f
अनुसंधान		m		m
एवं		UNK		UNK
विकास		m		m
संगठन		m		m
(		UNK		UNK
डीआरडीओ		m		m
)		UNK		UNK
के		m		m
वैज्ञानिक		m		any
गुफा		f		f
के		UNK		m
अंदर		m		m
बर्फ		f		m
से		UNK		UNK
बने		m		m
शिवलिंग		m		m
को		UNK		UNK
सुरक्षित		any		any
रखने		any		any
के		m		m
तरीके		m		m
खोज		m		m
रहे		m		m
हैं		any		any
और		UNK		UNK
इस		any		any
पर		UNK		UNK
लगभग		UNK		UNK
५०		any		any
लाख		any		any
रुपये		m		m
खर्च		m		any
होने		any		any
का		m		m
अनुमान		m		m
है		any		any
।		UNK		UNK
गुजरात		m		f
के		m		m
एक		any		any
भौतिकशास्त्री		m		m
को		UNK		UNK
अमेरिकी		any		any
अंतरिक्ष		m		any
एजेंसी		f		f
नासा		m		f
की		f		f
उस		any		any
शोध		m		m
टीम		f		f
में		UNK		UNK
शामिल		any		any
किया		m		m
गया		m		m
है		any		any
जो		any		any
विभिन्न		any		any
ग्रहों		m		m
पर		UNK		UNK
पानी		m		f
जैसे		m		UNK
तत्त्वों		m		m
पर		UNK		UNK
सूर्य		m		m
की		f		f
किरणों		f		f
के		m		m
प्रभाव		m		m
का		m		m
अध्ययन		m		m
करेगी		f		f
।		UNK		UNK
नासा		m		m
की		f		f
शोध		m		f
टीम		f		f
में		UNK		UNK
शामिल		any		any
होने		any		any
वाले		m		m
इस		any		any
गुजराती		any		any
वैज्ञानिक		m		m
का		m		m
नाम		m		m
कमल		m		m
नयन		m		m
जोशीपुरा		m		m
है		any		any
।		UNK		UNK
जोशीपुरा		m		m
सरदार		m		m
पटेल		m		m
विश्वविद्यालय		m		m
में		UNK		UNK
भौतिकी		m		f
के		m		m
प्रोफेसर		m		m
हैं		any		any
।		UNK		UNK
अटल		m		m
बिहारी		m		any
वाजपेयी		any		f
के		m		m
तेवर		m		m
देख		any		m
कर		any		any
केवल		UNK		any
भाजपा		f		f
ही		UNK		UNK
नहीं		UNK		UNK
NULL		UNK		UNK
बल्कि		UNK		UNK
पूरा		m		m
संघ		m		m
परिवार		m		m
सकते		m		m
में		UNK		UNK
है		any		any
।		UNK		UNK
वाजपेयी		any		f
ने		UNK		UNK
मनाली		m		f
में		UNK		UNK
पलटवार		m		m
करते		m		m
हुए		m		m
कहा		m		m
है		any		any
कि		UNK		UNK
गुजरात		m		f
की		f		f
चर्चा		f		f
राष्ट्रीय		any		any
कार्यकारिणी		f		f
में		UNK		UNK
अवश्य		UNK		m
होगी		f		f
।		UNK		UNK
वाजपेयी		any		f
के		m		m
बयान		m		m
के		UNK		UNK
बाद		m		m
पार्टी		f		f
मुख्यालय		m		m
से		UNK		UNK
भाजपा		f		f
के		m		m
सभी		UNK		UNK
नेता		m		m
भूमिगत		any		any
हो		any		any
गए		m		m
।		UNK		UNK
दूसरी		f		f
ओर		f		m
संघ		m		m
ने		UNK		UNK
दिल्ली		f		f
में		UNK		UNK
मौजूद		any		any
सभी		UNK		UNK
पदाधिकारियों		m		m
की		f		f
आपात		any		f
बैठक		f		f
बुलाई		f		f
और		UNK		UNK
वाजपेयी		any		f
के		m		m
बयान		m		m
के		UNK		UNK
बाद		m		m
स्थिति		f		f
की		f		f
समीक्षा		f		f
की		f		f
।		UNK		UNK
इसमें		any		any
भाजपा		f		f
की		f		f
ओर		f		f
से		UNK		UNK
विजय		m		m
कुमार		m		m
मल्होत्रा		m		m
मौजूद		any		any
थे		m		m
।		UNK		UNK
कहते		m		m
हैं		any		any
मोहब्बत		f		m
और		UNK		UNK
जंग		f		m
में		UNK		UNK
सब		UNK		UNK
कुछ		any		UNK
जायज		any		any
है		any		any
।		UNK		UNK
और		UNK		UNK
मामला		m		m
जब		UNK		UNK
देश		m		m
के		m		m
सबसे		UNK		UNK
बड़े		m		m
औद्योगिक		any		any
साम्राज्य		m		m
का		m		m
हो		any		any
तो		UNK		UNK
यह		any		any
देखना		any		any
दिलचस्प		any		m
है		any		any
कि		UNK		UNK
आखिर		UNK		any
सुलह		f		m
के		UNK		UNK
बाद		m		m
दोनों		any		any
अंबानी		any		any
भाईयों		m		m
के		m		m
हिस्से		m		m
में		UNK		UNK
क्या		UNK		any
आया		m		m
।		UNK		UNK
बेशक़		UNK		m
,		UNK		UNK
माँ		f		m
कोकिलाबेन		f		m
के		UNK		UNK
लिए		UNK		UNK
मुकेश		m		m
और		UNK		UNK
अनिल		m		any
बराबर		any		any
हैं		any		any
।		UNK		UNK
लेकिन		UNK		UNK
,		UNK		UNK
कम		UNK		UNK
से		UNK		UNK
कम		UNK		UNK
एक		any		any
मामले		m		m
में		UNK		UNK
अनिल		m		m
मुकेश		m		m
को		UNK		UNK
झुकाने		any		any
में		UNK		UNK
क़ामयाब		any		any
रहे		m		m
हैं		any		any
।		UNK		UNK
यह		any		any
वही		any		f
आनंद		m		m
जैन		any		m
हैं		any		any
,		UNK		UNK
जिनकी		f		f
मौजदूगी		f		any
अनिल		m		m
को		UNK		UNK
बराबर		UNK		any
खटकती		f		f
रही		f		f
और		UNK		UNK
इसे		any		any
सार्वजनिक		any		any
करने		any		any
से		UNK		UNK
भी		UNK		UNK
उन्होंने		any		any
गुरेज़		m		f
नहीं		UNK		UNK
किया		m		m
।		UNK		UNK
इराक		m		m
के		m		m
फलुजा		m		UNK
स्थित		any		any
संदिग्ध		any		any
आतंकी		any		any
ठिकाने		m		any
पर		UNK		UNK
शनिवार		m		m
रात		f		f
हुए		m		m
अमेरिकी		any		any
हवाई		any		f
हमले		m		m
में		UNK		UNK
११		any		any
लोग		m		m
मारे		m		m
गए		m		m
।		UNK		UNK
अमेरिकी		any		any
वायु		f		f
-		UNK		UNK
सेना		f		f
ने		UNK		UNK
यह		any		any
हमला		m		m
आतंकी		any		f
अबू		m		f
मुसाब		m		m
-		UNK		UNK
अल		m		m
जरकावी		m		f
के		m		m
ठिकाने		m		any
के		m		m
संदेह		m		m
में		UNK		UNK
किया		m		m
।		UNK		UNK
फलुजा		m		m
स्थित		any		any
एक		any		any
प्रमुख		any		any
अस्पताल		m		m
के		m		m
डॉक्टर		m		m
ने		UNK		UNK
बताया		m		m
कि		UNK		UNK
इस		any		any
हमले		m		m
में		UNK		UNK
११		any		any
लोग		m		m
मारे		m		m
गए		m		m
और		UNK		UNK
सात		any		m
घायल		any		any
हो		any		any
गए		m		m
।		UNK		UNK
मृतकों		m		m
में		UNK		UNK
एक		any		any
महिला		f		f
भी		UNK		UNK
शामिल		any		any
है		any		any
।		UNK		UNK
फर्जी		any		f
पासपोर्ट		m		m
मामले		m		m
में		UNK		UNK
भोपाल		m		m
की		f		f
एक		any		any
स्थानीय		any		any
अदालत		f		f
ने		UNK		UNK
मोनिका		f		f
बेदी		any		f
के		UNK		UNK
खिलाफ		UNK		UNK
प्रोटेक्शन		m		m
वारंट		m		m
जारी		any		any
किया		m		m
है		any		any
।		UNK		UNK
पुलिस		f		f
अधीक्षक		m		m
ए.		m		m
के.		m		m
सिंह		m		m
ने		UNK		UNK
शुक्रवार		m		m
को		UNK		UNK
बताया		m		m
कि		UNK		UNK
फर्जी		any		f
पासपोर्ट		m		m
मामले		m		m
में		UNK		UNK
अदालत		f		f
द्वारा		UNK		UNK
मोनिका		f		f
बेदी		any		f
को		UNK		UNK
पेश		any		any
किए		any		m
जाने		any		any
के		m		m
आदेश		m		m
के		UNK		UNK
बाद		m		m
पुलिस		f		f
उपाधीक्षक		m		m
के		m		m
नेतृत्व		m		m
में		UNK		UNK
एक		any		any
टीम		f		f
हैदराबाद		m		m
रवाना		any		any
हो		f		any
गई		f		f
है		any		any
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
मुख्य		any		any
न्यायिक		any		any
दंडाधिकारी		m		any
दिनेश		m		m
कुमार		m		m
दांगी		any		f
ने		UNK		UNK
२६		any		m
नवंबर		m		m
को		UNK		UNK
मोनिका		f		f
को		UNK		UNK
अदालत		f		f
में		UNK		UNK
पेश		any		any
करने		any		any
का		m		m
आदेश		m		m
दिया		m		m
है		any		any
।		UNK		UNK
केंद्र		m		m
सरकार		f		f
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		m		m
पॉवर		f		m
प्लांट		m		m
'		UNK		UNK
लगाने		any		any
के		m		m
रास्ते		m		m
की		f		f
सारी		f		any
बाधाओं		f		f
को		UNK		UNK
खत्म		any		any
करने		f		any
जा		any		any
रही		f		f
है		any		any
।		UNK		UNK
बिजली		f		f
की		f		f
अनियमित		any		any
आपूर्ति		f		f
से		UNK		UNK
तबाह		any		m
हो		any		any
रहे		m		m
उद्योगों		m		m
को		UNK		UNK
बचाने		any		any
और		UNK		UNK
लोगों		m		m
को		UNK		UNK
बिजली		f		f
गुल		m		f
से		UNK		UNK
राहत		f		f
दिलाने		any		any
के		UNK		UNK
लिए		UNK		UNK
सरकार		f		f
के		UNK		UNK
पास		m		m
एकमात्र		UNK		any
यही		any		f
रास्ता		m		f
बचा		m		m
है		any		any
।		UNK		UNK
इसलिए		UNK		UNK
सरकार		f		f
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		m		m
पॉवर		f		m
प्लांट		m		m
'		UNK		UNK
को		UNK		UNK
बढ़ावा		m		m
देने		f		any
जा		any		any
रही		f		f
है		any		any
।		UNK		UNK
प्रस्तावित		any		any
नई		f		f
ऊर्जा		f		f
नीति		f		f
में		UNK		UNK
'		UNK		UNK
कैप्टिव		m		m
पॉवर		f		m
'		UNK		UNK
के		m		m
उत्पादन		m		m
को		UNK		UNK
लाइसेंस		m		f
मुक्त		any		any
करने		any		any
की		f		f
योजना		f		f
है		any		any
।		UNK		UNK
रक्षा		f		f
मंत्री		m		m
प्रणब		m		m
मुखर्जी		any		f
ने		UNK		UNK
मंगलवार		m		m
को		UNK		UNK
कहा		m		m
कि		UNK		UNK
जम्मू		m		m
-		UNK		UNK
कश्मीर		m		m
में		UNK		UNK
सेना		f		f
में		UNK		UNK
कटौती		f		f
करने		any		any
के		m		m
फैसले		m		m
की		f		f
समीक्षा		f		f
का		m		m
विकल्प		m		m
खुला		m		m
हुआ		m		m
है		any		any
।		UNK		UNK
मुखर्जी		any		f
ने		UNK		UNK
यहाँ		UNK		UNK
गणतंत्र		m		m
दिवस		m		m
शिविर		m		m
में		UNK		UNK
नेशनल		any		any
कैडेट		m		m
कोर		m		m
(		UNK		UNK
एनसीसी		m		m
)		UNK		UNK
के		m		m
एक		any		any
समारोह		m		m
के		UNK		UNK
बाद		m		m
पत्रकारों		m		m
से		UNK		UNK
कहा		m		m
कि		UNK		UNK
जम्मू		m		m
-		UNK		UNK
कश्मीर		m		m
में		UNK		UNK
सेना		f		f
में		UNK		UNK
कमी		f		f
करने		any		any
का		m		m
फैसला		m		m
एक		any		any
विशेष		any		any
स्थिति		f		f
के		m		m
संदर्भ		m		m
में		UNK		UNK
लिया		m		m
गया		m		m
था		m		m
।		UNK		UNK
यदि		UNK		UNK
घुसपैठ		f		f
में		UNK		UNK
इजाफा		m		m
होता		m		m
है		any		any
या		UNK		UNK
स्थिति		f		f
बिगड़ती		f		f
है		any		any
,		UNK		UNK
तो		UNK		UNK
बेशक़		UNK		any
इस		any		any
फैसले		m		m
की		f		f
समीक्षा		f		f
की		f		f
जाएगी		f		f
।		UNK		UNK
लिब्रहान		m		m
आयोग		m		m
के		UNK		m
समक्ष		m		m
शुक्रवार		m		m
को		UNK		UNK
भाजपा		f		f
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
वह		any		any
अयोध्या		m		f
में		UNK		UNK
विवादित		any		any
ढाँचे		m		m
को		UNK		UNK
गिराए		m		m
जाने		any		any
के		m		m
विरोध		m		m
में		UNK		UNK
थी		f		f
।		UNK		UNK
आयोग		m		m
के		UNK		m
समक्ष		m		m
पेश		any		m
उत्तर		m		m
प्रदेश		m		m
के		m		m
पूर्व		any		any
मुख्यमंत्री		m		m
कल्याण		m		m
सिंह		m		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
६		any		any
दिसंबर		m		m
,		UNK		UNK
१९९२		any		m
को		UNK		UNK
अयोध्या		m		f
में		UNK		UNK
विवादित		any		any
ढाँचे		m		m
के		m		m
विध्वंस		m		m
में		UNK		UNK
उनकी		f		f
कोई		any		any
भूमिका		f		f
नहीं		UNK		UNK
थी		f		f
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
विध्वंस		m		m
के		m		m
समय		m		m
पत्रकारों		m		m
की		f		f
पिटाई		f		f
की		f		f
गई		f		f
थी		f		f
और		UNK		UNK
उन्हें		any		any
घटना		f		f
की		f		f
तस्वीरें		f		f
लेने		any		any
से		UNK		UNK
रोका		m		m
गया		m		m
,		UNK		UNK
लेकिन		UNK		UNK
भीड़		f		m
में		UNK		UNK
लोगों		m		m
की		f		f
पहचान		f		f
न		UNK		UNK
हो		f		any
सकने		any		any
की		f		f
वजह		f		f
से		UNK		UNK
किसी		any		any
की		f		f
गिरफ्तारी		f		f
नहीं		UNK		UNK
की		f		f
गई		f		f
।		UNK		UNK
बिहार		m		m
व		UNK		UNK
पूर्वोत्तर		m		m
के		m		m
असम		m		m
,		UNK		UNK
मेघालय		m		m
व		UNK		UNK
अरुणाचल		m		m
प्रदेश		m		m
में		UNK		UNK
कई		UNK		UNK
दिनों		m		f
बाद		m		m
भी		UNK		UNK
बाढ़		f		f
की		f		f
स्थिति		f		f
चिंताजनक		any		any
बनी		f		f
हुई		f		f
है		any		any
।		UNK		UNK
बिहार		m		m
में		UNK		UNK
बाढ़		f		m
के		m		m
कारण		m		m
मरने		m		any
वालों		m		m
की		f		f
संख्या		f		f
बढ़कर		any		any
१२८		any		any
हो		f		f
गई		f		f
है		any		any
।		UNK		UNK
राज्य		m		m
के		m		m
तीन		any		any
जिले		m		m
दरभंगा		m		m
,		UNK		UNK
सीतामढ़ी		m		f
व		UNK		UNK
शिवहर		m		m
का		m		m
संपर्क		m		m
अब		UNK		UNK
भी		UNK		UNK
देश		m		m
के		m		m
अन्य		any		any
भागों		m		m
से		UNK		UNK
कटा		m		m
हुआ		m		m
है		any		any
।		UNK		UNK
दरभंगा		m		m
,		UNK		UNK
मुजफ्फरपुर		m		m
और		UNK		UNK
मधुबनी		m		f
में		UNK		UNK
नदियों		f		m
के		m		m
जल		m		m
-		UNK		UNK
स्तर		m		m
में		UNK		UNK
कमी		f		f
हो		f		any
रही		f		f
है		any		any
वहीं		UNK		UNK
खगड़िया		m		m
और		UNK		UNK
समस्तीपुर		m		m
में		UNK		UNK
इसमें		any		any
कोई		any		any
सुधार		m		m
नहीं		UNK		UNK
हुआ		m		m
है		any		any
।		UNK		UNK
राष्ट्रीय		any		any
महिला		f		m
आयोग		m		m
ने		UNK		UNK
भारतीय		any		any
वायु		f		any
सेना		f		f
की		f		f
बर्खास्त		any		any
फ्लाइंग		f		f
ऑफिसर		f		m
अंजलि		f		f
गुप्ता		any		f
की		f		f
शिकायत		f		f
को		UNK		UNK
गंभीरता		f		f
से		UNK		UNK
लिया		m		m
है		any		any
।		UNK		UNK
आयोग		m		m
ने		UNK		UNK
वायु		f		any
सेना		f		f
से		UNK		UNK
पूछा		m		m
है		any		any
कि		UNK		UNK
क्या		UNK		UNK
सैन्य		any		any
अदालत		f		f
ने		UNK		UNK
कार्य		m		m
-		UNK		UNK
स्थल		m		m
पर		UNK		UNK
यौन		m		m
उत्पीड़न		m		m
की		f		f
जाँच		f		f
के		UNK		UNK
दौरान		m		m
सुप्रीम		m		m
कोर्ट		m		m
द्वारा		UNK		UNK
विशाखा		m		f
मामले		m		m
में		UNK		UNK
दिए		m		m
दिशा		f		f
निर्देशों		m		m
का		m		m
पालन		m		m
किया		m		m
था		m		m
।		UNK		UNK
आयोग		m		m
ने		UNK		UNK
यह		any		any
भी		UNK		UNK
पूछा		m		m
है		any		any
कि		UNK		UNK
क्या		UNK		UNK
सेना		f		f
ने		UNK		UNK
इस		any		any
तरह		f		f
की		f		f
शिकायतों		f		f
के		UNK		UNK
लिए		UNK		UNK
किसी		any		any
प्रकोष्ठ		m		m
का		m		m
गठन		m		m
किया		m		m
है		any		any
।		UNK		UNK
पार्टी		f		f
का		m		m
कहना		any		any
है		any		any
कि		UNK		UNK
देश		m		m
जब		UNK		UNK
जनसंख्या		f		m
पर		UNK		UNK
काबू		m		any
पाने		any		any
की		f		f
कोशिशों		f		f
के		UNK		UNK
साथ		m		m
उन्नति		f		f
की		f		f
तरफ		f		f
बढ़		m		f
रहा		m		m
है		any		any
,		UNK		UNK
तब		UNK		UNK
आरएसएस		m		m
जनसंख्या		f		m
बढ़ाने		any		any
की		f		f
नसीहत		f		f
देकर		any		any
गरीबी		f		f
की		f		f
तरफ		f		f
खींच		m		m
रहा		m		m
है		any		any
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
लोगों		any		m
के		UNK		UNK
लिए		UNK		UNK
विकास		m		m
का		m		m
मसला		m		m
अधिक		UNK		UNK
जरूरी		any		any
है		any		any
।		UNK		UNK
सिंघवी		m		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
संघ		m		m
की		f		f
सामाजिक		any		any
व		UNK		UNK
सांस्कृतिक		any		any
संस्था		f		f
होने		any		any
की		f		f
हकीक़त		f		f
खुलकर		any		any
सामने		m		m
आ		f		m
गई		f		f
है		any		any
।		UNK		UNK
संघ		m		m
व		UNK		UNK
भाजपा		f		f
एक		any		any
ही		UNK		UNK
सिक्के		m		m
के		m		m
दो		any		any
पहलू		m		any
हैं		any		any
।		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
का		m		m
महिला		f		m
एवं		UNK		UNK
बाल		m		m
विकास		m		m
विभाग		m		m
संयुक्त		any		any
राष्ट्र		m		m
मानव		m		m
विकास		m		m
रिपोर्ट		f		m
की		f		f
नई		f		f
प्रति		f		f
को		UNK		UNK
लेकर		any		any
काफी		UNK		UNK
चौकन्ना		any		f
हो		m		any
गया		m		m
है		any		any
।		UNK		UNK
विभाग		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
देश		m		m
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
ऐसी		f		any
रिपोर्ट		f		m
चिंता		f		f
का		m		m
विषय		m		m
है		any		any
।		UNK		UNK
महिला		f		m
एवं		UNK		UNK
बाल		m		m
विकास		m		m
सचिव		f		m
रेवा		f		m
नैयर		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
जिन		any		any
राज्यों		m		m
में		UNK		UNK
महिलाओं		f		f
और		UNK		UNK
बच्चों		m		m
के		UNK		m
प्रति		UNK		UNK
जुल्म		m		any
हो		m		m
रहे		m		m
हैं		any		any
उन्हें		any		any
चेतना		any		m
चाहिए		any		any
।		UNK		UNK
सचिव		f		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
इससे		any		any
देश		m		m
की		f		f
बदनामी		f		f
होती		f		f
है		any		any
।		UNK		UNK
अंतर्राष्ट्रीय		any		any
स्तर		m		m
पर		UNK		UNK
देश		m		m
के		UNK		m
प्रति		UNK		UNK
