Word		Original_feature		Predicted_feature
स्थित		adj		adj
है		v		v
।		punc		punc
अमेरिका		n		n
सद्दाम		n		n
हुसैन		n		n
की		psp		psp
न्यायिक		adj		adj
हिरासत		n		n
इराक		n		n
की		psp		psp
अंतरिम		adj		adj
सरकार		n		n
को		psp		psp
सौंपने		v		v
पर		psp		psp
विचार		n		n
कर		v		v
रहा		v		v
है		v		v
लेकिन		avy		avy
वह		pn		pn
सद्दाम		n		n
को		psp		psp
अपनी		pn		pn
सेना		n		n
के		psp		psp
कब्जे		n		n
में		psp		psp
ही		avy		avy
रखेगा		v		v
।		punc		punc
घाजी		n		n
तलाबानी		n		n
नाम		n		n
के		psp		psp
अधिकारी		n		n
की		psp		psp
काम		n		n
करने		v		v
जाते		v		v
समय		n		n
हत्या		n		n
की		v		v
गई		v		v
।		punc		punc
इराक		n		n
स्थित		adj		adj
अमेरिकी		adj		adj
प्रशासक		n		n
एल.		n		n
पॉल		n		n
ब्रेमर		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
अगर		avy		avy
इराक		n		n
के		psp		psp
नए		adj		psp
प्रधानमंत्री		n		n
सद्दाम		n		n
हुसैन		n		n
को		psp		psp
अपनी		pn		pn
सरकार		n		n
की		psp		psp
हिरासत		n		n
में		psp		psp
देने		v		v
की		psp		psp
माँग		n		n
करते		v		v
हैं		v		v
तो		avy		avy
अमेरिका		n		n
उनकी		pn		pn
न्यायिक		adj		adj
हिरासत		n		n
सौंपने		v		v
के		psp		psp
बारे		psp		psp
में		psp		psp
विचार		n		adj
कर		v		v
सकता		v		v
है		v		v
।		punc		punc
पाकिस्तान		n		n
में		psp		psp
आयोजित		adj		adj
होने		v		v
वाले		psp		psp
दो		num		num
दिवसीय		adj		adj
सार्क		n		n
विदेश		n		n
मंत्रियों		n		n
के		psp		psp
सम्मेलन		n		n
में		psp		psp
हिस्सा		n		n
लेने		v		v
के		psp		psp
लिए		psp		psp
भारतीय		adj		adj
विदेश		n		n
मंत्री		n		n
के		n		psp
नटवर		n		n
सिंह		n		n
सोमवार		n		n
को		psp		psp
एक		num		num
विशेष		adj		adj
विमान		n		n
से		psp		psp
इस्लामाबाद		n		n
के		psp		psp
लिए		psp		psp
रवाना		adj		v
होंगे		v		v
।		punc		punc
संभावना		n		n
जताई		v		v
जा		v		v
रही		v		v
है		v		v
कि		avy		avy
वह		pn		pn
पाकिस्तान		n		n
में		psp		psp
पाँच		num		num
दिन		n		n
रहेंगे		v		v
और		avy		avy
इस		pn		pn
दौरान		nst		nst
वह		pn		pn
राष्ट्रपति		n		n
परवेज़		n		n
मुशर्रफ		n		n
से		psp		psp
दो		num		num
बार		n		n
मुलाक़ात		n		n
कर		v		v
सकते		v		v
हैं		v		v
।		punc		punc
पाकिस्तानी		adj		adj
अधिकारियों		n		n
के		psp		psp
मुताबिक		psp		psp
,		punc		punc
विदेश		n		n
मंत्रियों		n		n
के		psp		psp
सम्मेलन		n		n
का		psp		psp
उद्घाटन		n		n
पाकिस्तान		n		n
के		psp		psp
अंतरिम		adj		adj
प्रधानमंत्री		n		n
शुजात		n		n
हुसैन		n		n
करेंगे		v		v
।		punc		punc
अमरनाथ		n		n
गुफा		n		n
में		psp		psp
प्राकृतिक		adj		adj
रूप		n		n
से		psp		psp
बने		v		v
हिमलिंग		n		n
को		psp		psp
छह		num		num
महीनों		n		n
तक		psp		psp
सहेजने		v		v
के		psp		psp
लिए		psp		psp
योजना		n		n
तैयार		adj		adj
की		v		v
जा		v		v
रही		v		v
है		v		v
।		punc		punc
श्री		n		n
अमरनाथ		n		n
श्राईन		n		n
बोर्ड		n		n
के		psp		psp
अध्यक्ष		n		n
और		avy		avy
जम्मू		n		n
-		punc		punc
कश्मीर		n		n
के		psp		psp
राज्यपाल		n		n
एस.		n		n
के.		n		n
सिन्हा		n		n
ने		psp		psp
शुक्रवार		n		n
को		psp		psp
पत्रकारों		n		n
को		psp		psp
बताया		v		v
कि		avy		avy
रक्षा		n		n
अनुसंधान		n		n
एवं		avy		avy
विकास		n		n
संगठन		n		n
(		punc		punc
डीआरडीओ		n		n
)		punc		punc
के		psp		psp
वैज्ञानिक		n		adj
गुफा		n		n
के		psp		psp
अंदर		nst		nst
बर्फ		n		n
से		psp		psp
बने		v		v
शिवलिंग		n		n
को		psp		psp
सुरक्षित		adj		adj
रखने		v		v
के		psp		psp
तरीके		n		adj
खोज		v		n
रहे		v		v
हैं		v		v
और		avy		avy
इस		pn		pn
पर		psp		psp
लगभग		avy		avy
५०		num		num
लाख		num		num
रुपये		n		n
खर्च		n		adj
होने		v		v
का		psp		psp
अनुमान		n		n
है		v		v
।		punc		punc
गुजरात		n		n
के		psp		psp
एक		num		num
भौतिकशास्त्री		n		n
को		psp		psp
अमेरिकी		adj		adj
अंतरिक्ष		n		n
एजेंसी		n		n
नासा		n		n
की		psp		psp
उस		pn		pn
शोध		n		n
टीम		n		n
में		psp		psp
शामिल		adj		adj
किया		v		v
गया		v		v
है		v		v
जो		pn		pn
विभिन्न		adj		adj
ग्रहों		n		n
पर		psp		psp
पानी		n		n
जैसे		psp		avy
तत्त्वों		n		n
पर		psp		psp
सूर्य		n		n
की		psp		psp
किरणों		n		n
के		psp		psp
प्रभाव		n		n
का		psp		psp
अध्ययन		n		n
करेगी		v		v
।		punc		punc
नासा		n		n
की		psp		psp
शोध		n		n
टीम		n		n
में		psp		psp
शामिल		adj		adj
होने		v		v
वाले		psp		psp
इस		pn		pn
गुजराती		adj		adj
वैज्ञानिक		n		n
का		psp		psp
नाम		n		n
कमल		n		n
नयन		n		n
जोशीपुरा		n		n
है		v		v
।		punc		punc
जोशीपुरा		n		n
सरदार		n		n
पटेल		n		n
विश्वविद्यालय		n		n
में		psp		psp
भौतिकी		n		n
के		psp		psp
प्रोफेसर		n		n
हैं		v		v
।		punc		punc
अटल		n		n
बिहारी		n		n
वाजपेयी		n		n
के		psp		psp
तेवर		n		n
देख		v		n
कर		v		v
केवल		avy		adj
भाजपा		n		n
ही		avy		avy
नहीं		avy		avy
NULL		unk		unk
बल्कि		avy		avy
पूरा		adj		adj
संघ		n		n
परिवार		n		n
सकते		n		v
में		psp		psp
है		v		v
।		punc		punc
वाजपेयी		n		n
ने		psp		psp
मनाली		n		n
में		psp		psp
पलटवार		n		n
करते		v		v
हुए		v		v
कहा		v		v
है		v		v
कि		avy		avy
गुजरात		n		n
की		psp		psp
चर्चा		n		n
राष्ट्रीय		adj		adj
कार्यकारिणी		n		n
में		psp		psp
अवश्य		adv		n
होगी		v		v
।		punc		punc
वाजपेयी		n		n
के		psp		psp
बयान		n		n
के		psp		psp
बाद		nst		nst
पार्टी		n		n
मुख्यालय		n		n
से		psp		psp
भाजपा		n		n
के		psp		psp
सभी		avy		avy
नेता		n		n
भूमिगत		adj		adj
हो		v		v
गए		v		v
।		punc		punc
दूसरी		num		adj
ओर		nst		n
संघ		n		n
ने		psp		psp
दिल्ली		n		n
में		psp		psp
मौजूद		adj		adj
सभी		avy		avy
पदाधिकारियों		n		n
की		psp		psp
आपात		adj		n
बैठक		n		n
बुलाई		v		v
और		avy		avy
वाजपेयी		n		n
के		psp		psp
बयान		n		n
के		psp		psp
बाद		nst		nst
स्थिति		n		n
की		psp		psp
समीक्षा		n		n
की		v		v
।		punc		punc
इसमें		pn		pn
भाजपा		n		n
की		psp		psp
ओर		nst		n
से		psp		psp
विजय		n		n
कुमार		n		n
मल्होत्रा		n		n
मौजूद		adj		adj
थे		v		v
।		punc		punc
कहते		v		v
हैं		v		v
मोहब्बत		n		n
और		avy		avy
जंग		n		n
में		psp		psp
सब		avy		pn
कुछ		pn		avy
जायज		adj		adj
है		v		v
।		punc		punc
और		avy		avy
मामला		n		n
जब		pn		pn
देश		n		n
के		psp		psp
सबसे		avy		psp
बड़े		adj		adj
औद्योगिक		adj		adj
साम्राज्य		n		n
का		psp		psp
हो		v		v
तो		pn		avy
यह		pn		pn
देखना		v		v
दिलचस्प		adj		adj
है		v		v
कि		avy		avy
आखिर		adv		adj
सुलह		n		n
के		psp		psp
बाद		nst		nst
दोनों		num		num
अंबानी		n		adj
भाईयों		n		n
के		psp		psp
हिस्से		n		n
में		psp		psp
क्या		pn		v
आया		v		v
।		punc		punc
बेशक़		adv		n
,		punc		punc
माँ		n		n
कोकिलाबेन		n		n
के		psp		psp
लिए		psp		psp
मुकेश		n		n
और		avy		avy
अनिल		n		adj
बराबर		adj		adj
हैं		v		v
।		punc		punc
लेकिन		avy		avy
,		punc		punc
कम		avy		avy
से		avy		psp
कम		avy		avy
एक		num		num
मामले		n		n
में		psp		psp
अनिल		n		n
मुकेश		n		n
को		psp		psp
झुकाने		v		v
में		psp		psp
क़ामयाब		adj		n
रहे		v		v
हैं		v		v
।		punc		punc
यह		pn		pn
वही		pn		pn
आनंद		n		n
जैन		n		n
हैं		v		v
,		punc		punc
जिनकी		pn		pn
मौजदूगी		n		n
अनिल		n		n
को		psp		psp
बराबर		adv		adj
खटकती		v		v
रही		v		v
और		avy		avy
इसे		pn		pn
सार्वजनिक		adj		adj
करने		v		v
से		psp		psp
भी		avy		avy
उन्होंने		pn		pn
गुरेज़		n		v
नहीं		avy		avy
किया		v		v
।		punc		punc
इराक		n		n
के		psp		psp
फलुजा		n		psp
स्थित		adj		adj
संदिग्ध		adj		adj
आतंकी		adj		adj
ठिकाने		n		v
पर		psp		psp
शनिवार		n		n
रात		n		n
हुए		v		v
अमेरिकी		adj		adj
हवाई		adj		adj
हमले		n		n
में		psp		psp
११		num		num
लोग		n		n
मारे		v		v
गए		v		v
।		punc		punc
अमेरिकी		adj		adj
वायु		n		n
-		punc		punc
सेना		n		n
ने		psp		psp
यह		pn		pn
हमला		n		n
आतंकी		adj		adj
अबू		n		n
मुसाब		n		n
-		punc		punc
अल		n		n
जरकावी		n		n
के		psp		psp
ठिकाने		n		v
के		psp		psp
संदेह		n		n
में		psp		psp
किया		v		v
।		punc		punc
फलुजा		n		n
स्थित		adj		adj
एक		num		num
प्रमुख		adj		adj
अस्पताल		n		n
के		psp		psp
डॉक्टर		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
इस		pn		pn
हमले		n		n
में		psp		psp
११		num		num
लोग		n		n
मारे		v		v
गए		v		v
और		avy		avy
सात		num		n
घायल		adj		adj
हो		v		v
गए		v		v
।		punc		punc
मृतकों		n		n
में		psp		psp
एक		num		num
महिला		n		n
भी		avy		avy
शामिल		adj		adj
है		v		v
।		punc		punc
फर्जी		adj		n
पासपोर्ट		n		n
मामले		n		n
में		psp		psp
भोपाल		n		n
की		psp		psp
एक		num		num
स्थानीय		adj		adj
अदालत		n		n
ने		psp		psp
मोनिका		n		n
बेदी		n		n
के		psp		psp
खिलाफ		adj		psp
प्रोटेक्शन		n		n
वारंट		n		n
जारी		adj		adj
किया		v		v
है		v		v
।		punc		punc
पुलिस		n		n
अधीक्षक		n		n
ए.		n		n
के.		n		n
सिंह		n		n
ने		psp		psp
शुक्रवार		n		n
को		psp		psp
बताया		v		v
कि		avy		avy
फर्जी		adj		n
पासपोर्ट		n		n
मामले		n		n
में		psp		psp
अदालत		n		n
द्वारा		psp		psp
मोनिका		n		n
बेदी		n		n
को		psp		psp
पेश		adj		adj
किए		v		v
जाने		v		v
के		psp		psp
आदेश		n		n
के		psp		psp
बाद		nst		nst
पुलिस		n		n
उपाधीक्षक		n		n
के		psp		psp
नेतृत्व		n		n
में		psp		psp
एक		num		num
टीम		n		n
हैदराबाद		n		n
रवाना		adj		v
हो		v		v
गई		v		v
है		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
मुख्य		adj		adj
न्यायिक		adj		adj
दंडाधिकारी		n		adj
दिनेश		n		n
कुमार		n		n
दांगी		n		n
ने		psp		psp
२६		n		n
नवंबर		n		n
को		psp		psp
मोनिका		n		n
को		psp		psp
अदालत		n		n
में		psp		psp
पेश		adj		adj
करने		v		v
का		psp		psp
आदेश		n		n
दिया		v		v
है		v		v
।		punc		punc
केंद्र		n		n
सरकार		n		n
अब		pn		pn
'		punc		punc
कैप्टिव		n		n
पॉवर		n		n
प्लांट		n		n
'		punc		punc
लगाने		v		v
के		psp		psp
रास्ते		n		n
की		psp		psp
सारी		adj		adj
बाधाओं		n		n
को		psp		psp
खत्म		adj		adj
करने		v		v
जा		v		v
रही		v		v
है		v		v
।		punc		punc
बिजली		n		n
की		psp		psp
अनियमित		adj		adj
आपूर्ति		n		n
से		psp		psp
तबाह		adj		n
हो		v		v
रहे		v		v
उद्योगों		n		n
को		psp		psp
बचाने		v		v
और		avy		avy
लोगों		n		n
को		psp		psp
बिजली		n		v
गुल		n		n
से		psp		psp
राहत		n		n
दिलाने		v		v
के		psp		psp
लिए		psp		psp
सरकार		n		n
के		psp		psp
पास		nst		nst
एकमात्र		avy		adj
यही		pn		pn
रास्ता		n		n
बचा		v		v
है		v		v
।		punc		punc
इसलिए		pn		pn
सरकार		n		n
अब		pn		pn
'		punc		punc
कैप्टिव		n		n
पॉवर		n		n
प्लांट		n		n
'		punc		punc
को		psp		psp
बढ़ावा		n		n
देने		v		v
जा		v		v
रही		v		v
है		v		v
।		punc		punc
प्रस्तावित		adj		adj
नई		adj		pn
ऊर्जा		n		n
नीति		n		n
में		psp		psp
'		punc		punc
कैप्टिव		n		n
पॉवर		n		n
'		punc		punc
के		psp		psp
उत्पादन		n		n
को		psp		psp
लाइसेंस		n		n
मुक्त		adj		adj
करने		v		v
की		psp		psp
योजना		n		n
है		v		v
।		punc		punc
रक्षा		n		n
मंत्री		n		n
प्रणब		n		n
मुखर्जी		n		n
ने		psp		psp
मंगलवार		n		n
को		psp		psp
कहा		v		v
कि		avy		avy
जम्मू		n		n
-		punc		punc
कश्मीर		n		n
में		psp		psp
सेना		n		n
में		psp		psp
कटौती		n		n
करने		v		v
के		psp		psp
फैसले		n		n
की		psp		psp
समीक्षा		n		n
का		psp		psp
विकल्प		n		n
खुला		v		v
हुआ		v		v
है		v		v
।		punc		punc
मुखर्जी		n		n
ने		psp		psp
यहाँ		pn		pn
गणतंत्र		n		n
दिवस		n		n
शिविर		n		n
में		psp		psp
नेशनल		adj		adj
कैडेट		n		n
कोर		n		n
(		punc		punc
एनसीसी		n		n
)		punc		punc
के		psp		psp
एक		num		num
समारोह		n		n
के		psp		psp
बाद		nst		nst
पत्रकारों		n		n
से		psp		psp
कहा		v		v
कि		avy		avy
जम्मू		n		n
-		punc		punc
कश्मीर		n		n
में		psp		psp
सेना		n		n
में		psp		psp
कमी		n		n
करने		v		v
का		psp		psp
फैसला		n		n
एक		num		num
विशेष		adj		adj
स्थिति		n		n
के		psp		psp
संदर्भ		n		n
में		psp		psp
लिया		v		v
गया		v		v
था		v		v
।		punc		punc
यदि		avy		avy
घुसपैठ		n		n
में		psp		psp
इजाफा		n		n
होता		v		v
है		v		v
या		avy		avy
स्थिति		n		n
बिगड़ती		v		v
है		v		v
,		punc		punc
तो		avy		avy
बेशक़		adv		adj
इस		pn		pn
फैसले		n		n
की		psp		psp
समीक्षा		n		n
की		v		v
जाएगी		v		v
।		punc		punc
लिब्रहान		n		n
आयोग		n		n
के		psp		psp
समक्ष		nst		n
शुक्रवार		n		n
को		psp		psp
भाजपा		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
वह		pn		pn
अयोध्या		n		n
में		psp		psp
विवादित		adj		adj
ढाँचे		n		n
को		psp		psp
गिराए		v		v
जाने		v		v
के		psp		psp
विरोध		n		n
में		psp		psp
थी		v		v
।		punc		punc
आयोग		n		n
के		psp		psp
समक्ष		nst		n
पेश		adj		n
उत्तर		n		n
प्रदेश		n		n
के		psp		psp
पूर्व		adj		adj
मुख्यमंत्री		n		n
कल्याण		n		n
सिंह		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
६		n		n
दिसंबर		n		n
,		punc		punc
१९९२		n		n
को		psp		psp
अयोध्या		n		n
में		psp		psp
विवादित		adj		adj
ढाँचे		n		n
के		psp		psp
विध्वंस		n		n
में		psp		psp
उनकी		pn		pn
कोई		pn		pn
भूमिका		n		n
नहीं		avy		avy
थी		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
विध्वंस		n		n
के		psp		psp
समय		n		n
पत्रकारों		n		n
की		psp		psp
पिटाई		n		n
की		v		v
गई		v		v
थी		v		v
और		avy		avy
उन्हें		pn		pn
घटना		n		n
की		psp		psp
तस्वीरें		n		n
लेने		v		v
से		psp		psp
रोका		v		v
गया		v		v
,		punc		punc
लेकिन		avy		avy
भीड़		n		n
में		psp		psp
लोगों		n		n
की		psp		psp
पहचान		n		n
न		avy		avy
हो		v		v
सकने		v		v
की		psp		psp
वजह		n		n
से		psp		psp
किसी		pn		pn
की		psp		psp
गिरफ्तारी		n		adj
नहीं		avy		avy
की		v		v
गई		v		v
।		punc		punc
बिहार		n		n
व		avy		avy
पूर्वोत्तर		n		n
के		psp		psp
असम		n		n
,		punc		punc
मेघालय		n		n
व		avy		avy
अरुणाचल		n		n
प्रदेश		n		n
में		psp		psp
कई		avy		avy
दिनों		n		n
बाद		nst		nst
भी		avy		avy
बाढ़		n		n
की		psp		psp
स्थिति		n		n
चिंताजनक		adj		n
बनी		v		v
हुई		v		v
है		v		v
।		punc		punc
बिहार		n		n
में		psp		psp
बाढ़		n		n
के		psp		psp
कारण		n		n
मरने		v		v
वालों		psp		n
की		psp		psp
संख्या		n		n
बढ़कर		v		v
१२८		num		num
हो		v		v
गई		v		v
है		v		v
।		punc		punc
राज्य		n		n
के		psp		psp
तीन		num		num
जिले		n		v
दरभंगा		n		v
,		punc		punc
सीतामढ़ी		n		n
व		avy		avy
शिवहर		n		n
का		psp		psp
संपर्क		n		n
अब		pn		pn
भी		avy		avy
देश		n		n
के		psp		psp
अन्य		adj		adj
भागों		n		n
से		psp		psp
कटा		v		v
हुआ		v		v
है		v		v
।		punc		punc
दरभंगा		n		n
,		punc		punc
मुजफ्फरपुर		n		n
और		avy		avy
मधुबनी		n		n
में		psp		psp
नदियों		n		n
के		psp		psp
जल		n		n
-		punc		punc
स्तर		n		n
में		psp		psp
कमी		n		v
हो		v		v
रही		v		v
है		v		v
वहीं		adv		avy
खगड़िया		n		v
और		avy		avy
समस्तीपुर		n		n
में		psp		psp
इसमें		pn		pn
कोई		pn		pn
सुधार		n		n
नहीं		avy		avy
हुआ		v		v
है		v		v
।		punc		punc
राष्ट्रीय		adj		adj
महिला		n		n
आयोग		n		n
ने		psp		psp
भारतीय		adj		adj
वायु		n		n
सेना		n		n
की		psp		psp
बर्खास्त		adj		adj
फ्लाइंग		n		n
ऑफिसर		n		n
अंजलि		n		n
गुप्ता		n		n
की		psp		psp
शिकायत		n		n
को		psp		psp
गंभीरता		n		n
से		psp		psp
लिया		v		v
है		v		v
।		punc		punc
आयोग		n		n
ने		psp		psp
वायु		n		n
सेना		n		n
से		psp		psp
पूछा		v		v
है		v		v
कि		avy		avy
क्या		pn		avy
सैन्य		adj		adj
अदालत		n		n
ने		psp		psp
कार्य		n		n
-		punc		punc
स्थल		n		n
पर		psp		psp
यौन		n		n
उत्पीड़न		n		n
की		psp		psp
जाँच		n		n
के		psp		psp
दौरान		nst		nst
सुप्रीम		n		n
कोर्ट		n		n
द्वारा		psp		psp
विशाखा		n		n
मामले		n		n
में		psp		psp
दिए		v		v
दिशा		n		n
निर्देशों		n		n
का		psp		psp
पालन		n		n
किया		v		v
था		v		v
।		punc		punc
आयोग		n		n
ने		psp		psp
यह		pn		pn
भी		avy		avy
पूछा		v		v
है		v		v
कि		avy		avy
क्या		pn		avy
सेना		n		n
ने		psp		psp
इस		pn		pn
तरह		n		n
की		psp		psp
शिकायतों		n		n
के		psp		psp
लिए		psp		psp
किसी		pn		pn
प्रकोष्ठ		n		n
का		psp		psp
गठन		n		n
किया		v		v
है		v		v
।		punc		punc
पार्टी		n		n
का		psp		psp
कहना		v		v
है		v		v
कि		avy		avy
देश		n		n
जब		pn		pn
जनसंख्या		n		n
पर		psp		psp
काबू		n		adj
पाने		v		v
की		psp		psp
कोशिशों		n		n
के		psp		psp
साथ		nst		nst
उन्नति		n		n
की		psp		psp
तरफ		nst		n
बढ़		v		v
रहा		v		v
है		v		v
,		punc		punc
तब		pn		avy
आरएसएस		n		n
जनसंख्या		n		n
बढ़ाने		v		v
की		psp		psp
नसीहत		n		n
देकर		v		v
गरीबी		n		n
की		psp		psp
तरफ		nst		n
खींच		v		v
रहा		v		v
है		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
लोगों		n		n
के		psp		psp
लिए		psp		psp
विकास		n		n
का		psp		psp
मसला		n		n
अधिक		avy		avy
जरूरी		adj		adj
है		v		v
।		punc		punc
सिंघवी		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
संघ		n		n
की		psp		psp
सामाजिक		adj		adj
व		avy		avy
सांस्कृतिक		adj		adj
संस्था		n		n
होने		v		v
की		psp		psp
हकीक़त		n		n
खुलकर		v		v
सामने		nst		v
आ		v		v
गई		v		v
है		v		v
।		punc		punc
संघ		n		n
व		avy		avy
भाजपा		n		n
एक		num		num
ही		avy		avy
सिक्के		n		n
के		psp		psp
दो		num		num
पहलू		n		adj
हैं		v		v
।		punc		punc
मानव		n		n
संसाधन		n		n
विकास		n		n
मंत्रालय		n		n
का		psp		psp
महिला		n		n
एवं		avy		avy
बाल		n		n
विकास		n		n
विभाग		n		n
संयुक्त		adj		adj
राष्ट्र		n		n
मानव		n		n
विकास		n		n
रिपोर्ट		n		n
की		psp		psp
नई		adj		pn
प्रति		n		n
को		psp		psp
लेकर		v		v
काफी		avy		avy
चौकन्ना		adj		n
हो		v		v
गया		v		v
है		v		v
।		punc		punc
विभाग		n		n
के		psp		psp
मुताबिक		psp		psp
देश		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
ऐसी		pn		pn
रिपोर्ट		n		n
चिंता		n		n
का		psp		psp
विषय		n		n
है		v		v
।		punc		punc
महिला		n		n
एवं		avy		avy
बाल		n		n
विकास		n		n
सचिव		n		n
रेवा		n		n
नैयर		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
जिन		pn		pn
राज्यों		n		n
में		psp		psp
महिलाओं		n		n
और		avy		avy
बच्चों		n		n
के		psp		psp
प्रति		psp		avy
जुल्म		n		adj
हो		v		v
रहे		v		v
हैं		v		v
उन्हें		pn		pn
चेतना		v		v
चाहिए		v		v
।		punc		punc
सचिव		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
इससे		pn		pn
देश		n		n
की		psp		psp
बदनामी		n		adj
होती		v		v
है		v		v
।		punc		punc
अंतर्राष्ट्रीय		adj		adj
स्तर		n		n
पर		psp		psp
देश		n		n
के		psp		psp
प्रति		psp		avy
इस		pn		pn
तरह		n		n
का		psp		psp
संदेश		n		n
जाना		v		v
ठीक		adj		adj
नहीं		avy		avy
है		v		v
।		punc		punc
काँची		n		n
कामकोटि		n		n
पीठ		n		n
के		psp		psp
शंकराचार्य		n		n
जयेंद्र		n		n
सरस्वती		n		n
को		psp		psp
कोर्ट		n		n
ने		psp		psp
आज		n		n
भी		avy		avy
