Word		Original_feature		Predicted_feature
प्रधानमंत्री		0		0
सद्दाम		0		0
हुसैन		0		0
को		UNK		UNK
अपनी		0		0
सरकार		0		0
की		UNK		UNK
हिरासत		0		0
में		UNK		UNK
देने		nA		nA
की		UNK		UNK
माँग		0		0
करते		wA		wA
हैं		hE		hE
तो		UNK		UNK
अमेरिका		0		0
उनकी		kA		kA
न्यायिक		UNK		UNK
हिरासत		0		0
सौंपने		nA		nA
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
विचार		0		UNK
कर		0		0
सकता		wA		wA
है		hE		hE
।		UNK		UNK
पाकिस्तान		0		0
में		UNK		UNK
आयोजित		UNK		UNK
होने		nA		nA
वाले		UNK		UNK
दो		UNK		UNK
दिवसीय		UNK		UNK
सार्क		0		0
विदेश		0		0
मंत्रियों		0		0
के		kA		UNK
सम्मेलन		0		0
में		UNK		UNK
हिस्सा		0		0
लेने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
भारतीय		UNK		UNK
विदेश		0		0
मंत्री		0		0
के		0		UNK
नटवर		0		0
सिंह		0		0
सोमवार		0		0
को		UNK		UNK
एक		UNK		UNK
विशेष		UNK		UNK
विमान		0		0
से		UNK		UNK
इस्लामाबाद		0		0
के		UNK		UNK
लिए		UNK		UNK
रवाना		UNK		0
होंगे		gA		gA
।		UNK		UNK
संभावना		0		0
जताई		yA		yA
जा		0		0
रही		yA		yA
है		hE		hE
कि		UNK		UNK
वह		0		0
पाकिस्तान		0		0
में		UNK		UNK
पाँच		UNK		UNK
दिन		0		0
रहेंगे		gA		gA
और		UNK		UNK
इस		UNK		UNK
दौरान		UNK		UNK
वह		0		0
राष्ट्रपति		0		0
परवेज़		0		0
मुशर्रफ		0		0
से		UNK		UNK
दो		UNK		UNK
बार		0		0
मुलाक़ात		0		0
कर		0		0
सकते		wA		wA
हैं		hE		hE
।		UNK		UNK
पाकिस्तानी		UNK		UNK
अधिकारियों		0		0
के		UNK		UNK
मुताबिक		UNK		UNK
,		UNK		UNK
विदेश		0		0
मंत्रियों		0		0
के		UNK		UNK
सम्मेलन		0		0
का		UNK		UNK
उद्घाटन		0		0
पाकिस्तान		0		0
के		UNK		UNK
अंतरिम		UNK		UNK
प्रधानमंत्री		0		0
शुजात		0		0
हुसैन		0		0
करेंगे		gA		gA
।		UNK		UNK
अमरनाथ		0		0
गुफा		0		0
में		UNK		UNK
प्राकृतिक		UNK		UNK
रूप		0		0
से		UNK		UNK
बने		yA		yA
हिमलिंग		0		0
को		UNK		UNK
छह		UNK		UNK
महीनों		0		0
तक		UNK		UNK
सहेजने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
योजना		0		0
तैयार		UNK		UNK
की		yA		yA
जा		0		0
रही		yA		yA
है		hE		hE
।		UNK		UNK
श्री		0		0
अमरनाथ		0		0
श्राईन		0		0
बोर्ड		0		0
के		UNK		UNK
अध्यक्ष		0		0
और		UNK		UNK
जम्मू		0		0
-		UNK		UNK
कश्मीर		0		0
के		UNK		UNK
राज्यपाल		0		0
एस.		0		0
के.		0		0
सिन्हा		0		0
ने		UNK		UNK
शुक्रवार		0		0
को		UNK		UNK
पत्रकारों		0		0
को		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
रक्षा		0		0
अनुसंधान		0		0
एवं		UNK		UNK
विकास		0		0
संगठन		0		0
(		UNK		UNK
डीआरडीओ		0		0
)		UNK		UNK
के		UNK		UNK
वैज्ञानिक		0		UNK
गुफा		0		0
के		UNK		UNK
अंदर		UNK		0
बर्फ		0		0
से		UNK		UNK
बने		yA		yA
शिवलिंग		0		0
को		UNK		UNK
सुरक्षित		UNK		UNK
रखने		nA		nA
के		UNK		UNK
तरीके		0		UNK
खोज		0		0
रहे		yA		yA
हैं		hE		hE
और		UNK		UNK
इस		0		UNK
पर		UNK		UNK
लगभग		UNK		UNK
५०		UNK		UNK
लाख		UNK		UNK
रुपये		0		0
खर्च		0		UNK
होने		nA		nA
का		UNK		UNK
अनुमान		0		0
है		hE		hE
।		UNK		UNK
गुजरात		0		0
के		UNK		UNK
एक		UNK		UNK
भौतिकशास्त्री		0		0
को		UNK		UNK
अमेरिकी		UNK		UNK
अंतरिक्ष		0		0
एजेंसी		0		0
नासा		0		0
की		UNK		UNK
उस		UNK		UNK
शोध		0		0
टीम		0		0
में		UNK		UNK
शामिल		UNK		UNK
किया		yA		yA
गया		yA1		yA1
है		hE		hE
जो		0		UNK
विभिन्न		UNK		UNK
ग्रहों		0		0
पर		UNK		UNK
पानी		0		0
जैसे		UNK		UNK
तत्त्वों		0		0
पर		UNK		UNK
सूर्य		0		0
की		UNK		UNK
किरणों		0		0
के		UNK		UNK
प्रभाव		0		0
का		UNK		UNK
अध्ययन		0		0
करेगी		gA		gA
।		UNK		UNK
नासा		0		0
की		UNK		UNK
शोध		0		0
टीम		0		0
में		UNK		UNK
शामिल		UNK		UNK
होने		nA		nA
वाले		UNK		UNK
इस		UNK		UNK
गुजराती		UNK		UNK
वैज्ञानिक		0		0
का		UNK		UNK
नाम		0		0
कमल		0		0
नयन		0		0
जोशीपुरा		0		0
है		hE		hE
।		UNK		UNK
जोशीपुरा		0		0
सरदार		0		0
पटेल		0		0
विश्वविद्यालय		0		0
में		UNK		UNK
भौतिकी		0		0
के		UNK		UNK
प्रोफेसर		0		0
हैं		hE		hE
।		UNK		UNK
अटल		0		0
बिहारी		0		0
वाजपेयी		0		0
के		UNK		UNK
तेवर		0		0
देख		0		0
कर		0		0
केवल		UNK		UNK
भाजपा		0		0
ही		UNK		UNK
नहीं		UNK		UNK
NULL		UNK		UNK
बल्कि		UNK		UNK
पूरा		UNK		UNK
संघ		0		0
परिवार		0		0
सकते		0		0
में		UNK		UNK
है		hE		hE
।		UNK		UNK
वाजपेयी		0		0
ने		UNK		UNK
मनाली		0		0
में		UNK		UNK
पलटवार		0		0
करते		wA		wA
हुए		yA		yA
कहा		yA		yA
है		hE		hE
कि		UNK		UNK
गुजरात		0		0
की		UNK		UNK
चर्चा		0		0
राष्ट्रीय		UNK		UNK
कार्यकारिणी		0		0
में		UNK		UNK
अवश्य		UNK		0
होगी		gA		gA
।		UNK		UNK
वाजपेयी		0		0
के		UNK		UNK
बयान		0		0
के		UNK		UNK
बाद		UNK		UNK
पार्टी		0		0
मुख्यालय		0		0
से		UNK		UNK
भाजपा		0		0
के		UNK		UNK
सभी		UNK		UNK
नेता		0		0
भूमिगत		UNK		UNK
हो		0		0
गए		yA1		yA1
।		UNK		UNK
दूसरी		UNK		UNK
ओर		UNK		0
संघ		0		0
ने		UNK		UNK
दिल्ली		0		0
में		UNK		UNK
मौजूद		UNK		UNK
सभी		UNK		UNK
पदाधिकारियों		0		0
की		UNK		UNK
आपात		UNK		0
बैठक		0		0
बुलाई		yA		yA
और		UNK		UNK
वाजपेयी		0		0
के		UNK		UNK
बयान		0		0
के		UNK		UNK
बाद		UNK		UNK
स्थिति		0		0
की		UNK		UNK
समीक्षा		0		0
की		yA		yA
।		UNK		UNK
इसमें		meM		ko
भाजपा		0		0
की		UNK		UNK
ओर		UNK		0
से		UNK		UNK
विजय		0		0
कुमार		0		0
मल्होत्रा		0		0
मौजूद		UNK		UNK
थे		WA		WA
।		UNK		UNK
कहते		wA		wA
हैं		hE		hE
मोहब्बत		0		0
और		UNK		UNK
जंग		0		0
में		UNK		UNK
सब		UNK		UNK
कुछ		0		UNK
जायज		UNK		UNK
है		hE		hE
।		UNK		UNK
और		UNK		UNK
मामला		0		0
जब		UNK		UNK
देश		0		0
के		UNK		UNK
सबसे		UNK		UNK
बड़े		UNK		UNK
औद्योगिक		UNK		UNK
साम्राज्य		0		0
का		UNK		UNK
हो		0		0
तो		UNK		UNK
यह		0		UNK
देखना		nA		nA
दिलचस्प		UNK		UNK
है		hE		hE
कि		UNK		UNK
आखिर		UNK		UNK
सुलह		0		0
के		UNK		UNK
बाद		UNK		UNK
दोनों		UNK		UNK
अंबानी		0		UNK
भाईयों		0		0
के		UNK		UNK
हिस्से		0		0
में		UNK		UNK
क्या		UNK		UNK
आया		yA		yA
।		UNK		UNK
बेशक़		UNK		0
,		UNK		UNK
माँ		0		0
कोकिलाबेन		0		0
के		UNK		UNK
लिए		UNK		UNK
मुकेश		0		0
और		UNK		UNK
अनिल		0		UNK
बराबर		UNK		UNK
हैं		hE		hE
।		UNK		UNK
लेकिन		UNK		UNK
,		UNK		UNK
कम		UNK		UNK
से		UNK		UNK
कम		UNK		UNK
एक		UNK		UNK
मामले		0		0
में		UNK		UNK
अनिल		0		0
मुकेश		0		0
को		UNK		UNK
झुकाने		nA		nA
में		UNK		UNK
क़ामयाब		UNK		0
रहे		yA		yA
हैं		hE		hE
।		UNK		UNK
यह		0		UNK
वही		UNK		UNK
आनंद		0		0
जैन		0		0
हैं		hE		hE
,		UNK		UNK
जिनकी		kA		kA
मौजदूगी		0		0
अनिल		0		0
को		UNK		UNK
बराबर		UNK		UNK
खटकती		wA		wA
रही		yA		yA
और		UNK		UNK
इसे		ko		ko
सार्वजनिक		UNK		UNK
करने		nA		nA
से		UNK		UNK
भी		UNK		UNK
उन्होंने		ne		ne
गुरेज़		0		0
नहीं		UNK		UNK
किया		yA		yA
।		UNK		UNK
इराक		0		0
के		UNK		UNK
फलुजा		0		UNK
स्थित		UNK		UNK
संदिग्ध		UNK		UNK
आतंकी		UNK		UNK
ठिकाने		0		nA
पर		UNK		UNK
शनिवार		0		0
रात		0		0
हुए		yA		yA
अमेरिकी		UNK		UNK
हवाई		UNK		UNK
हमले		0		0
में		UNK		UNK
११		UNK		UNK
लोग		0		0
मारे		yA		yA
गए		yA1		yA1
।		UNK		UNK
अमेरिकी		UNK		UNK
वायु		0		0
-		UNK		UNK
सेना		0		0
ने		UNK		UNK
यह		UNK		UNK
हमला		0		0
आतंकी		UNK		UNK
अबू		0		0
मुसाब		0		0
-		UNK		UNK
अल		0		0
जरकावी		0		0
के		UNK		UNK
ठिकाने		0		nA
के		UNK		UNK
संदेह		0		0
में		UNK		UNK
किया		yA		yA
।		UNK		UNK
फलुजा		0		0
स्थित		UNK		UNK
एक		UNK		UNK
प्रमुख		UNK		UNK
अस्पताल		0		0
के		UNK		UNK
डॉक्टर		0		0
ने		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
इस		UNK		UNK
हमले		0		0
में		UNK		UNK
११		UNK		UNK
लोग		0		0
मारे		yA		yA
गए		yA1		yA1
और		UNK		UNK
सात		UNK		0
घायल		UNK		UNK
हो		0		0
गए		yA1		yA1
।		UNK		UNK
मृतकों		0		0
में		UNK		UNK
एक		UNK		UNK
महिला		0		0
भी		UNK		UNK
शामिल		UNK		UNK
है		hE		hE
।		UNK		UNK
फर्जी		UNK		0
पासपोर्ट		0		0
मामले		0		0
में		UNK		UNK
भोपाल		0		0
की		UNK		UNK
एक		UNK		UNK
स्थानीय		UNK		UNK
अदालत		0		0
ने		UNK		UNK
मोनिका		0		0
बेदी		0		0
के		UNK		UNK
खिलाफ		UNK		UNK
प्रोटेक्शन		0		0
वारंट		0		0
जारी		UNK		UNK
किया		yA		yA
है		hE		hE
।		UNK		UNK
पुलिस		0		0
अधीक्षक		0		0
ए.		0		0
के.		0		0
सिंह		0		0
ने		UNK		UNK
शुक्रवार		0		0
को		UNK		UNK
बताया		yA		yA
कि		UNK		UNK
फर्जी		UNK		0
पासपोर्ट		0		0
मामले		0		0
में		UNK		UNK
अदालत		0		0
द्वारा		UNK		UNK
मोनिका		0		0
बेदी		0		0
को		UNK		UNK
पेश		UNK		UNK
किए		yA		yA
जाने		nA		nA
के		UNK		UNK
आदेश		0		0
के		UNK		UNK
बाद		UNK		UNK
पुलिस		0		0
उपाधीक्षक		0		0
के		UNK		UNK
नेतृत्व		0		0
में		UNK		UNK
एक		UNK		UNK
टीम		0		0
हैदराबाद		0		0
रवाना		UNK		UNK
हो		0		0
गई		yA1		yA1
है		hE		hE
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
मुख्य		UNK		UNK
न्यायिक		UNK		UNK
दंडाधिकारी		0		UNK
दिनेश		0		0
कुमार		0		0
दांगी		0		0
ने		UNK		UNK
२६		0		0
नवंबर		0		0
को		UNK		UNK
मोनिका		0		0
को		UNK		UNK
अदालत		0		0
में		UNK		UNK
पेश		UNK		UNK
करने		nA		nA
का		UNK		UNK
आदेश		0		0
दिया		yA		yA
है		hE		hE
।		UNK		UNK
केंद्र		0		0
सरकार		0		0
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		0		0
पॉवर		0		0
प्लांट		0		0
'		UNK		UNK
लगाने		nA		nA
के		UNK		UNK
रास्ते		0		0
की		UNK		UNK
सारी		UNK		UNK
बाधाओं		0		0
को		UNK		UNK
खत्म		UNK		UNK
करने		nA		nA
जा		0		0
रही		yA		yA
है		hE		hE
।		UNK		UNK
बिजली		0		0
की		UNK		UNK
अनियमित		UNK		UNK
आपूर्ति		0		0
से		UNK		UNK
तबाह		UNK		0
हो		0		0
रहे		yA		yA
उद्योगों		0		0
को		UNK		UNK
बचाने		nA		nA
और		UNK		UNK
लोगों		0		0
को		UNK		UNK
बिजली		0		0
गुल		0		0
से		UNK		UNK
राहत		0		0
दिलाने		nA		nA
के		UNK		UNK
लिए		UNK		UNK
सरकार		0		0
के		UNK		UNK
पास		UNK		UNK
एकमात्र		UNK		UNK
यही		UNK		UNK
रास्ता		0		0
बचा		yA		yA
है		hE		hE
।		UNK		UNK
इसलिए		UNK		UNK
सरकार		0		0
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		0		0
पॉवर		0		0
प्लांट		0		0
'		UNK		UNK
को		UNK		UNK
बढ़ावा		0		0
देने		nA		nA
जा		0		0
रही		yA		yA
है		hE		hE
।		UNK		UNK
प्रस्तावित		UNK		UNK
नई		UNK		UNK
ऊर्जा		0		0
नीति		0		0
में		UNK		UNK
'		UNK		UNK
कैप्टिव		0		0
पॉवर		0		0
'		UNK		UNK
के		UNK		UNK
उत्पादन		0		0
को		UNK		UNK
लाइसेंस		0		0
मुक्त		UNK		UNK
करने		nA		nA
की		UNK		UNK
योजना		0		0
है		hE		hE
।		UNK		UNK
रक्षा		0		0
मंत्री		0		0
प्रणब		0		0
मुखर्जी		0		0
ने		UNK		UNK
मंगलवार		0		0
को		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
जम्मू		0		0
-		UNK		UNK
कश्मीर		0		0
में		UNK		UNK
सेना		0		0
में		UNK		UNK
कटौती		0		0
करने		nA		nA
के		UNK		UNK
फैसले		0		0
की		UNK		UNK
समीक्षा		0		0
का		UNK		UNK
विकल्प		0		0
खुला		yA		yA
हुआ		yA		yA
है		hE		hE
।		UNK		UNK
मुखर्जी		0		0
ने		UNK		UNK
यहाँ		UNK		UNK
गणतंत्र		0		0
दिवस		0		0
शिविर		0		0
में		UNK		UNK
नेशनल		UNK		UNK
कैडेट		0		0
कोर		0		0
(		UNK		UNK
एनसीसी		0		0
)		UNK		UNK
के		UNK		UNK
एक		UNK		UNK
समारोह		0		0
के		UNK		UNK
बाद		UNK		UNK
पत्रकारों		0		0
से		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
जम्मू		0		0
-		UNK		UNK
कश्मीर		0		0
में		UNK		UNK
सेना		0		0
में		UNK		UNK
कमी		0		0
करने		nA		nA
का		UNK		UNK
फैसला		0		0
एक		UNK		UNK
विशेष		UNK		UNK
स्थिति		0		0
के		UNK		UNK
संदर्भ		0		0
में		UNK		UNK
लिया		yA		yA
गया		yA1		yA1
था		WA		WA
।		UNK		UNK
यदि		UNK		UNK
घुसपैठ		0		0
में		UNK		UNK
इजाफा		0		0
होता		wA		wA
है		hE		hE
या		UNK		UNK
स्थिति		0		0
बिगड़ती		wA		wA
है		hE		hE
,		UNK		UNK
तो		UNK		UNK
बेशक़		UNK		UNK
इस		UNK		UNK
फैसले		0		0
की		UNK		UNK
समीक्षा		0		0
की		yA		yA
जाएगी		gA		gA
।		UNK		UNK
लिब्रहान		0		0
आयोग		0		0
के		UNK		UNK
समक्ष		UNK		0
शुक्रवार		0		0
को		UNK		UNK
भाजपा		0		0
ने		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
वह		UNK		0
अयोध्या		0		0
में		UNK		UNK
विवादित		UNK		UNK
ढाँचे		0		0
को		UNK		UNK
गिराए		yA		yA
जाने		nA		nA
के		UNK		UNK
विरोध		UNK		0
में		UNK		UNK
थी		WA		WA
।		UNK		UNK
आयोग		0		0
के		UNK		UNK
समक्ष		UNK		0
पेश		UNK		0
उत्तर		0		0
प्रदेश		0		0
के		UNK		UNK
पूर्व		UNK		UNK
मुख्यमंत्री		0		0
कल्याण		0		0
सिंह		0		0
ने		UNK		UNK
कहा		yA		yA
कि		UNK		UNK
६		0		0
दिसंबर		0		0
,		UNK		UNK
१९९२		0		0
को		UNK		UNK
अयोध्या		0		0
में		UNK		UNK
विवादित		UNK		UNK
ढाँचे		0		0
के		UNK		UNK
विध्वंस		0		0
में		UNK		UNK
उनकी		kA		kA
कोई		0		0
भूमिका		0		0
नहीं		UNK		UNK
थी		WA		WA
।		UNK		UNK
उन्होंने		ne		ne
कहा		yA		yA
कि		UNK		UNK
विध्वंस		0		0
के		UNK		UNK
समय		UNK		0
पत्रकारों		0		0
की		UNK		UNK
पिटाई		0		0
की		yA		yA
गई		yA1		yA1
थी		WA		WA
और		UNK		UNK
उन्हें		ko		ko
घटना		0		0
की		UNK		UNK
तस्वीरें		0		0
लेने		nA		nA
से		UNK		UNK
रोका		yA		yA
गया		yA1		yA1
,		UNK		UNK
लेकिन		UNK		UNK
भीड़		0		0
में		UNK		UNK
लोगों		0		0
की		UNK		UNK
पहचान		0		0
न		UNK		UNK
हो		0		0
सकने		nA		nA
की		UNK		UNK
वजह		UNK		0
से		UNK		UNK
किसी		0		0
की		UNK		UNK
गिरफ्तारी		0		UNK
नहीं		UNK		UNK
की		yA		yA
गई		yA1		yA1
।		UNK		UNK
बिहार		0		0
व		UNK		UNK
पूर्वोत्तर		0		0
के		UNK		UNK
असम		0		0
,		UNK		UNK
मेघालय		0		0
व		UNK		UNK
अरुणाचल		0		0
प्रदेश		0		0
में		UNK		UNK
कई		UNK		UNK
दिनों		0		0
बाद		UNK		UNK
भी		UNK		UNK
बाढ़		0		0
की		UNK		UNK
स्थिति		0		0
चिंताजनक		UNK		0
बनी		yA		yA
हुई		yA		yA
है		hE		hE
।		UNK		UNK
बिहार		0		0
में		UNK		UNK
बाढ़		0		0
के		UNK		UNK
कारण		UNK		UNK
मरने		nA		nA
वालों		UNK		0
की		UNK		UNK
संख्या		0		0
बढ़कर		kara		kara
१२८		UNK		UNK
हो		0		0
गई		yA1		yA1
है		hE		hE
।		UNK		UNK
राज्य		0		0
के		UNK		UNK
तीन		UNK		UNK
जिले		0		yA
दरभंगा		0		gA
,		UNK		UNK
सीतामढ़ी		0		0
व		UNK		UNK
शिवहर		0		0
का		UNK		UNK
संपर्क		0		0
अब		UNK		UNK
भी		UNK		UNK
देश		0		0
के		UNK		UNK
अन्य		UNK		UNK
भागों		0		0
से		UNK		UNK
कटा		yA		0
हुआ		yA		yA
है		hE		hE
।		UNK		UNK
दरभंगा		0		0
,		UNK		UNK
मुजफ्फरपुर		0		0
और		UNK		UNK
मधुबनी		0		0
में		UNK		UNK
नदियों		0		0
के		UNK		UNK
जल		0		0
-		UNK		UNK
स्तर		0		0
में		UNK		UNK
कमी		0		0
हो		0		0
रही		yA		yA
है		hE		hE
वहीं		UNK		UNK
खगड़िया		0		yA
और		UNK		UNK
समस्तीपुर		0		0
में		UNK		UNK
इसमें		meM		meM
कोई		0		0
सुधार		0		0
नहीं		UNK		UNK
हुआ		yA		yA
है		hE		hE
।		UNK		UNK
राष्ट्रीय		UNK		UNK
महिला		0		0
आयोग		0		0
ने		UNK		UNK
भारतीय		UNK		UNK
वायु		0		0
सेना		0		0
की		UNK		UNK
बर्खास्त		UNK		UNK
फ्लाइंग		0		0
ऑफिसर		0		0
अंजलि		0		0
गुप्ता		0		0
की		UNK		UNK
शिकायत		0		0
को		UNK		UNK
गंभीरता		0		0
से		UNK		UNK
लिया		yA		yA
है		hE		hE
।		UNK		UNK
आयोग		0		0
ने		UNK		UNK
वायु		0		UNK
सेना		0		0
से		UNK		UNK
पूछा		yA		yA
है		hE		hE
कि		UNK		UNK
क्या		UNK		UNK
सैन्य		UNK		UNK
अदालत		0		0
ने		UNK		UNK
कार्य		0		0
-		UNK		UNK
स्थल		0		0
पर		UNK		UNK
यौन		0		0
उत्पीड़न		0		0
की		UNK		UNK
जाँच		0		0
के		UNK		UNK
दौरान		UNK		UNK
सुप्रीम		0		0
कोर्ट		0		0
द्वारा		UNK		UNK
विशाखा		0		0
मामले		0		0
में		UNK		UNK
दिए		yA		yA
दिशा		0		0
निर्देशों		0		0
का		UNK		UNK
पालन		0		0
किया		yA		yA
था		WA		WA
।		UNK		UNK
आयोग		0		0
ने		UNK		UNK
यह		0		UNK
भी		UNK		UNK
पूछा		yA		yA
है		hE		hE
कि		UNK		UNK
क्या		UNK		UNK
सेना		0		0
ने		UNK		UNK
इस		UNK		UNK
तरह		0		0
की		UNK		UNK
शिकायतों		0		0
के		UNK		UNK
लिए		UNK		UNK
किसी		0		0
प्रकोष्ठ		0		0
का		UNK		UNK
