Word		Original_feature		Predicted_feature
मंदिर		sg		sg
स्थित		any		any
है		sg		sg
।		UNK		UNK
यह		sg		sg
मंदिर		sg		sg
बीबीडी		sg		sg
बाग		sg		sg
से		UNK		UNK
20		any		any
किलोमीटर		sg		sg
दूर		sg		sg
है		sg		sg
।		UNK		UNK
दक्षिणेश्वर		sg		sg
मंदिर		sg		sg
का		sg		sg
निर्माण		sg		sg
सन		sg		sg
1847		sg		sg
में		UNK		UNK
प्रारंभ		sg		any
हुआ		sg		sg
था		sg		sg
।		UNK		UNK
जान		sg		sg
बाजार		sg		sg
की		sg		sg
महारानी		sg		any
रासमणि		sg		sg
ने		UNK		UNK
स्वप्न		sg		sg
देखा		sg		sg
था		sg		sg
,		UNK		UNK
जिसके		sg		sg
अनुसार		UNK		UNK
माँ		sg		sg
काली		sg		sg
ने		UNK		UNK
उन्हें		sg		sg
निर्देश		sg		sg
दिया		sg		sg
कि		UNK		UNK
मंदिर		sg		sg
का		sg		sg
निर्माण		sg		sg
किया		sg		sg
जाए		sg		sg
।		UNK		UNK
इस		sg		sg
भव्य		any		sg
मंदिर		sg		sg
में		UNK		UNK
माँ		sg		sg
की		sg		sg
मूर्ति		sg		sg
श्रद्धापूर्वक		UNK		any
स्थापित		any		any
की		sg		sg
गई		sg		sg
।		UNK		UNK
सन		sg		sg
1855		sg		sg
में		UNK		UNK
मंदिर		sg		sg
का		sg		sg
निर्माण		sg		sg
पूरा		sg		sg
हुआ		sg		sg
।		UNK		UNK
यह		sg		sg
मंदिर		sg		sg
25		any		any
एकड़		sg		any
क्षेत्र		sg		sg
में		UNK		UNK
स्थित		any		any
है		sg		sg
।		UNK		UNK
अमेरिका		sg		sg
सद्दाम		sg		sg
हुसैन		sg		sg
की		sg		sg
न्यायिक		any		any
हिरासत		sg		sg
इराक		sg		sg
की		sg		sg
अंतरिम		any		any
सरकार		sg		sg
को		UNK		UNK
सौंपने		any		any
पर		UNK		UNK
विचार		sg		sg
कर		sg		sg
रहा		sg		sg
है		sg		sg
लेकिन		UNK		UNK
वह		sg		sg
सद्दाम		sg		sg
को		UNK		UNK
अपनी		any		any
सेना		sg		sg
के		sg		sg
कब्जे		sg		sg
में		UNK		UNK
ही		UNK		UNK
रखेगा		sg		sg
।		UNK		UNK
घाजी		sg		sg
तलाबानी		sg		any
नाम		sg		sg
के		sg		sg
अधिकारी		sg		sg
की		sg		sg
काम		sg		sg
करने		any		any
जाते		any		sg
समय		UNK		sg
हत्या		sg		sg
की		sg		sg
गई		sg		sg
।		UNK		UNK
इराक		sg		sg
स्थित		any		any
अमेरिकी		any		any
प्रशासक		sg		sg
एल.		sg		sg
पॉल		sg		sg
ब्रेमर		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
अगर		UNK		UNK
इराक		sg		sg
के		sg		sg
नए		sg		sg
प्रधानमंत्री		sg		sg
सद्दाम		sg		sg
हुसैन		sg		sg
को		UNK		UNK
अपनी		any		any
सरकार		sg		sg
की		sg		sg
हिरासत		sg		sg
में		UNK		UNK
देने		sg		any
की		sg		sg
माँग		sg		sg
करते		sg		sg
हैं		sg		pl
तो		UNK		UNK
अमेरिका		sg		sg
उनकी		sg		sg
न्यायिक		any		any
हिरासत		sg		sg
सौंपने		any		sg
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
विचार		sg		any
कर		sg		sg
सकता		sg		sg
है		sg		sg
।		UNK		UNK
पाकिस्तान		sg		sg
में		UNK		UNK
आयोजित		any		any
होने		sg		sg
वाले		sg		pl
दो		any		any
दिवसीय		any		any
सार्क		sg		sg
विदेश		sg		sg
मंत्रियों		pl		pl
के		sg		sg
सम्मेलन		sg		sg
में		UNK		UNK
हिस्सा		sg		sg
लेने		any		any
के		UNK		UNK
लिए		UNK		UNK
भारतीय		any		any
विदेश		sg		sg
मंत्री		sg		sg
के		sg		sg
नटवर		sg		sg
सिंह		sg		sg
सोमवार		sg		sg
को		UNK		UNK
एक		any		any
विशेष		any		any
विमान		sg		sg
से		UNK		UNK
इस्लामाबाद		sg		sg
के		UNK		UNK
लिए		UNK		UNK
रवाना		any		any
होंगे		sg		pl
।		UNK		UNK
संभावना		sg		sg
जताई		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
कि		UNK		UNK
वह		sg		sg
पाकिस्तान		sg		sg
में		UNK		UNK
पाँच		any		any
दिन		pl		sg
रहेंगे		sg		pl
और		UNK		UNK
इस		sg		sg
दौरान		sg		sg
वह		sg		sg
राष्ट्रपति		sg		sg
परवेज़		sg		sg
मुशर्रफ		sg		sg
से		UNK		UNK
दो		any		any
बार		pl		sg
मुलाक़ात		sg		sg
कर		sg		pl
सकते		sg		pl
हैं		sg		pl
।		UNK		UNK
पाकिस्तानी		any		any
अधिकारियों		pl		pl
के		UNK		UNK
मुताबिक		UNK		UNK
,		UNK		UNK
विदेश		sg		sg
मंत्रियों		pl		pl
के		sg		sg
सम्मेलन		sg		sg
का		sg		sg
उद्घाटन		sg		sg
पाकिस्तान		sg		sg
के		sg		sg
अंतरिम		any		any
प्रधानमंत्री		sg		sg
शुजात		sg		sg
हुसैन		sg		sg
करेंगे		sg		pl
।		UNK		UNK
अमरनाथ		sg		sg
गुफा		sg		sg
में		UNK		UNK
प्राकृतिक		any		any
रूप		sg		sg
से		UNK		UNK
बने		sg		sg
हिमलिंग		sg		sg
को		UNK		UNK
छह		any		any
महीनों		pl		pl
तक		UNK		UNK
सहेजने		any		any
के		UNK		UNK
लिए		UNK		UNK
योजना		sg		sg
तैयार		any		any
की		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
श्री		sg		sg
अमरनाथ		sg		sg
श्राईन		sg		sg
बोर्ड		sg		sg
के		sg		sg
अध्यक्ष		sg		sg
और		UNK		UNK
जम्मू		sg		sg
-		UNK		UNK
कश्मीर		sg		sg
के		sg		sg
राज्यपाल		sg		sg
एस.		sg		sg
के.		sg		sg
सिन्हा		sg		sg
ने		UNK		UNK
शुक्रवार		sg		sg
को		UNK		UNK
पत्रकारों		pl		pl
को		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
रक्षा		sg		sg
अनुसंधान		sg		sg
एवं		UNK		UNK
विकास		sg		sg
संगठन		sg		sg
(		UNK		UNK
डीआरडीओ		sg		sg
)		UNK		UNK
के		pl		sg
वैज्ञानिक		pl		any
गुफा		sg		sg
के		UNK		UNK
अंदर		sg		sg
बर्फ		sg		sg
से		UNK		UNK
बने		sg		sg
शिवलिंग		sg		sg
को		UNK		UNK
सुरक्षित		any		any
रखने		pl		any
के		pl		UNK
तरीके		pl		sg
खोज		pl		pl
रहे		pl		pl
हैं		pl		pl
और		UNK		UNK
इस		sg		sg
पर		UNK		UNK
लगभग		UNK		UNK
५०		any		any
लाख		any		any
रुपये		pl		sg
खर्च		sg		any
होने		sg		sg
का		sg		sg
अनुमान		sg		sg
है		sg		sg
।		UNK		UNK
गुजरात		sg		sg
के		sg		sg
एक		any		any
भौतिकशास्त्री		sg		sg
को		UNK		UNK
अमेरिकी		any		any
अंतरिक्ष		sg		sg
एजेंसी		sg		sg
नासा		sg		sg
की		sg		sg
उस		sg		sg
शोध		sg		sg
टीम		sg		sg
में		UNK		UNK
शामिल		any		any
किया		sg		sg
गया		sg		sg
है		sg		sg
जो		sg		pl
विभिन्न		any		any
ग्रहों		pl		pl
पर		UNK		UNK
पानी		sg		any
जैसे		pl		UNK
तत्त्वों		pl		pl
पर		UNK		UNK
सूर्य		sg		sg
की		pl		sg
किरणों		pl		pl
के		sg		sg
प्रभाव		sg		sg
का		sg		sg
अध्ययन		sg		sg
करेगी		sg		sg
।		UNK		UNK
नासा		sg		sg
की		sg		sg
शोध		sg		sg
टीम		sg		sg
में		UNK		UNK
शामिल		any		any
होने		sg		sg
वाले		sg		sg
इस		sg		sg
गुजराती		any		any
वैज्ञानिक		sg		sg
का		sg		sg
नाम		sg		sg
कमल		sg		sg
नयन		sg		sg
जोशीपुरा		sg		sg
है		sg		sg
।		UNK		UNK
जोशीपुरा		sg		sg
सरदार		sg		sg
पटेल		sg		sg
विश्वविद्यालय		sg		sg
में		UNK		UNK
भौतिकी		sg		sg
के		sg		pl
प्रोफेसर		sg		sg
हैं		sg		pl
।		UNK		UNK
अटल		sg		sg
बिहारी		sg		sg
वाजपेयी		sg		sg
के		pl		sg
तेवर		pl		sg
देख		any		sg
कर		any		any
केवल		UNK		any
भाजपा		sg		sg
ही		UNK		UNK
नहीं		UNK		UNK
NULL		UNK		UNK
बल्कि		UNK		UNK
पूरा		sg		sg
संघ		sg		sg
परिवार		sg		sg
सकते		sg		sg
में		UNK		UNK
है		sg		sg
।		UNK		UNK
वाजपेयी		sg		sg
ने		UNK		UNK
मनाली		sg		sg
में		UNK		UNK
पलटवार		sg		sg
करते		sg		sg
हुए		sg		sg
कहा		sg		sg
है		sg		sg
कि		UNK		UNK
गुजरात		sg		sg
की		sg		sg
चर्चा		sg		sg
राष्ट्रीय		any		any
कार्यकारिणी		sg		sg
में		UNK		UNK
अवश्य		UNK		sg
होगी		sg		sg
।		UNK		UNK
वाजपेयी		sg		sg
के		sg		sg
बयान		sg		sg
के		UNK		UNK
बाद		sg		sg
पार्टी		sg		sg
मुख्यालय		sg		sg
से		UNK		UNK
भाजपा		sg		sg
के		pl		sg
सभी		UNK		UNK
नेता		pl		sg
भूमिगत		any		any
हो		pl		sg
गए		pl		pl
।		UNK		UNK
दूसरी		sg		sg
ओर		sg		sg
संघ		sg		sg
ने		UNK		UNK
दिल्ली		sg		sg
में		UNK		UNK
मौजूद		any		any
सभी		UNK		UNK
पदाधिकारियों		pl		pl
की		sg		sg
आपात		any		sg
बैठक		sg		sg
बुलाई		sg		sg
और		UNK		UNK
वाजपेयी		sg		sg
के		sg		sg
बयान		sg		sg
के		UNK		UNK
बाद		sg		sg
स्थिति		sg		sg
की		sg		sg
समीक्षा		sg		sg
की		sg		sg
।		UNK		UNK
इसमें		sg		sg
भाजपा		sg		sg
की		sg		sg
ओर		sg		sg
से		UNK		UNK
विजय		sg		sg
कुमार		sg		sg
मल्होत्रा		sg		sg
मौजूद		any		any
थे		sg		pl
।		UNK		UNK
कहते		pl		pl
हैं		pl		sg
मोहब्बत		sg		sg
और		UNK		UNK
जंग		sg		sg
में		UNK		UNK
सब		UNK		UNK
कुछ		any		UNK
जायज		any		any
है		sg		sg
।		UNK		UNK
और		UNK		UNK
मामला		sg		sg
जब		UNK		UNK
देश		sg		sg
के		sg		sg
सबसे		UNK		UNK
बड़े		sg		pl
औद्योगिक		any		any
साम्राज्य		sg		sg
का		sg		sg
हो		any		sg
तो		UNK		UNK
यह		sg		sg
देखना		any		any
दिलचस्प		any		sg
है		sg		sg
कि		UNK		UNK
आखिर		UNK		any
सुलह		sg		sg
के		UNK		UNK
बाद		sg		sg
दोनों		pl		pl
अंबानी		sg		any
भाईयों		pl		pl
के		sg		sg
हिस्से		sg		sg
में		UNK		UNK
क्या		UNK		sg
आया		sg		sg
।		UNK		UNK
बेशक़		UNK		sg
,		UNK		UNK
माँ		sg		sg
कोकिलाबेन		sg		sg
के		UNK		UNK
लिए		UNK		UNK
मुकेश		sg		sg
और		UNK		UNK
अनिल		sg		any
बराबर		any		any
हैं		pl		pl
।		UNK		UNK
लेकिन		UNK		UNK
,		UNK		UNK
कम		UNK		UNK
से		UNK		UNK
कम		UNK		UNK
एक		any		any
मामले		sg		sg
में		UNK		UNK
अनिल		sg		sg
मुकेश		sg		sg
को		UNK		UNK
झुकाने		any		any
में		UNK		UNK
क़ामयाब		any		sg
रहे		sg		pl
हैं		sg		pl
।		UNK		UNK
यह		sg		sg
वही		sg		sg
आनंद		sg		sg
जैन		sg		pl
हैं		sg		pl
,		UNK		UNK
जिनकी		sg		sg
मौजदूगी		sg		sg
अनिल		sg		sg
को		UNK		UNK
बराबर		UNK		any
खटकती		sg		sg
रही		sg		sg
और		UNK		UNK
इसे		sg		sg
सार्वजनिक		any		any
करने		any		any
से		UNK		UNK
भी		UNK		UNK
उन्होंने		sg		sg
गुरेज़		sg		sg
नहीं		UNK		UNK
किया		sg		sg
।		UNK		UNK
इराक		sg		sg
के		sg		UNK
फलुजा		sg		UNK
स्थित		any		any
संदिग्ध		any		any
आतंकी		any		any
ठिकाने		sg		sg
पर		UNK		UNK
शनिवार		sg		sg
रात		sg		sg
हुए		sg		sg
अमेरिकी		any		any
हवाई		any		any
हमले		sg		sg
में		UNK		UNK
११		any		any
लोग		pl		pl
मारे		pl		pl
गए		pl		pl
।		UNK		UNK
अमेरिकी		any		any
वायु		sg		sg
-		UNK		UNK
सेना		sg		sg
ने		UNK		UNK
यह		sg		sg
हमला		sg		sg
आतंकी		any		sg
अबू		sg		sg
मुसाब		sg		sg
-		UNK		UNK
अल		sg		sg
जरकावी		sg		sg
के		sg		sg
ठिकाने		sg		sg
के		sg		sg
संदेह		sg		sg
में		UNK		UNK
किया		sg		sg
।		UNK		UNK
फलुजा		sg		sg
स्थित		any		any
एक		any		any
प्रमुख		any		any
अस्पताल		sg		sg
के		sg		sg
डॉक्टर		sg		sg
ने		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
इस		sg		sg
हमले		sg		sg
में		UNK		UNK
११		any		any
लोग		pl		sg
मारे		pl		pl
गए		pl		pl
और		UNK		UNK
सात		any		sg
घायल		any		any
हो		pl		sg
गए		pl		pl
।		UNK		UNK
मृतकों		pl		pl
में		UNK		UNK
एक		any		any
महिला		sg		sg
भी		UNK		UNK
शामिल		any		any
है		sg		sg
।		UNK		UNK
फर्जी		any		sg
पासपोर्ट		sg		sg
मामले		sg		sg
में		UNK		UNK
भोपाल		sg		sg
की		sg		sg
एक		any		any
स्थानीय		any		any
अदालत		sg		sg
ने		UNK		UNK
मोनिका		sg		sg
बेदी		sg		sg
के		UNK		UNK
खिलाफ		UNK		UNK
प्रोटेक्शन		sg		sg
वारंट		sg		sg
जारी		any		any
किया		sg		sg
है		sg		sg
।		UNK		UNK
पुलिस		sg		sg
अधीक्षक		sg		sg
ए.		sg		sg
के.		sg		sg
सिंह		sg		sg
ने		UNK		UNK
शुक्रवार		sg		sg
को		UNK		UNK
बताया		sg		sg
कि		UNK		UNK
फर्जी		any		sg
पासपोर्ट		sg		sg
मामले		sg		sg
में		UNK		UNK
अदालत		sg		sg
द्वारा		UNK		UNK
मोनिका		sg		sg
बेदी		sg		sg
को		UNK		UNK
पेश		any		any
किए		sg		sg
जाने		any		any
के		sg		sg
आदेश		sg		sg
के		UNK		UNK
बाद		sg		sg
पुलिस		sg		sg
उपाधीक्षक		sg		sg
के		sg		sg
नेतृत्व		sg		sg
में		UNK		UNK
एक		any		any
टीम		sg		sg
हैदराबाद		sg		sg
रवाना		any		any
हो		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
मुख्य		any		any
न्यायिक		any		any
दंडाधिकारी		sg		any
दिनेश		sg		sg
कुमार		sg		sg
दांगी		sg		sg
ने		UNK		UNK
२६		sg		sg
नवंबर		sg		sg
को		UNK		UNK
मोनिका		sg		sg
को		UNK		UNK
अदालत		sg		sg
में		UNK		UNK
पेश		any		any
करने		sg		any
का		sg		sg
आदेश		sg		sg
दिया		sg		sg
है		sg		sg
।		UNK		UNK
केंद्र		sg		sg
सरकार		sg		sg
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
प्लांट		sg		sg
'		UNK		UNK
लगाने		sg		sg
के		sg		sg
रास्ते		sg		sg
की		sg		sg
सारी		pl		any
बाधाओं		pl		pl
को		UNK		UNK
खत्म		any		any
करने		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
बिजली		sg		sg
की		sg		sg
अनियमित		any		any
आपूर्ति		sg		sg
से		UNK		UNK
तबाह		any		sg
हो		pl		pl
रहे		pl		pl
उद्योगों		pl		pl
को		UNK		UNK
बचाने		any		any
और		UNK		UNK
लोगों		pl		pl
को		UNK		UNK
बिजली		sg		sg
गुल		sg		sg
से		UNK		UNK
राहत		sg		sg
दिलाने		any		any
के		UNK		UNK
लिए		UNK		UNK
सरकार		sg		sg
के		UNK		UNK
पास		sg		sg
एकमात्र		UNK		any
यही		sg		sg
रास्ता		sg		sg
बचा		sg		sg
है		sg		sg
।		UNK		UNK
इसलिए		UNK		UNK
सरकार		sg		sg
अब		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
प्लांट		sg		sg
'		UNK		UNK
को		UNK		UNK
बढ़ावा		sg		sg
देने		sg		sg
जा		any		any
रही		sg		sg
है		sg		sg
।		UNK		UNK
प्रस्तावित		any		any
नई		sg		sg
ऊर्जा		sg		sg
नीति		sg		sg
में		UNK		UNK
'		UNK		UNK
कैप्टिव		sg		sg
पॉवर		sg		sg
'		UNK		UNK
के		sg		sg
उत्पादन		sg		sg
को		UNK		UNK
लाइसेंस		sg		sg
मुक्त		any		any
करने		sg		any
की		sg		sg
योजना		sg		sg
है		sg		sg
।		UNK		UNK
रक्षा		sg		sg
मंत्री		sg		sg
प्रणब		sg		sg
मुखर्जी		sg		sg
ने		UNK		UNK
मंगलवार		sg		sg
को		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
जम्मू		sg		sg
-		UNK		UNK
कश्मीर		sg		sg
में		UNK		UNK
सेना		sg		sg
में		UNK		UNK
कटौती		sg		sg
करने		sg		any
के		sg		sg
फैसले		sg		sg
की		sg		sg
समीक्षा		sg		sg
का		sg		sg
विकल्प		sg		sg
खुला		sg		sg
हुआ		sg		sg
है		sg		sg
।		UNK		UNK
मुखर्जी		sg		sg
ने		UNK		UNK
यहाँ		UNK		UNK
गणतंत्र		sg		sg
दिवस		sg		sg
शिविर		sg		sg
में		UNK		UNK
नेशनल		any		any
कैडेट		sg		sg
कोर		sg		sg
(		UNK		UNK
एनसीसी		sg		sg
)		UNK		UNK
के		sg		sg
एक		any		any
समारोह		sg		sg
के		UNK		UNK
बाद		sg		sg
पत्रकारों		pl		pl
से		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
जम्मू		sg		sg
-		UNK		UNK
कश्मीर		sg		sg
में		UNK		UNK
सेना		sg		sg
में		UNK		UNK
कमी		sg		sg
करने		sg		sg
का		sg		sg
फैसला		sg		sg
एक		any		any
विशेष		any		any
स्थिति		sg		sg
के		sg		sg
संदर्भ		sg		sg
में		UNK		UNK
लिया		sg		sg
गया		sg		sg
था		sg		sg
।		UNK		UNK
यदि		UNK		UNK
घुसपैठ		sg		sg
में		UNK		UNK
इजाफा		sg		sg
होता		sg		sg
है		sg		sg
या		UNK		UNK
स्थिति		sg		sg
बिगड़ती		sg		sg
है		sg		sg
,		UNK		UNK
तो		UNK		UNK
बेशक़		UNK		any
इस		sg		sg
फैसले		sg		sg
की		sg		sg
समीक्षा		sg		sg
की		sg		sg
जाएगी		sg		sg
।		UNK		UNK
लिब्रहान		sg		sg
आयोग		sg		sg
के		UNK		sg
समक्ष		sg		sg
शुक्रवार		sg		sg
को		UNK		UNK
भाजपा		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
वह		sg		sg
अयोध्या		sg		sg
में		UNK		UNK
विवादित		any		any
ढाँचे		sg		sg
को		UNK		UNK
गिराए		sg		sg
जाने		any		any
के		UNK		sg
विरोध		UNK		sg
में		UNK		UNK
थी		sg		sg
।		UNK		UNK
आयोग		sg		sg
के		UNK		sg
समक्ष		sg		sg
पेश		any		sg
उत्तर		sg		sg
प्रदेश		sg		sg
के		sg		sg
पूर्व		any		any
मुख्यमंत्री		sg		sg
कल्याण		sg		sg
सिंह		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
६		sg		sg
दिसंबर		sg		sg
,		UNK		UNK
१९९२		sg		sg
को		UNK		UNK
अयोध्या		sg		sg
में		UNK		UNK
विवादित		any		any
ढाँचे		sg		sg
के		sg		sg
विध्वंस		sg		sg
में		UNK		UNK
उनकी		sg		sg
कोई		sg		sg
भूमिका		sg		sg
नहीं		UNK		UNK
थी		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
विध्वंस		sg		sg
के		UNK		pl
समय		UNK		sg
पत्रकारों		pl		pl
की		sg		sg
पिटाई		sg		sg
की		sg		sg
गई		sg		sg
थी		sg		sg
और		UNK		UNK
उन्हें		pl		sg
घटना		sg		sg
की		sg		sg
तस्वीरें		pl		pl
लेने		any		any
से		UNK		UNK
रोका		sg		sg
गया		sg		sg
,		UNK		UNK
लेकिन		UNK		UNK
भीड़		sg		sg
में		UNK		UNK
लोगों		pl		pl
की		sg		sg
पहचान		sg		sg
न		UNK		UNK
हो		any		sg
सकने		any		any
की		UNK		sg
वजह		UNK		sg
से		UNK		UNK
किसी		sg		sg
की		sg		sg
गिरफ्तारी		sg		any
नहीं		UNK		UNK
की		sg		sg
गई		sg		sg
।		UNK		UNK
बिहार		sg		sg
व		UNK		UNK
पूर्वोत्तर		sg		sg
के		sg		sg
असम		sg		sg
,		UNK		UNK
मेघालय		sg		sg
व		UNK		UNK
अरुणाचल		sg		sg
प्रदेश		sg		sg
में		UNK		UNK
कई		UNK		UNK
दिनों		pl		pl
बाद		sg		sg
भी		UNK		UNK
बाढ़		sg		sg
की		sg		sg
स्थिति		sg		sg
चिंताजनक		any		sg
बनी		sg		sg
हुई		sg		sg
है		sg		sg
।		UNK		UNK
बिहार		sg		sg
में		UNK		UNK
बाढ़		sg		sg
के		UNK		sg
कारण		UNK		UNK
मरने		sg		any
वालों		pl		pl
की		sg		sg
संख्या		sg		sg
बढ़कर		any		any
१२८		any		any
हो		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
राज्य		sg		sg
के		pl		sg
तीन		any		any
जिले		pl		sg
दरभंगा		sg		sg
,		UNK		UNK
सीतामढ़ी		sg		sg
व		UNK		UNK
शिवहर		sg		sg
का		sg		sg
संपर्क		sg		sg
अब		UNK		UNK
भी		UNK		UNK
देश		sg		sg
के		pl		pl
अन्य		any		any
भागों		pl		pl
से		UNK		UNK
कटा		sg		sg
हुआ		sg		sg
है		sg		sg
।		UNK		UNK
दरभंगा		sg		sg
,		UNK		UNK
मुजफ्फरपुर		sg		sg
और		UNK		UNK
मधुबनी		sg		sg
में		UNK		UNK
नदियों		pl		pl
के		sg		sg
जल		sg		sg
-		UNK		UNK
स्तर		sg		sg
में		UNK		UNK
कमी		sg		sg
हो		sg		sg
रही		sg		sg
है		sg		sg
वहीं		UNK		UNK
खगड़िया		sg		sg
और		UNK		UNK
समस्तीपुर		sg		sg
में		UNK		UNK
इसमें		sg		sg
कोई		sg		sg
सुधार		sg		sg
नहीं		UNK		UNK
हुआ		sg		sg
है		sg		sg
।		UNK		UNK
राष्ट्रीय		any		any
महिला		sg		sg
आयोग		sg		sg
ने		UNK		UNK
भारतीय		any		any
वायु		sg		sg
सेना		sg		sg
की		sg		sg
बर्खास्त		any		any
फ्लाइंग		sg		sg
ऑफिसर		sg		sg
अंजलि		sg		sg
गुप्ता		sg		sg
की		sg		sg
शिकायत		sg		sg
को		UNK		UNK
गंभीरता		sg		sg
से		UNK		UNK
लिया		sg		sg
है		sg		sg
।		UNK		UNK
आयोग		sg		sg
ने		UNK		UNK
वायु		sg		sg
सेना		sg		sg
से		UNK		UNK
पूछा		sg		sg
है		sg		sg
कि		UNK		UNK
क्या		UNK		UNK
सैन्य		any		any
अदालत		sg		sg
ने		UNK		UNK
कार्य		sg		sg
-		UNK		UNK
स्थल		sg		sg
पर		UNK		UNK
यौन		sg		sg
उत्पीड़न		sg		sg
की		sg		sg
जाँच		sg		sg
के		UNK		UNK
दौरान		sg		sg
सुप्रीम		sg		sg
कोर्ट		sg		sg
द्वारा		UNK		UNK
विशाखा		sg		sg
मामले		sg		sg
में		UNK		UNK
दिए		pl		pl
दिशा		sg		sg
निर्देशों		pl		pl
का		sg		sg
पालन		sg		sg
किया		sg		sg
