Word		Original_feature		Predicted_feature
अधिकारी		o		o
की		d		d
काम		d		d
करने		o		o
जाते		o		UNK
समय		o		d
हत्या		d		d
की		UNK		UNK
गई		UNK		UNK
।		UNK		UNK
इराक		d		d
स्थित		o		o
अमेरिकी		o		o
प्रशासक		o		d
एल.		d		d
पॉल		d		d
ब्रेमर		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
अगर		UNK		UNK
इराक		o		o
के		d		o
नए		o		UNK
प्रधानमंत्री		d		d
सद्दाम		d		d
हुसैन		o		o
को		UNK		UNK
अपनी		o		o
सरकार		o		o
की		o		o
हिरासत		o		o
में		UNK		UNK
देने		o		o
की		d		d
माँग		d		d
करते		UNK		UNK
हैं		UNK		UNK
तो		UNK		UNK
अमेरिका		d		d
उनकी		o		o
न्यायिक		d		o
हिरासत		d		d
सौंपने		o		o
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
विचार		d		UNK
कर		UNK		UNK
सकता		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पाकिस्तान		o		o
में		UNK		UNK
आयोजित		UNK		UNK
होने		o		o
वाले		o		o
दो		any		any
दिवसीय		o		o
सार्क		d		d
विदेश		d		d
मंत्रियों		o		o
के		o		o
सम्मेलन		o		o
में		UNK		UNK
हिस्सा		d		d
लेने		o		o
के		UNK		UNK
लिए		UNK		UNK
भारतीय		d		o
विदेश		d		d
मंत्री		d		o
के		d		o
नटवर		d		d
सिंह		d		d
सोमवार		o		o
को		UNK		UNK
एक		any		any
विशेष		o		d
विमान		o		o
से		UNK		UNK
इस्लामाबाद		o		o
के		UNK		UNK
लिए		UNK		UNK
रवाना		UNK		UNK
होंगे		UNK		UNK
।		UNK		UNK
संभावना		d		d
जताई		UNK		UNK
जा		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
वह		d		d
पाकिस्तान		o		o
में		UNK		UNK
पाँच		any		any
दिन		d		d
रहेंगे		UNK		UNK
और		UNK		UNK
इस		o		o
दौरान		d		d
वह		d		d
राष्ट्रपति		d		d
परवेज़		d		d
मुशर्रफ		o		o
से		UNK		UNK
दो		any		any
बार		d		d
मुलाक़ात		d		UNK
कर		UNK		UNK
सकते		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
पाकिस्तानी		o		o
अधिकारियों		o		o
के		UNK		UNK
मुताबिक		UNK		UNK
,		UNK		UNK
विदेश		d		d
मंत्रियों		o		o
के		o		o
सम्मेलन		o		o
का		d		d
उद्घाटन		d		d
पाकिस्तान		o		o
के		d		o
अंतरिम		d		o
प्रधानमंत्री		d		d
शुजात		d		d
हुसैन		d		d
करेंगे		UNK		UNK
।		UNK		UNK
अमरनाथ		d		d
गुफा		o		o
में		UNK		UNK
प्राकृतिक		o		o
रूप		o		o
से		UNK		UNK
बने		UNK		UNK
हिमलिंग		o		o
को		UNK		UNK
छह		any		any
महीनों		o		o
तक		UNK		UNK
सहेजने		o		o
के		UNK		UNK
लिए		UNK		UNK
योजना		d		d
तैयार		UNK		UNK
की		UNK		UNK
जा		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
।		UNK		UNK
श्री		d		d
अमरनाथ		d		d
श्राईन		d		d
बोर्ड		o		o
के		o		o
अध्यक्ष		o		o
और		UNK		UNK
जम्मू		d		d
-		UNK		UNK
कश्मीर		o		o
के		o		o
राज्यपाल		o		d
एस.		d		d
के.		d		d
सिन्हा		o		o
ने		UNK		UNK
शुक्रवार		o		o
को		UNK		UNK
पत्रकारों		o		o
को		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
रक्षा		d		d
अनुसंधान		d		d
एवं		UNK		UNK
विकास		d		d
संगठन		o		o
(		UNK		UNK
डीआरडीओ		o		o
)		UNK		UNK
के		d		o
वैज्ञानिक		d		o
गुफा		o		o
के		UNK		o
अंदर		d		d
बर्फ		o		o
से		UNK		UNK
बने		UNK		o
शिवलिंग		o		o
को		UNK		UNK
सुरक्षित		UNK		o
रखने		o		o
के		d		UNK
तरीके		d		d
खोज		UNK		d
रहे		UNK		UNK
हैं		UNK		UNK
और		UNK		UNK
इस		o		o
पर		UNK		UNK
लगभग		UNK		UNK
५०		any		any
लाख		any		any
रुपये		d		d
खर्च		d		UNK
होने		o		o
का		d		d
अनुमान		d		d
है		UNK		UNK
।		UNK		UNK
गुजरात		o		o
के		o		o
एक		any		any
भौतिकशास्त्री		o		o
को		UNK		UNK
अमेरिकी		o		o
अंतरिक्ष		d		d
एजेंसी		o		d
नासा		o		o
की		o		o
उस		o		o
शोध		d		d
टीम		o		o
में		UNK		UNK
शामिल		UNK		UNK
किया		UNK		UNK
गया		UNK		UNK
है		UNK		UNK
जो		d		d
विभिन्न		o		o
ग्रहों		o		o
पर		UNK		UNK
पानी		o		o
जैसे		o		UNK
तत्त्वों		o		o
पर		UNK		UNK
सूर्य		o		o
की		o		o
किरणों		o		o
के		o		o
प्रभाव		o		o
का		d		d
अध्ययन		d		d
करेगी		UNK		UNK
।		UNK		UNK
नासा		o		o
की		o		o
शोध		d		d
टीम		o		o
में		UNK		UNK
शामिल		UNK		UNK
होने		o		o
वाले		o		o
इस		o		o
गुजराती		o		d
वैज्ञानिक		o		o
का		d		d
नाम		d		d
कमल		d		d
नयन		d		d
जोशीपुरा		d		d
है		UNK		UNK
।		UNK		UNK
जोशीपुरा		d		d
सरदार		d		d
पटेल		d		d
विश्वविद्यालय		o		o
में		UNK		UNK
भौतिकी		o		o
के		d		d
प्रोफेसर		d		d
हैं		UNK		UNK
।		UNK		UNK
अटल		d		d
बिहारी		d		d
वाजपेयी		o		o
के		d		o
तेवर		d		d
देख		UNK		d
कर		UNK		UNK
केवल		UNK		UNK
भाजपा		d		d
ही		UNK		UNK
नहीं		UNK		UNK
NULL		UNK		UNK
बल्कि		UNK		UNK
पूरा		d		d
संघ		d		d
परिवार		d		d
सकते		o		UNK
में		UNK		UNK
है		UNK		UNK
।		UNK		UNK
वाजपेयी		o		o
ने		UNK		UNK
मनाली		o		o
में		UNK		UNK
पलटवार		d		d
करते		UNK		UNK
हुए		UNK		UNK
कहा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
गुजरात		o		o
की		d		d
चर्चा		d		d
राष्ट्रीय		o		o
कार्यकारिणी		o		o
में		UNK		UNK
अवश्य		UNK		d
होगी		UNK		UNK
।		UNK		UNK
वाजपेयी		o		o
के		o		o
बयान		o		o
के		UNK		UNK
बाद		d		d
पार्टी		d		d
मुख्यालय		o		o
से		UNK		UNK
भाजपा		o		o
के		d		o
सभी		UNK		UNK
नेता		d		d
भूमिगत		UNK		UNK
हो		UNK		UNK
गए		UNK		UNK
।		UNK		UNK
दूसरी		d		o
ओर		d		d
संघ		o		o
ने		UNK		UNK
दिल्ली		o		o
में		UNK		UNK
मौजूद		o		UNK
सभी		UNK		UNK
पदाधिकारियों		o		o
की		d		d
आपात		d		d
बैठक		d		d
बुलाई		UNK		UNK
और		UNK		UNK
वाजपेयी		o		o
के		o		o
बयान		o		o
के		UNK		UNK
बाद		d		d
स्थिति		o		o
की		d		d
समीक्षा		d		d
की		UNK		UNK
।		UNK		UNK
इसमें		o		o
भाजपा		o		o
की		o		o
ओर		o		o
से		UNK		UNK
विजय		d		d
कुमार		d		d
मल्होत्रा		d		d
मौजूद		UNK		UNK
थे		UNK		UNK
।		UNK		UNK
कहते		UNK		UNK
हैं		UNK		UNK
मोहब्बत		o		d
और		UNK		UNK
जंग		o		o
में		UNK		UNK
सब		UNK		d
कुछ		d		UNK
जायज		UNK		UNK
है		UNK		UNK
।		UNK		UNK
और		UNK		UNK
मामला		d		d
जब		d		d
देश		o		o
के		o		o
सबसे		UNK		UNK
बड़े		o		d
औद्योगिक		o		o
साम्राज्य		o		o
का		d		d
हो		UNK		UNK
तो		UNK		UNK
यह		d		d
देखना		d		d
दिलचस्प		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
आखिर		UNK		d
सुलह		o		o
के		UNK		UNK
बाद		d		d
दोनों		o		any
अंबानी		d		o
भाईयों		o		o
के		o		o
हिस्से		o		o
में		UNK		UNK
क्या		UNK		UNK
आया		UNK		UNK
।		UNK		UNK
बेशक़		UNK		o
,		UNK		UNK
माँ		o		d
कोकिलाबेन		o		o
के		UNK		UNK
लिए		UNK		UNK
मुकेश		d		d
और		UNK		UNK
अनिल		d		UNK
बराबर		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
लेकिन		UNK		UNK
,		UNK		UNK
कम		UNK		UNK
से		UNK		UNK
कम		UNK		UNK
एक		any		any
मामले		o		o
में		UNK		UNK
अनिल		d		d
मुकेश		o		o
को		UNK		UNK
झुकाने		o		o
में		UNK		UNK
क़ामयाब		UNK		UNK
रहे		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
यह		d		d
वही		d		d
आनंद		d		d
जैन		d		UNK
हैं		UNK		UNK
,		UNK		UNK
जिनकी		o		o
मौजदूगी		d		d
अनिल		o		o
को		UNK		UNK
बराबर		UNK		UNK
खटकती		UNK		UNK
रही		UNK		UNK
और		UNK		UNK
इसे		o		o
सार्वजनिक		UNK		o
करने		o		o
से		UNK		UNK
भी		UNK		UNK
उन्होंने		o		o
गुरेज़		d		UNK
नहीं		UNK		UNK
किया		UNK		UNK
।		UNK		UNK
इराक		o		o
के		o		o
फलुजा		d		UNK
स्थित		o		o
संदिग्ध		o		d
आतंकी		o		d
ठिकाने		o		o
पर		UNK		UNK
शनिवार		d		d
रात		d		UNK
हुए		UNK		UNK
अमेरिकी		o		o
हवाई		o		o
हमले		o		o
में		UNK		UNK
११		any		any
लोग		d		d
मारे		UNK		UNK
गए		UNK		UNK
।		UNK		UNK
अमेरिकी		o		o
वायु		d		d
-		UNK		UNK
सेना		o		o
ने		UNK		UNK
यह		d		d
हमला		d		d
आतंकी		o		d
अबू		d		d
मुसाब		d		d
-		UNK		UNK
अल		d		d
जरकावी		o		o
के		o		o
ठिकाने		o		o
के		o		o
संदेह		o		o
में		UNK		UNK
किया		UNK		UNK
।		UNK		UNK
फलुजा		d		d
स्थित		o		o
एक		any		any
प्रमुख		o		o
अस्पताल		o		o
के		o		o
डॉक्टर		o		o
ने		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
इस		o		o
हमले		o		o
में		UNK		UNK
११		any		any
लोग		d		d
मारे		UNK		UNK
गए		UNK		UNK
और		UNK		UNK
सात		any		d
घायल		UNK		UNK
हो		UNK		UNK
गए		UNK		UNK
।		UNK		UNK
मृतकों		o		o
में		UNK		UNK
एक		any		any
महिला		d		d
भी		UNK		UNK
शामिल		UNK		UNK
है		UNK		UNK
।		UNK		UNK
फर्जी		o		d
पासपोर्ट		d		d
मामले		o		o
में		UNK		UNK
भोपाल		o		o
की		o		o
एक		any		any
स्थानीय		o		o
अदालत		o		o
ने		UNK		UNK
मोनिका		d		d
बेदी		o		o
के		UNK		UNK
खिलाफ		UNK		UNK
प्रोटेक्शन		d		d
वारंट		d		d
जारी		UNK		UNK
किया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पुलिस		d		d
अधीक्षक		d		d
ए.		d		d
के.		d		d
सिंह		o		o
ने		UNK		UNK
शुक्रवार		o		o
को		UNK		UNK
बताया		UNK		UNK
कि		UNK		UNK
फर्जी		o		d
पासपोर्ट		d		d
मामले		o		o
में		UNK		UNK
अदालत		o		o
द्वारा		UNK		UNK
मोनिका		d		d
बेदी		o		o
को		UNK		UNK
पेश		UNK		UNK
किए		UNK		UNK
जाने		o		o
के		o		o
आदेश		o		o
के		UNK		UNK
बाद		d		d
पुलिस		d		d
उपाधीक्षक		o		o
के		o		o
नेतृत्व		o		o
में		UNK		UNK
एक		any		any
टीम		d		d
हैदराबाद		d		d
रवाना		UNK		UNK
हो		UNK		UNK
गई		UNK		UNK
है		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
मुख्य		UNK		o
न्यायिक		o		o
दंडाधिकारी		d		d
दिनेश		d		d
कुमार		d		d
दांगी		o		o
ने		UNK		UNK
२६		d		d
नवंबर		o		o
को		UNK		UNK
मोनिका		o		o
को		UNK		UNK
अदालत		o		o
में		UNK		UNK
पेश		UNK		UNK
करने		o		o
का		d		d
आदेश		d		d
दिया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
केंद्र		d		d
सरकार		d		d
अब		d		d
'		UNK		UNK
कैप्टिव		d		d
पॉवर		d		d
प्लांट		d		d
'		UNK		UNK
लगाने		o		o
के		o		o
रास्ते		o		o
की		d		o
सारी		o		o
बाधाओं		o		o
को		UNK		UNK
खत्म		UNK		UNK
करने		UNK		UNK
जा		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
।		UNK		UNK
बिजली		o		o
की		d		o
अनियमित		o		o
आपूर्ति		o		o
से		UNK		UNK
तबाह		UNK		d
हो		UNK		UNK
रहे		UNK		UNK
उद्योगों		o		o
को		UNK		UNK
बचाने		o		o
और		UNK		UNK
लोगों		o		o
को		UNK		UNK
बिजली		d		d
गुल		o		o
से		UNK		UNK
राहत		d		d
दिलाने		o		o
के		UNK		UNK
लिए		UNK		UNK
सरकार		o		o
के		UNK		UNK
पास		d		d
एकमात्र		UNK		UNK
यही		d		d
रास्ता		d		d
बचा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
इसलिए		UNK		UNK
सरकार		d		d
अब		d		d
'		UNK		UNK
कैप्टिव		d		d
पॉवर		d		d
प्लांट		o		o
'		UNK		UNK
को		UNK		UNK
बढ़ावा		d		d
देने		UNK		UNK
जा		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
।		UNK		UNK
प्रस्तावित		o		o
नई		o		d
ऊर्जा		d		d
नीति		o		o
में		UNK		UNK
'		UNK		UNK
कैप्टिव		d		d
पॉवर		o		d
'		UNK		UNK
के		o		o
उत्पादन		o		o
को		UNK		UNK
लाइसेंस		d		d
मुक्त		UNK		UNK
करने		o		o
की		d		d
योजना		d		d
है		UNK		UNK
।		UNK		UNK
रक्षा		d		d
मंत्री		d		d
प्रणब		d		d
मुखर्जी		o		o
ने		UNK		UNK
मंगलवार		o		o
को		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
जम्मू		d		d
-		UNK		UNK
कश्मीर		o		o
में		UNK		UNK
सेना		o		o
में		UNK		UNK
कटौती		d		UNK
करने		o		o
के		o		o
फैसले		o		o
की		o		o
समीक्षा		o		o
का		d		d
विकल्प		d		d
खुला		UNK		UNK
हुआ		UNK		UNK
है		UNK		UNK
।		UNK		UNK
मुखर्जी		o		o
ने		UNK		UNK
यहाँ		d		d
गणतंत्र		d		d
दिवस		d		o
शिविर		o		o
में		UNK		UNK
नेशनल		o		d
कैडेट		d		d
कोर		o		o
(		UNK		UNK
एनसीसी		o		o
)		UNK		UNK
के		o		o
एक		any		any
समारोह		o		o
के		UNK		UNK
बाद		d		d
पत्रकारों		o		o
से		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
जम्मू		d		d
-		UNK		UNK
कश्मीर		o		o
में		UNK		UNK
सेना		o		o
में		UNK		UNK
कमी		d		d
करने		o		o
का		d		d
फैसला		d		d
एक		any		any
विशेष		o		o
स्थिति		o		o
के		o		o
संदर्भ		o		o
में		UNK		UNK
लिया		UNK		UNK
गया		UNK		UNK
था		UNK		UNK
।		UNK		UNK
यदि		UNK		UNK
घुसपैठ		o		o
में		UNK		UNK
इजाफा		d		d
होता		UNK		UNK
है		UNK		UNK
या		UNK		UNK
स्थिति		d		d
बिगड़ती		UNK		UNK
है		UNK		UNK
,		UNK		UNK
तो		UNK		UNK
बेशक़		UNK		UNK
इस		o		o
फैसले		o		o
की		d		d
समीक्षा		d		d
की		UNK		UNK
जाएगी		UNK		UNK
।		UNK		UNK
लिब्रहान		d		d
आयोग		o		o
के		UNK		o
समक्ष		d		d
शुक्रवार		o		o
को		UNK		UNK
भाजपा		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
वह		d		d
अयोध्या		o		o
में		UNK		UNK
विवादित		o		o
ढाँचे		o		o
को		UNK		UNK
गिराए		UNK		UNK
जाने		o		o
के		o		o
विरोध		o		o
में		UNK		UNK
थी		UNK		UNK
।		UNK		UNK
आयोग		o		o
के		UNK		o
समक्ष		d		d
पेश		o		d
उत्तर		d		d
प्रदेश		o		o
के		o		o
पूर्व		o		o
मुख्यमंत्री		o		d
कल्याण		d		d
सिंह		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
६		d		d
दिसंबर		d		o
,		UNK		UNK
१९९२		o		o
को		UNK		UNK
अयोध्या		o		o
में		UNK		UNK
विवादित		o		o
ढाँचे		o		o
के		o		o
विध्वंस		o		o
में		UNK		UNK
उनकी		o		o
कोई		d		d
भूमिका		d		d
नहीं		UNK		UNK
थी		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
विध्वंस		o		o
के		o		o
समय		o		d
पत्रकारों		o		o
की		d		d
पिटाई		d		d
की		UNK		UNK
गई		UNK		UNK
थी		UNK		UNK
और		UNK		UNK
उन्हें		o		o
घटना		o		o
की		d		d
तस्वीरें		d		o
लेने		o		o
से		UNK		UNK
रोका		UNK		UNK
गया		UNK		UNK
,		UNK		UNK
लेकिन		UNK		UNK
भीड़		o		o
में		UNK		UNK
लोगों		o		o
की		d		d
पहचान		d		d
न		UNK		UNK
हो		UNK		UNK
सकने		o		o
की		o		o
वजह		o		o
से		UNK		UNK
किसी		o		o
की		d		d
गिरफ्तारी		d		d
नहीं		UNK		UNK
की		UNK		UNK
गई		UNK		UNK
।		UNK		UNK
बिहार		o		d
व		UNK		UNK
पूर्वोत्तर		o		o
के		o		o
असम		o		o
,		UNK		UNK
मेघालय		o		o
व		UNK		UNK
अरुणाचल		d		d
प्रदेश		o		o
में		UNK		UNK
कई		UNK		UNK
दिनों		d		d
बाद		d		d
भी		UNK		UNK
बाढ़		o		o
की		d		d
स्थिति		d		d
चिंताजनक		UNK		d
बनी		UNK		UNK
हुई		UNK		UNK
है		UNK		UNK
।		UNK		UNK
बिहार		o		o
में		UNK		UNK
बाढ़		o		o
के		o		o
कारण		o		o
मरने		o		o
वालों		o		o
की		d		d
संख्या		d		d
बढ़कर		UNK		UNK
१२८		any		any
हो		UNK		UNK
गई		UNK		UNK
है		UNK		UNK
।		UNK		UNK
राज्य		o		o
के		d		o
तीन		any		any
जिले		o		UNK
दरभंगा		o		UNK
,		UNK		UNK
सीतामढ़ी		o		d
व		UNK		UNK
शिवहर		o		o
का		d		d
संपर्क		d		d
अब		UNK		d
भी		UNK		UNK
देश		o		o
के		o		o
अन्य		o		o
भागों		o		o
से		UNK		UNK
कटा		UNK		UNK
हुआ		UNK		UNK
है		UNK		UNK
।		UNK		UNK
दरभंगा		o		d
,		UNK		UNK
मुजफ्फरपुर		o		o
और		UNK		UNK
मधुबनी		o		o
में		UNK		UNK
नदियों		o		o
के		o		o
जल		d		d
-		UNK		UNK
स्तर		o		o
में		UNK		UNK
कमी		d		UNK
हो		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
वहीं		UNK		UNK
खगड़िया		o		UNK
और		UNK		UNK
समस्तीपुर		o		o
में		UNK		UNK
इसमें		o		o
कोई		d		d
सुधार		d		d
नहीं		UNK		UNK
हुआ		UNK		UNK
है		UNK		UNK
।		UNK		UNK
राष्ट्रीय		d		o
महिला		d		d
आयोग		o		o
ने		UNK		UNK
भारतीय		d		o
वायु		d		d
सेना		o		o
की		o		d
बर्खास्त		o		o
फ्लाइंग		d		d
ऑफिसर		o		d
अंजलि		d		d
गुप्ता		o		o
की		o		o
शिकायत		o		o
को		UNK		UNK
गंभीरता		o		o
से		UNK		UNK
लिया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
आयोग		o		o
ने		UNK		UNK
वायु		d		d
सेना		o		o
से		UNK		UNK
पूछा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
क्या		UNK		d
सैन्य		o		d
अदालत		o		o
ने		UNK		UNK
कार्य		d		d
-		UNK		UNK
स्थल		o		o
पर		UNK		UNK
यौन		d		d
उत्पीड़न		o		o
की		o		o
जाँच		o		o
के		UNK		UNK
दौरान		d		d
सुप्रीम		d		d
कोर्ट		o		d
द्वारा		UNK		UNK
विशाखा		d		d
मामले		o		o
में		UNK		UNK
दिए		UNK		UNK
दिशा		d		d
निर्देशों		o		o
का		d		d
पालन		d		d
किया		UNK		UNK
था		UNK		UNK
।		UNK		UNK
आयोग		o		o
ने		UNK		UNK
यह		d		d
भी		UNK		UNK
पूछा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
क्या		UNK		d
सेना		o		o
ने		UNK		UNK
इस		o		o
तरह		o		o
की		d		o
शिकायतों		o		o
के		UNK		UNK
लिए		UNK		UNK
किसी		o		o
प्रकोष्ठ		o		o
का		d		d
गठन		d		d
किया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पार्टी		o		o
का		d		d
कहना		d		d
है		UNK		UNK
कि		UNK		UNK
देश		d		d
जब		d		d
जनसंख्या		o		o
पर		UNK		UNK
काबू		d		UNK
पाने		o		o
की		o		o
कोशिशों		o		o
के		UNK		UNK
साथ		d		d
उन्नति		o		o
की		d		d
तरफ		d		d
बढ़		UNK		UNK
रहा		UNK		UNK
है		UNK		UNK
,		UNK		UNK
तब		d		UNK
आरएसएस		d		d
जनसंख्या		d		d
बढ़ाने		o		o
की		d		d
नसीहत		d		d
देकर		UNK		UNK
गरीबी		o		o
की		d		d
तरफ		d		d
खींच		UNK		UNK
रहा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
लोगों		o		o
के		UNK		UNK
लिए		UNK		UNK
विकास		o		o
का		d		d
मसला		d		d
अधिक		UNK		UNK
जरूरी		UNK		UNK
है		UNK		UNK
।		UNK		UNK
सिंघवी		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
संघ		o		o
की		d		o
सामाजिक		d		o
व		UNK		UNK
सांस्कृतिक		d		o
