Word		Original_feature		Predicted_feature
ملازم		sg		sg
جو		sg		sg
24		any		any
سالہ		any		any
خاتون		sg		sg
فروین		sg		sg
صنم		sg		sg
متعلم		any		any
ایم		sg		sg
کام		sg		sg
سے		UNK		UNK
عشق		sg		sg
کرتا		sg		sg
تھا		sg		sg
۔		UNK		UNK
دونوں		pl		pl
کے		pl		sg
ارکان		pl		pl
خاندان		sg		sg
ان		pl		pl
کی		sg		sg
اس		sg		sg
سال		sg		sg
فبروری		sg		sg
مےں		UNK		UNK
منگنی		sg		any
کرنے		any		any
کے		UNK		UNK
بعد		sg		sg
شادی		sg		sg
سے		UNK		UNK
اتفاق		sg		sg
کیا		sg		sg
تھا		sg		sg
اور		UNK		UNK
21		sg		sg
مئی		sg		sg
کو		UNK		UNK
شادی		sg		sg
مقرر		any		any
تھی		sg		sg
۔		UNK		UNK
تاہم		UNK		UNK
بھارت		sg		sg
کرشنا		sg		sg
کو		UNK		UNK
اپنی		sg		any
منگیتر		sg		sg
کے		sg		sg
چال		sg		sg
و		UNK		UNK
چلن		sg		sg
پر		UNK		UNK
شبہ		sg		sg
ہوا		sg		sg
اور		UNK		UNK
الزام		sg		sg
عائد		any		any
کیا		sg		sg
کہ		UNK		UNK
وہ		sg		sg
کسی		sg		sg
اور		any		UNK
شخص		sg		sg
کے		UNK		UNK
ساتھ		sg		sg
تعلقات		pl		pl
رکھتی		sg		sg
ہے		sg		sg
۔		UNK		UNK
آج		sg		sg
شام		sg		sg
وہ		sg		sg
اپنی		sg		any
منگیتر		sg		sg
کے		sg		sg
گھر		sg		sg
گیا		sg		sg
اور		UNK		UNK
بحث		sg		sg
کرتے		any		pl
ہوئے		any		pl
اس		sg		sg
شخص		sg		sg
کا		sg		sg
نام		sg		sg
ظاہر		any		any
کرنے		any		any
کا		sg		sg
مطالبہ		sg		sg
کیا		sg		sg
اور		UNK		UNK
کہا		sg		sg
کہ		UNK		UNK
اس		sg		sg
کے		UNK		UNK
ساتھ		sg		sg
ابھی		UNK		UNK
چل		any		any
کر		any		any
شادی		sg		sg
کر		any		any
لے		any		any
لیکن		UNK		UNK
خاتون		sg		sg
نے		UNK		UNK
انکار		sg		sg
کیا		sg		sg
اور		UNK		UNK
چیخ		sg		sg
و		UNK		UNK
پکار		sg		sg
سن		any		sg
کر		any		any
لڑکی		sg		sg
کے		sg		sg
والدین		pl		pl
اور		UNK		UNK
دیگر		any		any
ارکان		pl		pl
پہنچ		any		any
گئے		pl		pl
NULL		UNK		UNK
جس		sg		sg
پر		UNK		UNK
برہم		any		any
بھارت		sg		sg
نے		UNK		UNK
لڑکی		sg		sg
اور		UNK		UNK
اس		sg		sg
کے		sg		sg
والدین		pl		pl
پر		UNK		UNK
چاقو		sg		sg
سے		UNK		UNK
حملہ		sg		sg
کیا		sg		sg
۔		UNK		UNK
لڑکی		sg		sg
کے		sg		sg
گردن		sg		sg
اور		UNK		UNK
ہاتھ		sg		sg
پر		UNK		UNK
شدید		any		any
زخم		sg		sg
آئے		pl		any
۔		UNK		UNK
والدین		sg		sg
معمولی		any		any
زخمی		sg		sg
ہوئے		pl		pl
ہےں		pl		pl
۔		UNK		UNK
آندھراپردیش		sg		sg
ہائیکورٹ		sg		sg
نے		UNK		UNK
قبرستان		sg		sg
چوکھنڈی		sg		sg
،		UNK		UNK
شیخ		sg		sg
پیٹ		sg		sg
کی		sg		sg
موجودہ		any		any
حالت		sg		sg
کے		UNK		UNK
تعلق		UNK		sg
سے		UNK		UNK
اےک		any		any
رپورٹ		sg		sg
پیش		sg		any
کرنے		any		any
کی		sg		sg
سکریٹری		sg		sg
محکمہ		sg		sg
اقلیتی		sg		sg
بہبود		sg		sg
،		UNK		UNK
اسپیشل		sg		sg
آفیسر		sg		sg
مجلس		sg		sg
بلدیہ		sg		sg
عظیم_تر		sg		sg
حیدرآباد		sg		sg
،		UNK		UNK
چیف		sg		sg
ایگزیکیٹیو		sg		sg
آفیسر		sg		sg
اے		sg		sg
پی		sg		sg
اسٹیٹ		sg		sg
وقف		sg		sg
بورڈ		sg		sg
اور		UNK		UNK
کمشنر		sg		sg
پولیس		sg		sg
حیدرآباد		sg		sg
کو		UNK		UNK
ہدایت		sg		sg
دی		sg		sg
ہے		sg		sg
NULL		UNK		UNK
اس		sg		sg
کے		UNK		UNK
علاوہ		UNK		UNK
انہیں		sg		sg
یہ		sg		sg
بھی		UNK		UNK
ہدایت		sg		sg
دی		sg		sg
گئی		sg		sg
ہے		sg		sg
کہ		UNK		UNK
وہ		sg		sg
قبرستان		sg		sg
چوکھنڈی		sg		sg
مےں		UNK		UNK
جوں		UNK		UNK
کا		UNK		sg
توں		UNK		UNK
موقف		sg		sg
برقرار		any		any
رکھنے		any		any
کے		UNK		UNK
تعلق		UNK		sg
سے		UNK		UNK
عدالت		sg		sg
کے		sg		sg
احکام		sg		pl
کی		sg		sg
پابندی		sg		sg
کو		UNK		UNK
یقینی		any		any
بنائیں		pl		pl
۔		UNK		UNK
چیف		sg		sg
جسٹس		sg		sg
مسٹر		UNK		UNK
جسٹس		sg		sg
نثار		sg		sg
احمد		sg		sg
کاکرو		sg		sg
اور		UNK		UNK
جسٹس		sg		sg
وی		sg		sg
وی		sg		sg
افضل		sg		sg
پورکر		sg		sg
پر		UNK		UNK
مشتمل		any		any
بنچ		sg		sg
نے		UNK		UNK
یہ		sg		sg
ہدایت		sg		sg
جاری		any		any
کی		sg		sg
۔		UNK		UNK
تفصیلات		pl		pl
کے		UNK		UNK
بموجب		UNK		UNK
درخواست_گذار		sg		sg
و		UNK		UNK
صدر		sg		sg
وقف		sg		sg
پراپرٹیز		sg		sg
پروٹیکشن		sg		sg
سوسائیٹی		sg		sg
جناب		UNK		UNK
عثمان		sg		sg
بن		sg		sg
محمد		sg		sg
الہاجری		sg		sg
نے		UNK		UNK
قبرستان		sg		sg
چوکھنڈی		sg		sg
شیخ_پیٹ		sg		sg
کی		sg		sg
بانڈری		sg		sg
و		UNK		UNK
قبور		pl		sg
کو		UNK		UNK
مسمار		any		any
کرتے		any		sg
ہوئے		any		pl
سڑک		sg		sg
کی		sg		sg
تعمیر		sg		sg
کے		UNK		UNK
خلاف		any		any
عدالت		sg		sg
کا		sg		sg
دروازہ		sg		sg
کھٹکھٹایا		sg		sg
تھا		sg		sg
NULL		UNK		UNK
جس		sg		sg
پر		UNK		UNK
عدالت		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		UNK
یہاں		sg		UNK
جوں		UNK		sg
کا		UNK		sg
توں		UNK		UNK
موقف		sg		sg
برقرار		any		any
رکھنے		any		any
کی		sg		sg
ہدایت		sg		sg
جاری		any		any
کی		sg		sg
گئی		sg		sg
تھی		sg		sg
۔		UNK		UNK
عدالت		sg		sg
کی		sg		sg
ہدایت		sg		sg
کے		UNK		UNK
باوجود		UNK		UNK
یہاں		sg		UNK
بلدیہ		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		UNK
سوچے		sg		sg
سمجھے		sg		pl
منصوبہ		sg		sg
کے		UNK		UNK
تحت		UNK		UNK
مذکورہ		any		any
سڑک		sg		sg
کی		sg		sg
تعمیر		sg		sg
کا		sg		sg
کام		sg		sg
جاری		any		any
رکھا		sg		sg
گیا		sg		sg
تھا		sg		sg
۔		UNK		UNK
رات		sg		sg
مےں		UNK		UNK
بھی		UNK		UNK
تعمیری		any		any
کام		sg		sg
جاری		any		any
رکھا		sg		sg
گیا		sg		sg
اور		UNK		UNK
راستہ		sg		sg
کو		UNK		UNK
عوام		sg		pl
کے		UNK		UNK
لئے		UNK		UNK
کھولنے		any		any
کی		sg		sg
کوشش		sg		sg
کی		sg		sg
گئی		sg		sg
تھی		sg		sg
۔		UNK		UNK
اس		sg		sg
پر		UNK		UNK
عثمان		sg		sg
بن		sg		sg
محمد		sg		sg
الہاجری		sg		sg
نے		UNK		UNK
اےک		any		any
درخواست		sg		sg
ہائیکورٹ		sg		sg
مےں		UNK		UNK
داخل		sg		sg
کرتے		any		sg
ہوئے		any		pl
استدعا		sg		sg
کی		sg		sg
تھی		sg		sg
کہ		UNK		UNK
مذکورہ		any		any
قبرستان		sg		sg
کی		sg		sg
حصاربندی		sg		sg
کرتے		any		pl
ہوئے		any		sg
اس		sg		sg
کے		sg		sg
تقدس		sg		sg
کا		sg		sg
تحفظ		sg		sg
کیا		sg		sg
جائے		sg		any
۔		UNK		UNK
عثمان		sg		sg
الہاجری		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		UNK
سید		sg		sg
کریم		sg		sg
الدین		sg		sg
شکیل		sg		sg
ایڈوکیٹ		sg		sg
نے		UNK		UNK
عدالت		sg		sg
کو		UNK		UNK
تفصیلات		pl		pl
سے		UNK		UNK
آگاہ		any		any
کیا		sg		sg
NULL		UNK		UNK
جس		sg		sg
پر		UNK		UNK
عدالت		sg		sg
نے		UNK		UNK
سخت		any		any
نوٹ		sg		sg
لیتے		any		sg
ہوئے		any		sg
گریٹر		sg		sg
حیدرآباد		sg		sg
میونسپل		sg		sg
کارپوریشن		sg		sg
،		UNK		UNK
میناریٹی		sg		sg
ویلفیر		sg		sg
ڈپاٹمنٹ		sg		sg
،		UNK		UNK
وقف		sg		sg
بورڈ		sg		sg
اور		UNK		UNK
کمشنر		sg		sg
پولیس		sg		sg
کو		UNK		UNK
حکم		sg		sg
دیا		sg		sg
کہ		UNK		UNK
وہ		sg		sg
عدالتی		any		any
احکام		pl		pl
کے		UNK		UNK
تحت		UNK		sg
جوں		UNK		UNK
کا		UNK		sg
توں		UNK		UNK
موقف		sg		sg
برقرار		any		any
رکھے		any		pl
جانے		any		any
کو		UNK		UNK
یقینی		any		any
بنائیں		pl		pl
اور		UNK		UNK
آئندہ		any		any
تاریخ		sg		sg
سماعت		sg		sg
تک		UNK		UNK
عدالت		sg		sg
مےں		UNK		UNK
مقام		sg		sg
مذکور		sg		any
کا		sg		sg
معائنہ		sg		sg
کرتے		any		sg
ہوئے		any		pl
تفصیلی		any		any
رپورٹ		sg		sg
پیش		sg		any
کریں		pl		pl
۔		UNK		UNK
ڈی		sg		sg
سی		sg		sg
پی		any		sg
ساؤتھ		sg		sg
زون		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		UNK
مسٹر		UNK		UNK
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
نے		UNK		UNK
آج		sg		sg
شام		sg		sg
اپنے		sg		any
عہدے		sg		pl
کا		sg		sg
جائزہ		sg		sg
حاصل		sg		sg
کر		any		any
لیا		sg		sg
۔		UNK		UNK
ڈی		sg		sg
سی		sg		sg
پی		sg		sg
ساؤتھ		sg		sg
زون		sg		sg
مدھو		sg		sg
سدھن		sg		sg
ریڈی		sg		sg
کی		sg		sg
ترقی		sg		sg
کے		UNK		UNK
بعد		sg		sg
وہ		sg		sg
انچارج		sg		sg
ڈی		sg		sg
سی		sg		sg
پی		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		UNK
خدمات		pl		pl
انجام		sg		sg
دے		any		any
رہے		sg		pl
تھے		sg		pl
۔		UNK		UNK
مسٹر		UNK		UNK
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
نے		UNK		UNK
آج		sg		sg
ان		sg		pl
سے		UNK		UNK
اپنے		sg		any
عہدے		sg		pl
کا		sg		sg
جائزہ		sg		sg
حاصل		sg		sg
کر		any		any
لیا		sg		sg
۔		UNK		UNK
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
وئیزاک		sg		sg
رورل		sg		sg
کے		sg		sg
ایس		sg		sg
پی		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		UNK
خدمات		pl		pl
انجام		sg		sg
دے		any		any
رہے		sg		pl
تھے		sg		pl
۔		UNK		UNK
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
بولرس		pl		sg
نے		UNK		UNK
آج		sg		sg
بہترین		any		any
مظاہرہ		sg		sg
کرتے		any		sg
ہوئے		any		pl
دکن		sg		sg
چارجرس		sg		sg
کے		UNK		UNK
خلاف		any		UNK
19		any		any
رنز		sg		sg
سے		UNK		UNK
کامیابی		sg		sg
یقینی		any		any
بنائی		sg		sg
۔		UNK		UNK
سوہال		sg		sg
نے		UNK		UNK
24		any		any
گیندوں		pl		pl
مےں		UNK		UNK
جاریہ		any		any
سیزن		sg		sg
کی		sg		sg
تیزترین		UNK		any
نصف		any		any
سنچری		sg		sg
بنائی		sg		sg
لیکن		UNK		UNK
ان		sg		pl
کے		sg		sg
آوٹ		sg		sg
ہونے		any		any
کے		UNK		UNK
بعد		sg		sg
میچ		sg		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
حق		sg		sg
مےں		UNK		UNK
چلا		sg		sg
گیا		sg		sg
۔		UNK		UNK
مقررہ		any		any
20		any		any
اوورس		pl		sg
مےں		UNK		UNK
165		any		any
رنز		sg		sg
بنانے		any		any
کے		UNK		UNK
بعد		sg		sg
ٹیم		sg		sg
نے		UNK		UNK
حریف		any		any
دکن		sg		sg
چارجرس		sg		sg
کو		UNK		UNK
146		any		any
/		UNK		sg
8		any		sg
پر		UNK		UNK
محدود		any		any
کر		any		any
دیا		sg		sg
۔		UNK		UNK
سریش		sg		sg
رائنا		sg		sg
نے		UNK		UNK
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		UNK		UNK
لئے		UNK		UNK
59		any		any
رنز		sg		sg
بنائے		sg		any
جبکہ		UNK		UNK
البی		sg		sg
مرکل		sg		sg
نے		UNK		UNK
3		any		any
وکٹس		sg		sg
حاصل		sg		sg
کئے		sg		pl
۔		UNK		UNK
کامیابی		sg		sg
کے		UNK		UNK
لئے		UNK		UNK
166		any		any
رنز		sg		sg
کا		sg		sg
تعاقب		sg		sg
کرتے		any		sg
ہوئے		any		pl
دفاعی		any		any
چمپئین		sg		sg
دکن		sg		sg
چارجرس		sg		sg
نے		UNK		UNK
اچھی		any		any
شروعات		sg		pl
کی		sg		sg
لیکن		UNK		UNK
بعد		sg		sg
مےں		UNK		UNK
بیٹسمین		sg		sg
ناکام		any		any
ہو		any		any
۔		UNK		UNK
اےک		any		any
مرحلہ		sg		sg
پر		UNK		UNK
دکن		sg		sg
چارجرس		sg		sg
کا		sg		sg
اسکور		sg		sg
6.4		any		any
اوورس		sg		sg
مےں		UNK		UNK
بنا		UNK		any
کسی		sg		sg
نقصان		sg		sg
سے		UNK		UNK
71		any		any
رنز		sg		sg
ہو		any		any
گیا		sg		sg
تھا		sg		sg
۔		UNK		UNK
سوہال		sg		sg
نے		UNK		UNK
24		any		any
گیندوں		pl		pl
مےں		UNK		UNK
جاریہ		any		any
سیزن		sg		sg
کی		sg		sg
تیزترین		UNK		any
نصف		any		any
سنچری		sg		sg
بنائی		sg		sg
لیکن		UNK		UNK
ان		sg		pl
کے		sg		sg
آوٹ		sg		sg
ہونے		any		any
کے		UNK		UNK
بعد		sg		sg
میچ		sg		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
حق		sg		sg
مےں		UNK		UNK
چلا		sg		sg
گیا		sg		sg
۔		UNK		UNK
قبل_ازیں		UNK		sg
سریش		sg		sg
رائنا		sg		sg
کی		sg		sg
نصف		any		any
سنچری		sg		sg
اور		UNK		UNK
مرکل		sg		sg
کی		sg		sg
بہترین		any		any
بالنگ		sg		sg
نے		UNK		UNK
ٹیم		sg		sg
کی		sg		sg
کامیابی		sg		sg
کو		UNK		UNK
یقینی		any		any
بنایا		sg		sg
۔		UNK		UNK
سریش		sg		sg
رائنا		sg		sg
نے		UNK		UNK
فارم		sg		sg
مےں		UNK		UNK
واپس		any		any
ہوتے		any		pl
ہوئے		any		pl
6		any		any
چوکوں		pl		pl
اور		UNK		UNK
2		any		any
چھکوں		pl		pl
کی		sg		sg
مدد		sg		sg
سے		UNK		UNK
35		any		any
گیندوں		pl		pl
مےں		UNK		UNK
59		any		any
رنز		sg		sg
بنائے		pl		any
جبکہ		UNK		UNK
مرکل		sg		sg
نے		UNK		UNK
3		any		any
وکٹس		sg		sg
حاصل		sg		sg
کئے		sg		pl
۔		UNK		UNK
اس		sg		sg
کے		UNK		UNK
علاوہ		UNK		UNK
انہوں		sg		sg
نے		UNK		UNK
چھ		any		any
گیندوں		pl		pl
مےں		UNK		UNK
تین		any		any
چھکوں		pl		pl
کی		sg		sg
مدد		sg		sg
سے		UNK		UNK
19		any		any
رنز		sg		sg
بنائے		sg		any
۔		UNK		UNK
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
نے		UNK		UNK
آخری		any		any
پانچ		any		any
اوورس		sg		sg
مےں		UNK		UNK
69		any		any
رنز		sg		sg
بناتے		any		pl
ہوئے		any		pl
اسکور		sg		sg
کو		UNK		UNK
165		any		any
تک		UNK		UNK
پہنچا		sg		sg
دیا		sg		sg
۔		UNK		UNK
کپتان		sg		sg
مہیندر		sg		sg
سنگھ		sg		sg
دھونی		sg		sg
نے		UNK		UNK
21		any		any
رنز		sg		sg
بنائے		sg		any
۔		UNK		UNK
کرشنا		sg		sg
چلڈرنس		sg		sg
ہاسپٹل		sg		sg
لکڑی		sg		sg
کا		sg		sg
پل		sg		sg
پر		UNK		UNK
عالمی		any		any
یوم		sg		sg
دمہ		sg		sg
کے		sg		sg
موقع		sg		sg
پر		UNK		UNK
3		sg		sg
مئی		sg		sg
کو		UNK		UNK
صبح		sg		sg
8		any		any
بجے		sg		sg
بچوں		pl		pl
کے		UNK		UNK
لئے		UNK		UNK
مفت		any		any
دمہ		sg		sg
چیک		sg		sg
اپ		sg		sg
کیمپ		sg		sg
منعقد		any		any
کیا		sg		sg
جائےگا		sg		sg
۔		UNK		UNK
رجسٹریشن		sg		sg
کے		UNK		UNK
لئے		UNK		UNK
040		any		any
-		UNK		UNK
66838383		any		any
پر		UNK		UNK
کال		sg		sg
کریں		pl		pl
۔		UNK		UNK
برقی		any		sg
شاک		sg		sg
کی		sg		sg
زد		sg		sg
مےں		UNK		UNK
آ		any		any
کر		any		any
اےک		any		any
11		any		any
سالہ		any		any
لڑکی		sg		sg
سجانا		sg		sg
ہلاک		any		any
ہو		any		any
گئی		sg		sg
NULL		UNK		UNK
واقعہ		sg		sg
نریڈ		sg		sg
میٹ		sg		sg
پولیس		sg		sg
اسٹیشن		sg		sg
حدود		sg		pl
مےں		UNK		UNK
کل		sg		sg
شام		sg		sg
پیش		sg		any
آیا		sg		sg
۔		UNK		UNK
نریڈمیڈ		sg		sg
کے		sg		sg
ساکن		any		any
وینکٹیش		sg		sg
کی		sg		sg
لڑکی		sg		sg
سجاتا		sg		sg
6		any		any
ویں		UNK		sg
جماعت		sg		sg
مےں		UNK		UNK
تعلیم		sg		sg
حاصل		sg		sg
کر		any		any
رہی		sg		sg
تھی		sg		sg
جو		sg		sg
کل		sg		sg
شام		sg		sg
اپنے		sg		any
مکان		sg		sg
مےں		UNK		UNK
کام		sg		sg
کاج		sg		sg
کے		UNK		UNK
دوران		sg		sg
برقی		any		sg
شاک		sg		sg
کی		sg		sg
زد		sg		sg
مےں		UNK		UNK
آ		any		any
گئی		sg		sg
۔		UNK		UNK
لڑکی		sg		sg
کو		UNK		UNK
فوری		any		any
طور		sg		sg
پر		UNK		UNK
قریبی		any		any
ہاسپٹل		sg		sg
سے		UNK		UNK
رجوع		sg		sg
کیا		sg		sg
گیا		sg		sg
جہاں		UNK		UNK
دوران		sg		sg
علاج		sg		sg
وہ		sg		sg
فوت		sg		sg
ہو		any		any
گئی		sg		sg
۔		UNK		UNK
پولیس		sg		sg
نریڈ		sg		sg
میٹ		sg		sg
نے		UNK		UNK
مقدمہ		sg		sg
درج		any		any
کر		any		any
لیا		sg		sg
ہے		sg		sg
اور		UNK		UNK
تحقیقات		pl		pl
جاری		any		any
ہےں		pl		pl
۔		UNK		UNK
سکریٹری		sg		sg
پردیش		sg		sg
کانگریس		sg		sg
کمیٹی		sg		sg
مسٹر		UNK		UNK
سید		sg		sg
یوسف		sg		sg
ہاشمی		sg		sg
نے		UNK		UNK
صدرنشین		sg		sg
ریاستی		any		any
حج		sg		sg
کمیٹی		sg		sg
سے		UNK		UNK
ملاقات		sg		sg
کرتے		sg		sg
ہوئے		sg		pl
حج		sg		sg
جیسے		UNK		UNK
مقدس		any		any
فریضہ		sg		sg
مےں		UNK		UNK
مسلک		sg		sg
کی		sg		sg
بنیاد		sg		sg
پر		UNK		UNK
کوٹہ		sg		sg
مختص		any		any
کرنے		any		any
کی		sg		sg
تجویز		sg		sg
پر		UNK		UNK
سخت		any		any
اعتراض		sg		sg
کیا		sg		sg
اور		UNK		UNK
مسلمانوں		pl		pl
کو		UNK		UNK
تقسیم		sg		sg
کرنے		any		any
والا		sg		sg
کوئی		sg		sg
بھی		UNK		UNK
اقدام		pl		sg
نہ		UNK		UNK
کرنے		any		any
کا		sg		sg
مطالبہ		sg		sg
کیا		sg		sg
۔		UNK		UNK
سکریٹری		sg		sg
پردیش		sg		sg
کانگریس		sg		sg
کمیٹی		sg		sg
نے		UNK		UNK
آج		sg		sg
حج_ہاؤس		sg		sg
پہنچ		any		any
کر		any		any
صدر		sg		sg
ریاستی		any		sg
حج		sg		sg
کمیٹی		sg		sg
مسٹر		UNK		UNK
خلیل		sg		sg
الدین		sg		sg
احمد		sg		sg
سے		UNK		UNK
ملاقات		sg		sg
کی		sg		sg
اور		UNK		UNK
حالیہ		sg		any
