Word		Original_feature		Predicted_feature
منگنی		0		UNK
کرنے		nA		nA
کے		UNK		UNK
بعد		UNK		UNK
شادی		0		0
سے		UNK		UNK
اتفاق		0		0
کیا		yA		yA
تھا		WA		WA
اور		UNK		UNK
21		0		0
مئی		0		0
کو		UNK		UNK
شادی		0		0
مقرر		UNK		UNK
تھی		WA		WA
۔		UNK		UNK
تاہم		UNK		UNK
بھارت		0		0
کرشنا		0		0
کو		UNK		UNK
اپنی		0		0
منگیتر		0		0
کے		UNK		UNK
چال		0		0
و		UNK		UNK
چلن		0		0
پر		UNK		UNK
شبہ		0		0
ہوا		yA		yA
اور		UNK		UNK
الزام		0		0
عائد		UNK		UNK
کیا		yA		yA
کہ		UNK		UNK
وہ		0		0
کسی		0		0
اور		UNK		UNK
شخص		0		0
کے		UNK		UNK
ساتھ		UNK		UNK
تعلقات		0		0
رکھتی		wA		wA
ہے		hE		hE
۔		UNK		UNK
آج		0		0
شام		0		0
وہ		0		0
اپنی		0		0
منگیتر		0		0
کے		UNK		UNK
گھر		0		0
گیا		yA1		yA1
اور		UNK		UNK
بحث		0		0
کرتے		wA		wA
ہوئے		yA		yA
اس		UNK		UNK
شخص		0		0
کا		UNK		UNK
نام		0		0
ظاہر		UNK		UNK
کرنے		nA		nA
کا		UNK		UNK
مطالبہ		0		0
کیا		yA		yA
اور		UNK		UNK
کہا		yA		yA
کہ		UNK		UNK
اس		0		0
کے		UNK		UNK
ساتھ		UNK		UNK
ابھی		UNK		UNK
چل		0		0
کر		0		0
شادی		0		0
کر		0		0
لے		0		0
لیکن		UNK		UNK
خاتون		0		0
نے		UNK		UNK
انکار		0		0
کیا		yA		yA
اور		UNK		UNK
چیخ		0		0
و		UNK		UNK
پکار		0		0
سن		0		0
کر		0		0
لڑکی		0		0
کے		UNK		UNK
والدین		0		0
اور		UNK		UNK
دیگر		UNK		UNK
ارکان		0		0
پہنچ		0		0
گئے		yA1		yA1
NULL		UNK		UNK
جس		0		0
پر		UNK		UNK
برہم		UNK		UNK
بھارت		0		0
نے		UNK		UNK
لڑکی		0		0
اور		UNK		UNK
اس		0		0
کے		UNK		UNK
والدین		0		0
پر		UNK		UNK
چاقو		0		0
سے		UNK		UNK
حملہ		0		0
کیا		yA		yA
۔		UNK		UNK
لڑکی		0		0
کے		UNK		UNK
گردن		0		0
اور		UNK		UNK
ہاتھ		0		0
پر		UNK		UNK
شدید		UNK		UNK
زخم		0		0
آئے		yA		eM
۔		UNK		UNK
والدین		0		0
معمولی		UNK		UNK
زخمی		0		0
ہوئے		yA		yA
ہےں		hE		hE
۔		UNK		UNK
آندھراپردیش		0		0
ہائیکورٹ		0		0
نے		UNK		UNK
قبرستان		0		0
چوکھنڈی		0		0
،		UNK		UNK
شیخ		0		0
پیٹ		0		0
کی		UNK		UNK
موجودہ		UNK		UNK
حالت		0		0
کے		UNK		UNK
تعلق		UNK		UNK
سے		UNK		UNK
اےک		UNK		UNK
رپورٹ		0		0
پیش		UNK		UNK
کرنے		nA		nA
کی		UNK		UNK
سکریٹری		0		0
محکمہ		0		0
اقلیتی		0		0
بہبود		0		0
،		UNK		UNK
اسپیشل		0		0
آفیسر		0		0
مجلس		0		0
بلدیہ		0		0
عظیم_تر		0		0
حیدرآباد		0		0
،		UNK		UNK
چیف		0		0
ایگزیکیٹیو		0		0
آفیسر		0		0
اے		0		0
پی		0		0
اسٹیٹ		0		0
وقف		0		0
بورڈ		0		0
اور		UNK		UNK
کمشنر		0		0
پولیس		0		0
حیدرآباد		0		0
کو		UNK		UNK
ہدایت		0		0
دی		yA		yA
ہے		hE		hE
NULL		UNK		UNK
اس		0		0
کے		UNK		UNK
علاوہ		UNK		UNK
انہیں		0		ko
یہ		0		0
بھی		UNK		UNK
ہدایت		0		0
دی		yA		yA
گئی		yA1		yA1
ہے		hE		hE
کہ		UNK		UNK
وہ		0		0
قبرستان		0		0
چوکھنڈی		0		0
مےں		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		0		0
برقرار		UNK		UNK
رکھنے		nA		nA
کے		UNK		UNK
تعلق		UNK		UNK
سے		UNK		UNK
عدالت		0		0
کے		UNK		UNK
احکام		0		0
کی		UNK		UNK
پابندی		0		0
کو		UNK		UNK
یقینی		UNK		UNK
بنائیں		eM		eM
۔		UNK		UNK
چیف		0		0
جسٹس		0		0
مسٹر		UNK		UNK
جسٹس		0		0
نثار		0		0
احمد		0		0
کاکرو		0		0
اور		UNK		UNK
جسٹس		0		0
وی		0		0
وی		0		0
افضل		0		0
پورکر		0		0
پر		UNK		UNK
مشتمل		UNK		UNK
بنچ		0		0
نے		UNK		UNK
یہ		UNK		UNK
ہدایت		0		0
جاری		UNK		UNK
کی		yA		yA
۔		UNK		UNK
تفصیلات		0		0
کے		UNK		UNK
بموجب		UNK		UNK
درخواست_گذار		0		0
و		UNK		UNK
صدر		0		0
وقف		0		0
پراپرٹیز		0		0
پروٹیکشن		0		0
سوسائیٹی		0		0
جناب		UNK		UNK
عثمان		0		0
بن		0		0
محمد		0		0
الہاجری		0		0
نے		UNK		UNK
قبرستان		0		0
چوکھنڈی		0		0
شیخ_پیٹ		0		0
کی		UNK		UNK
بانڈری		0		0
و		UNK		UNK
قبور		0		0
کو		UNK		UNK
مسمار		UNK		UNK
کرتے		wA		wA
ہوئے		yA		yA
سڑک		0		0
کی		UNK		UNK
تعمیر		0		0
کے		UNK		UNK
خلاف		UNK		UNK
عدالت		0		0
کا		UNK		UNK
دروازہ		0		0
کھٹکھٹایا		yA		yA
تھا		WA		WA
NULL		UNK		UNK
جس		0		0
پر		UNK		UNK
عدالت		0		0
کی		UNK		UNK
جانب		UNK		UNK
سے		UNK		UNK
یہاں		0		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		0		0
برقرار		UNK		UNK
رکھنے		nA		nA
کی		UNK		UNK
ہدایت		0		0
جاری		UNK		UNK
کی		yA		yA
گئی		yA1		yA1
تھی		WA		WA
۔		UNK		UNK
عدالت		0		0
کی		UNK		UNK
ہدایت		0		0
کے		UNK		UNK
باوجود		UNK		UNK
یہاں		0		UNK
بلدیہ		0		0
کی		UNK		UNK
جانب		UNK		UNK
سے		UNK		UNK
سوچے		yA		UNK
سمجھے		yA		0
منصوبہ		0		0
کے		UNK		UNK
تحت		UNK		UNK
مذکورہ		UNK		UNK
سڑک		0		0
کی		UNK		UNK
تعمیر		0		0
کا		UNK		UNK
کام		0		0
جاری		UNK		UNK
رکھا		yA		yA
گیا		yA1		yA1
تھا		WA		WA
۔		UNK		UNK
رات		0		0
مےں		UNK		UNK
بھی		UNK		UNK
تعمیری		UNK		UNK
کام		0		0
جاری		UNK		UNK
رکھا		yA		yA
گیا		yA1		yA1
اور		UNK		UNK
راستہ		0		0
کو		UNK		UNK
عوام		0		0
کے		UNK		UNK
لئے		UNK		UNK
کھولنے		nA		nA
کی		UNK		UNK
کوشش		0		0
کی		yA		yA
گئی		yA1		yA1
تھی		wA		WA
۔		UNK		UNK
اس		0		0
پر		UNK		UNK
عثمان		0		0
بن		0		0
محمد		0		0
الہاجری		0		0
نے		UNK		UNK
اےک		UNK		UNK
درخواست		0		0
ہائیکورٹ		0		0
مےں		UNK		UNK
داخل		0		0
کرتے		wA		wA
ہوئے		yA		yA
استدعا		0		0
کی		yA		yA
تھی		WA		WA
کہ		UNK		UNK
مذکورہ		UNK		UNK
قبرستان		0		0
کی		UNK		UNK
حصاربندی		0		0
کرتے		wA		wA
ہوئے		yA		yA
اس		0		0
کے		UNK		UNK
تقدس		0		0
کا		UNK		UNK
تحفظ		0		0
کیا		yA		yA
جائے		yA		eM
۔		UNK		UNK
عثمان		0		0
الہاجری		0		0
کی		UNK		UNK
جانب		UNK		UNK
سے		UNK		UNK
سید		0		0
کریم		0		0
الدین		0		0
شکیل		0		0
ایڈوکیٹ		0		0
نے		UNK		UNK
عدالت		0		0
کو		UNK		UNK
تفصیلات		0		0
سے		UNK		UNK
آگاہ		UNK		UNK
کیا		yA		yA
NULL		UNK		UNK
جس		0		0
پر		UNK		UNK
عدالت		0		0
نے		UNK		UNK
سخت		UNK		UNK
نوٹ		0		0
لیتے		wA		wA
ہوئے		yA		yA
گریٹر		0		0
حیدرآباد		0		0
میونسپل		0		0
کارپوریشن		0		0
،		UNK		UNK
میناریٹی		0		0
ویلفیر		0		0
ڈپاٹمنٹ		0		0
،		UNK		UNK
وقف		0		0
بورڈ		0		0
اور		UNK		UNK
کمشنر		0		0
پولیس		0		0
کو		UNK		UNK
حکم		0		0
دیا		yA		yA
کہ		UNK		UNK
وہ		0		0
عدالتی		UNK		UNK
احکام		0		0
کے		UNK		UNK
تحت		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		0		0
برقرار		UNK		UNK
رکھے		yA		yA
جانے		nA		nA
کو		UNK		UNK
یقینی		UNK		UNK
بنائیں		eM		eM
اور		UNK		UNK
آئندہ		UNK		UNK
تاریخ		0		0
سماعت		0		0
تک		UNK		UNK
عدالت		0		0
مےں		UNK		UNK
مقام		0		0
مذکور		UNK		UNK
کا		UNK		UNK
معائنہ		0		0
کرتے		wA		wA
ہوئے		yA		yA
تفصیلی		UNK		UNK
رپورٹ		0		0
پیش		UNK		UNK
کریں		eM		eM
۔		UNK		UNK
ڈی		UNK		0
سی		UNK		0
پی		0		0
ساؤتھ		0		0
زون		0		0
کی		UNK		UNK
حیثیت		UNK		UNK
سے		UNK		UNK
مسٹر		UNK		UNK
ونیت		0		0
برج		0		0
لال		0		0
نے		UNK		UNK
آج		0		0
شام		0		0
اپنے		0		0
عہدے		0		0
کا		UNK		UNK
جائزہ		0		0
حاصل		0		0
کر		0		0
لیا		yA		yA
۔		UNK		UNK
ڈی		0		0
سی		0		0
پی		0		0
ساؤتھ		0		0
زون		0		0
مدھو		0		0
سدھن		0		0
ریڈی		0		0
کی		UNK		UNK
ترقی		0		0
کے		UNK		UNK
بعد		UNK		UNK
وہ		0		0
انچارج		0		0
ڈی		0		0
سی		0		0
پی		0		0
کی		UNK		UNK
حیثیت		UNK		UNK
سے		UNK		UNK
خدمات		0		0
انجام		0		0
دے		0		0
رہے		yA		yA
تھے		wA		WA
۔		UNK		UNK
مسٹر		UNK		UNK
ونیت		0		0
برج		0		0
لال		0		0
نے		UNK		UNK
آج		0		0
ان		0		0
سے		UNK		UNK
اپنے		0		0
عہدے		0		0
کا		UNK		UNK
جائزہ		0		0
حاصل		0		0
کر		0		0
لیا		yA		yA
۔		UNK		UNK
ونیت		0		0
برج		0		UNK
لال		0		0
وئیزاک		0		0
رورل		0		0
کے		ka		0
ایس		0		0
پی		0		0
کی		UNK		UNK
حیثیت		UNK		UNK
سے		UNK		UNK
خدمات		0		0
انجام		0		0
دے		0		0
رہے		yA		yA
تھے		WA		WA
۔		UNK		UNK
چینائی		0		0
سوپر		0		0
کنگس		0		0
کے		UNK		UNK
بولرس		0		0
نے		UNK		UNK
آج		0		0
بہترین		UNK		UNK
مظاہرہ		0		0
کرتے		wA		wA
ہوئے		yA		yA
دکن		0		0
چارجرس		0		0
کے		UNK		UNK
خلاف		UNK		UNK
19		UNK		UNK
رنز		0		0
سے		UNK		UNK
کامیابی		0		0
یقینی		UNK		UNK
بنائی		yA		yA
۔		UNK		UNK
سوہال		0		0
نے		UNK		UNK
24		UNK		UNK
گیندوں		0		0
مےں		UNK		UNK
جاریہ		UNK		UNK
سیزن		0		0
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		0		0
بنائی		yA		yA
لیکن		UNK		UNK
ان		0		0
کے		UNK		UNK
آوٹ		0		0
ہونے		nA		nA
کے		UNK		UNK
بعد		UNK		UNK
میچ		0		0
چینائی		0		0
سوپر		0		0
کنگس		0		0
کے		UNK		UNK
حق		0		0
مےں		UNK		UNK
چلا		0		yA
گیا		yA1		yA1
۔		UNK		UNK
مقررہ		UNK		UNK
20		UNK		UNK
اوورس		0		0
مےں		UNK		UNK
165		UNK		UNK
رنز		0		0
بنانے		nA		nA
کے		UNK		UNK
بعد		UNK		UNK
ٹیم		0		0
نے		UNK		UNK
حریف		UNK		UNK
دکن		0		0
چارجرس		0		0
کو		UNK		UNK
146		UNK		UNK
/		UNK		UNK
8		UNK		0
پر		UNK		UNK
محدود		UNK		UNK
کر		0		0
دیا		yA		yA
۔		UNK		UNK
سریش		0		0
رائنا		0		0
نے		UNK		UNK
چینائی		0		0
سوپر		0		0
کنگس		0		0
کے		UNK		UNK
لئے		UNK		UNK
59		UNK		UNK
رنز		0		0
بنائے		yA		yA
جبکہ		UNK		UNK
البی		0		0
مرکل		0		0
نے		UNK		UNK
3		UNK		UNK
وکٹس		0		0
حاصل		0		0
کئے		yA		yA
۔		UNK		UNK
کامیابی		0		0
کے		UNK		UNK
لئے		UNK		UNK
166		UNK		UNK
رنز		0		0
کا		UNK		UNK
تعاقب		0		0
کرتے		wA		wA
ہوئے		yA		yA
دفاعی		UNK		UNK
چمپئین		0		0
دکن		0		0
چارجرس		0		0
نے		UNK		UNK
اچھی		UNK		UNK
شروعات		0		0
کی		yA		yA
لیکن		UNK		UNK
بعد		UNK		UNK
مےں		UNK		UNK
بیٹسمین		0		UNK
ناکام		UNK		UNK
ہو		0		0
۔		UNK		UNK
اےک		UNK		UNK
مرحلہ		0		0
پر		UNK		UNK
دکن		0		0
چارجرس		0		0
کا		UNK		UNK
اسکور		0		0
6.4		UNK		UNK
اوورس		0		0
مےں		UNK		UNK
بنا		UNK		0
کسی		0		0
نقصان		0		0
سے		UNK		UNK
71		UNK		UNK
رنز		0		0
ہو		0		0
گیا		yA1		yA1
تھا		WA		WA
۔		UNK		UNK
سوہال		0		0
نے		UNK		UNK
24		UNK		UNK
گیندوں		0		0
مےں		UNK		UNK
جاریہ		UNK		UNK
سیزن		0		0
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		0		0
بنائی		yA		yA
لیکن		UNK		UNK
ان		0		0
کے		UNK		UNK
آوٹ		0		0
ہونے		nA		nA
کے		UNK		UNK
بعد		UNK		UNK
میچ		0		0
چینائی		0		0
سوپر		0		0
کنگس		0		0
کے		UNK		UNK
حق		0		0
مےں		UNK		UNK
چلا		0		yA
گیا		yA1		yA1
۔		UNK		UNK
قبل_ازیں		UNK		0
سریش		0		0
رائنا		0		0
کی		UNK		UNK
نصف		UNK		UNK
سنچری		0		0
اور		UNK		UNK
مرکل		0		0
کی		UNK		UNK
بہترین		UNK		UNK
بالنگ		0		0
نے		UNK		UNK
ٹیم		0		0
کی		UNK		UNK
کامیابی		0		0
کو		UNK		UNK
یقینی		UNK		UNK
بنایا		yA		yA
۔		UNK		UNK
سریش		0		0
رائنا		0		0
نے		UNK		UNK
فارم		0		0
مےں		UNK		UNK
واپس		UNK		UNK
ہوتے		wA		wA
ہوئے		yA		yA
6		UNK		UNK
چوکوں		0		0
اور		UNK		UNK
2		UNK		UNK
چھکوں		0		0
کی		UNK		UNK
مدد		0		0
سے		UNK		UNK
35		UNK		UNK
گیندوں		0		0
مےں		UNK		UNK
59		UNK		UNK
رنز		0		0
بنائے		yA		yA
جبکہ		UNK		UNK
مرکل		0		0
نے		UNK		UNK
3		UNK		UNK
وکٹس		0		0
حاصل		0		0
کئے		yA		yA
۔		UNK		UNK
اس		0		0
کے		UNK		UNK
علاوہ		UNK		UNK
انہوں		0		0
نے		UNK		UNK
چھ		UNK		UNK
گیندوں		0		0
مےں		UNK		UNK
تین		UNK		UNK
چھکوں		0		0
کی		UNK		UNK
مدد		0		0
سے		UNK		UNK
19		UNK		UNK
رنز		0		0
بنائے		yA		eM
۔		UNK		UNK
چینائی		0		0
سوپر		0		0
کنگس		0		0
نے		UNK		UNK
آخری		UNK		UNK
پانچ		UNK		UNK
اوورس		0		0
مےں		UNK		UNK
69		UNK		UNK
رنز		0		0
بناتے		wA		wA
ہوئے		yA		yA
اسکور		0		0
کو		UNK		UNK
165		UNK		UNK
تک		UNK		UNK
پہنچا		yA		yA
دیا		yA		yA
۔		UNK		UNK
کپتان		0		0
مہیندر		0		0
سنگھ		0		0
دھونی		0		0
نے		UNK		UNK
21		UNK		UNK
رنز		0		0
بنائے		yA		eM
۔		UNK		UNK
کرشنا		0		0
چلڈرنس		0		0
ہاسپٹل		0		0
لکڑی		0		0
کا		0		UNK
پل		0		0
پر		UNK		UNK
عالمی		UNK		UNK
یوم		0		0
دمہ		0		0
کے		UNK		UNK
موقع		0		0
پر		UNK		UNK
3		0		0
مئی		0		0
کو		UNK		UNK
صبح		0		0
8		UNK		UNK
بجے		0		0
بچوں		0		0
کے		UNK		UNK
لئے		UNK		UNK
مفت		UNK		UNK
دمہ		0		0
چیک		0		0
اپ		0		0
کیمپ		0		0
منعقد		UNK		UNK
کیا		yA		yA
جائےگا		gA		gA
۔		UNK		UNK
رجسٹریشن		0		0
کے		UNK		UNK
لئے		UNK		UNK
040		UNK		UNK
-		UNK		UNK
66838383		UNK		0
پر		UNK		UNK
کال		0		0
کریں		eM		eM
۔		UNK		UNK
برقی		UNK		0
شاک		0		0
کی		UNK		UNK
زد		0		0
مےں		UNK		UNK
آ		0		0
کر		0		0
اےک		UNK		UNK
11		UNK		UNK
سالہ		UNK		UNK
لڑکی		0		0
سجانا		0		nA
ہلاک		UNK		UNK
ہو		0		0
گئی		yA1		yA1
NULL		UNK		UNK
واقعہ		0		0
نریڈ		0		0
میٹ		0		0
پولیس		0		0
اسٹیشن		0		0
حدود		0		0
مےں		UNK		UNK
کل		0		0
شام		0		0
پیش		UNK		UNK
آیا		yA		yA
۔		UNK		UNK
نریڈمیڈ		0		0
کے		UNK		UNK
ساکن		UNK		UNK
وینکٹیش		0		0
کی		UNK		UNK
لڑکی		0		yA
سجاتا		0		wA
6		UNK		UNK
ویں		UNK		UNK
جماعت		0		0
مےں		UNK		UNK
تعلیم		0		0
حاصل		0		0
کر		0		0
رہی		yA		yA
تھی		WA		WA
جو		0		0
کل		0		0
شام		0		0
اپنے		0		0
مکان		0		0
مےں		UNK		UNK
کام		0		0
کاج		0		0
کے		UNK		UNK
دوران		UNK		UNK
برقی		UNK		0
شاک		0		0
کی		UNK		UNK
زد		0		0
مےں		UNK		UNK
آ		0		0
گئی		yA1		yA1
۔		UNK		UNK
لڑکی		0		0
کو		UNK		UNK
فوری		UNK		UNK
طور		0		0
پر		UNK		UNK
قریبی		UNK		UNK
ہاسپٹل		0		0
سے		UNK		UNK
رجوع		0		0
کیا		yA		yA
گیا		yA1		yA1
جہاں		UNK		UNK
دوران		UNK		UNK
علاج		0		0
وہ		0		0
فوت		0		0
ہو		0		0
گئی		yA1		yA1
۔		UNK		UNK
پولیس		0		0
نریڈ		0		0
میٹ		0		0
نے		UNK		UNK
مقدمہ		0		0
درج		UNK		UNK
کر		0		0
لیا		yA		yA
ہے		hE		hE
اور		UNK		UNK
تحقیقات		0		0
جاری		UNK		UNK
ہےں		hE		hE
۔		UNK		UNK
سکریٹری		0		0
پردیش		0		0
کانگریس		0		0
کمیٹی		0		0
مسٹر		UNK		UNK
سید		0		0
یوسف		0		0
ہاشمی		0		0
نے		UNK		UNK
صدرنشین		0		0
ریاستی		UNK		UNK
حج		0		0
کمیٹی		0		0
سے		UNK		UNK
ملاقات		0		0
کرتے		wA		wA
ہوئے		yA		yA
حج		0		0
جیسے		UNK		UNK
مقدس		UNK		UNK
فریضہ		0		0
مےں		UNK		UNK
مسلک		0		0
کی		UNK		UNK
بنیاد		0		0
پر		UNK		UNK
کوٹہ		0		0
مختص		UNK		UNK
کرنے		nA		nA
کی		UNK		UNK
تجویز		0		0
پر		UNK		UNK
سخت		UNK		UNK
اعتراض		0		0
کیا		yA		yA
اور		UNK		UNK
مسلمانوں		0		0
کو		UNK		UNK
تقسیم		0		0
کرنے		nA		nA
والا		UNK		UNK
کوئی		0		0
بھی		UNK		UNK
اقدام		0		0
نہ		UNK		UNK
کرنے		nA		nA
کا		UNK		UNK
مطالبہ		0		0
کیا		yA		yA
۔		UNK		UNK
سکریٹری		0		0
پردیش		0		0
کانگریس		0		0
کمیٹی		0		0
نے		UNK		UNK
آج		0		0
حج_ہاؤس		0		0
پہنچ		0		0
کر		0		0
صدر		0		0
ریاستی		UNK		0
حج		0		0
کمیٹی		0		0
مسٹر		UNK		UNK
خلیل		0		0
الدین		0		0
احمد		0		0
سے		UNK		UNK
ملاقات		0		0
کی		yA		yA
اور		UNK		UNK
حالیہ		0		UNK
شیعہ		0		0
برادری		0		0
کے		UNK		UNK
اجلاس		0		0
مےں		UNK		UNK
شیعہ		0		0
برادری		0		0
کے		UNK		UNK
لئے		UNK		UNK
حج		0		0
کا		UNK		UNK
علحدہ		UNK		UNK
کوٹہ		0		0
مختص		UNK		UNK
کرنے		nA		nA
کی		UNK		UNK
تجویز		0		0
وصول		0		0
ہونے		nA		nA
پر		UNK		UNK
سخت		UNK		UNK
اعتراض		0		0
