Word		Original_feature		Predicted_feature
کا		UNK		UNK
نام		3		3
ظاہر		UNK		UNK
کرنے		any		any
کا		UNK		UNK
مطالبہ		3		3
کیا		any		any
اور		UNK		UNK
کہا		any		any
کہ		UNK		UNK
اس		3		3
کے		UNK		UNK
ساتھ		3		3
ابھی		UNK		UNK
چل		any		any
کر		any		any
شادی		3		3
کر		any		any
لے		any		any
لیکن		UNK		UNK
خاتون		3		3
نے		UNK		UNK
انکار		3		3
کیا		any		any
اور		UNK		UNK
چیخ		3		3
و		UNK		UNK
پکار		3		3
سن		any		3
کر		any		any
لڑکی		3		3
کے		UNK		UNK
والدین		3		3
اور		UNK		UNK
دیگر		UNK		UNK
ارکان		3		3
پہنچ		any		any
گئے		any		any
NULL		UNK		UNK
جس		3		3
پر		UNK		UNK
برہم		UNK		UNK
بھارت		3		3
نے		UNK		UNK
لڑکی		3		3
اور		UNK		UNK
اس		3		3
کے		UNK		UNK
والدین		3		3
پر		UNK		UNK
چاقو		3		3
سے		UNK		UNK
حملہ		3		3
کیا		any		3
۔		UNK		UNK
لڑکی		3		3
کے		UNK		UNK
گردن		3		3
اور		UNK		UNK
ہاتھ		3		3
پر		UNK		UNK
شدید		UNK		UNK
زخم		3		3
آئے		any		any
۔		UNK		UNK
والدین		3		3
معمولی		UNK		UNK
زخمی		3		3
ہوئے		2h		any
ہےں		3		3
۔		UNK		UNK
آندھراپردیش		3		3
ہائیکورٹ		3		3
نے		UNK		UNK
قبرستان		3		3
چوکھنڈی		3		3
،		UNK		UNK
شیخ		3		3
پیٹ		3		3
کی		UNK		UNK
موجودہ		UNK		UNK
حالت		3		3
کے		UNK		UNK
تعلق		UNK		UNK
سے		UNK		UNK
اےک		UNK		UNK
رپورٹ		3		3
پیش		3		UNK
کرنے		any		any
کی		UNK		UNK
سکریٹری		3		3
محکمہ		3		3
اقلیتی		3		3
بہبود		3		3
،		UNK		UNK
اسپیشل		3		3
آفیسر		3		3
مجلس		3		3
بلدیہ		3		3
عظیم_تر		3		3
حیدرآباد		3		3
،		UNK		UNK
چیف		3		3
ایگزیکیٹیو		3		3
آفیسر		3		3
اے		3		3
پی		3		3
اسٹیٹ		3		3
وقف		3		3
بورڈ		3		3
اور		UNK		UNK
کمشنر		3		3
پولیس		3		3
حیدرآباد		3		3
کو		UNK		UNK
ہدایت		3		3
دی		any		any
ہے		3		3
NULL		UNK		UNK
اس		3		3
کے		UNK		UNK
علاوہ		UNK		UNK
انہیں		3		3h
یہ		3		3
بھی		UNK		UNK
ہدایت		3		3
دی		any		any
گئی		any		any
ہے		3		3
کہ		UNK		UNK
وہ		3		3
قبرستان		3		3
چوکھنڈی		3		3
مےں		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		3		3
برقرار		UNK		UNK
رکھنے		any		any
کے		UNK		UNK
تعلق		UNK		UNK
سے		UNK		UNK
عدالت		3		3
کے		UNK		UNK
احکام		3		3
کی		UNK		UNK
پابندی		3		3
کو		UNK		UNK
یقینی		UNK		any
بنائیں		any		any
۔		UNK		UNK
چیف		3		3
جسٹس		3		3
مسٹر		UNK		UNK
جسٹس		3		3
نثار		3		3
احمد		3		3
کاکرو		3		3
اور		UNK		UNK
جسٹس		3		3
وی		3		3
وی		3		3
افضل		3		3
پورکر		3		3
پر		UNK		UNK
مشتمل		UNK		UNK
بنچ		3		3
نے		UNK		UNK
یہ		3		3
ہدایت		3		3
جاری		UNK		UNK
کی		any		3
۔		UNK		UNK
تفصیلات		3		3
کے		UNK		UNK
بموجب		UNK		UNK
درخواست_گذار		3		3
و		UNK		UNK
صدر		3		3
وقف		3		3
پراپرٹیز		3		3
پروٹیکشن		3		3
سوسائیٹی		3		3
جناب		UNK		UNK
عثمان		3		3
بن		3		3
محمد		3		3
الہاجری		3		3
نے		UNK		UNK
قبرستان		3		3
چوکھنڈی		3		3
شیخ_پیٹ		3		3
کی		UNK		UNK
بانڈری		3		3
و		UNK		UNK
قبور		3		3
کو		UNK		UNK
مسمار		UNK		UNK
کرتے		any		any
ہوئے		any		any
سڑک		3		3
کی		UNK		UNK
تعمیر		3		3
کے		UNK		UNK
خلاف		UNK		UNK
عدالت		3		3
کا		UNK		UNK
دروازہ		3		3
کھٹکھٹایا		any		any
تھا		3		3
NULL		UNK		UNK
جس		3		3
پر		UNK		UNK
عدالت		3		3
کی		UNK		UNK
جانب		3		3
سے		UNK		UNK
یہاں		3		UNK
جوں		UNK		3
کا		UNK		UNK
توں		UNK		UNK
موقف		3		3
برقرار		UNK		UNK
رکھنے		any		any
کی		UNK		UNK
ہدایت		3		3
جاری		UNK		UNK
کی		any		any
گئی		any		any
تھی		3		3
۔		UNK		UNK
عدالت		3		3
کی		UNK		UNK
ہدایت		3		3
کے		UNK		UNK
باوجود		UNK		UNK
یہاں		3		UNK
بلدیہ		3		3
کی		UNK		UNK
جانب		3		3
سے		UNK		UNK
سوچے		any		3
سمجھے		any		1
منصوبہ		3		3
کے		UNK		UNK
تحت		UNK		UNK
مذکورہ		UNK		UNK
سڑک		3		3
کی		UNK		UNK
تعمیر		3		3
کا		UNK		UNK
کام		3		3
جاری		UNK		UNK
رکھا		any		any
گیا		any		any
تھا		3		3
۔		UNK		UNK
رات		3		3
مےں		UNK		UNK
بھی		UNK		UNK
تعمیری		UNK		UNK
کام		3		3
جاری		UNK		UNK
رکھا		any		any
گیا		any		any
اور		UNK		UNK
راستہ		3		3
کو		UNK		UNK
عوام		3		3
کے		UNK		UNK
لئے		UNK		UNK
کھولنے		any		any
کی		UNK		UNK
کوشش		3		3
کی		any		any
گئی		any		any
تھی		3		3
۔		UNK		UNK
اس		3		3
پر		UNK		UNK
عثمان		3		3
بن		3		3
محمد		3		3
الہاجری		3		3
نے		UNK		UNK
اےک		UNK		UNK
درخواست		3		3
ہائیکورٹ		3		3
مےں		UNK		UNK
داخل		3		3
کرتے		any		any
ہوئے		any		any
استدعا		3		3
کی		any		any
تھی		any		any
کہ		UNK		UNK
مذکورہ		UNK		UNK
قبرستان		3		3
کی		UNK		UNK
حصاربندی		3		3
کرتے		any		any
ہوئے		any		any
اس		3		3
کے		UNK		UNK
تقدس		3		3
کا		UNK		UNK
تحفظ		3		3
کیا		any		any
جائے		any		any
۔		UNK		UNK
عثمان		3		3
الہاجری		3		3
کی		UNK		UNK
جانب		3		3
سے		UNK		UNK
سید		3		3
کریم		3		3
الدین		3		3
شکیل		3		3
ایڈوکیٹ		3		3
نے		UNK		UNK
عدالت		3		3
کو		UNK		UNK
تفصیلات		3		3
سے		UNK		UNK
آگاہ		UNK		UNK
کیا		any		any
NULL		UNK		UNK
جس		3		3
پر		UNK		UNK
عدالت		3		3
نے		UNK		UNK
سخت		UNK		UNK
نوٹ		3		3
لیتے		any		any
ہوئے		any		any
گریٹر		3		3
حیدرآباد		3		3
میونسپل		3		3
کارپوریشن		3		3
،		UNK		UNK
میناریٹی		3		3
ویلفیر		3		3
ڈپاٹمنٹ		3		3
،		UNK		UNK
وقف		3		3
بورڈ		3		3
اور		UNK		UNK
کمشنر		3		3
پولیس		3		3
کو		UNK		UNK
حکم		3		3
دیا		any		any
کہ		UNK		UNK
وہ		3		3
عدالتی		UNK		UNK
احکام		3		3
کے		UNK		UNK
تحت		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		3		3
برقرار		UNK		UNK
رکھے		any		any
جانے		any		any
کو		UNK		UNK
یقینی		UNK		UNK
بنائیں		any		any
اور		UNK		UNK
آئندہ		UNK		UNK
تاریخ		3		3
سماعت		3		3
تک		UNK		UNK
عدالت		3		3
مےں		UNK		UNK
مقام		3		3
مذکور		3		UNK
کا		UNK		UNK
معائنہ		3		3
کرتے		any		any
ہوئے		any		any
تفصیلی		UNK		UNK
رپورٹ		3		3
پیش		3		UNK
کریں		any		any
۔		UNK		UNK
ڈی		UNK		3
سی		UNK		3
پی		any		3
ساؤتھ		3		3
زون		3		3
کی		UNK		UNK
حیثیت		UNK		3
سے		UNK		UNK
مسٹر		UNK		UNK
ونیت		3		3
برج		3		3
لال		3		3
نے		UNK		UNK
آج		3		3
شام		3		3
اپنے		1		any
عہدے		3		3
کا		UNK		UNK
جائزہ		3		3
حاصل		3		3
کر		any		any
لیا		any		3
۔		UNK		UNK
ڈی		3		3
سی		3		3
پی		3		3
ساؤتھ		3		3
زون		3		3
مدھو		3		3
سدھن		3		3
ریڈی		3		3
کی		UNK		UNK
ترقی		3		3
کے		UNK		UNK
بعد		3		3
وہ		3		3
انچارج		3		3
ڈی		3		3
سی		3		3
پی		3		3
کی		UNK		UNK
حیثیت		UNK		3
سے		UNK		UNK
خدمات		3		3
انجام		3		3
دے		any		any
رہے		any		any
تھے		any		3
۔		UNK		UNK
مسٹر		UNK		UNK
ونیت		3		3
برج		3		3
لال		3		3
نے		UNK		UNK
آج		3		3
ان		3		3
سے		UNK		UNK
اپنے		1		any
عہدے		3		3
کا		UNK		UNK
جائزہ		3		3
حاصل		3		3
کر		any		any
لیا		any		3
۔		UNK		UNK
ونیت		3		3
برج		3		3
لال		3		3
وئیزاک		3		3
رورل		3		3
کے		UNK		3
ایس		3		3
پی		3		3
کی		UNK		UNK
حیثیت		UNK		3
سے		UNK		UNK
خدمات		3		3
انجام		3		3
دے		any		any
رہے		any		any
تھے		any		3
۔		UNK		UNK
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		UNK
بولرس		3		3
نے		UNK		UNK
آج		3		3
بہترین		UNK		UNK
مظاہرہ		3		3
کرتے		any		any
ہوئے		any		any
دکن		3		3
چارجرس		3		3
کے		UNK		UNK
خلاف		UNK		UNK
19		UNK		UNK
رنز		3		3
سے		UNK		UNK
کامیابی		3		3
یقینی		UNK		UNK
بنائی		any		any
۔		UNK		UNK
سوہال		3		3
نے		UNK		UNK
24		UNK		UNK
گیندوں		3		3
مےں		UNK		UNK
جاریہ		UNK		UNK
سیزن		3		3
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		3		3
بنائی		any		any
لیکن		UNK		UNK
ان		3		3
کے		UNK		UNK
آوٹ		3		3
ہونے		any		any
کے		UNK		UNK
بعد		3		3
میچ		3		3
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		UNK
حق		3		3
مےں		UNK		UNK
چلا		any		any
گیا		any		any
۔		UNK		UNK
مقررہ		UNK		UNK
20		UNK		UNK
اوورس		3		3
مےں		UNK		UNK
165		UNK		UNK
رنز		3		3
بنانے		any		any
کے		UNK		UNK
بعد		3		3
ٹیم		3		3
نے		UNK		UNK
حریف		UNK		UNK
دکن		3		3
چارجرس		3		3
کو		UNK		UNK
146		UNK		UNK
/		UNK		UNK
8		UNK		3
پر		UNK		UNK
محدود		UNK		UNK
کر		any		any
دیا		any		3
۔		UNK		UNK
سریش		3		3
رائنا		3		3
نے		UNK		UNK
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		UNK
لئے		UNK		UNK
59		UNK		UNK
رنز		3		3
بنائے		any		any
جبکہ		UNK		UNK
البی		3		3
مرکل		3		3
نے		UNK		UNK
3		UNK		UNK
وکٹس		3		3
حاصل		3		3
کئے		any		any
۔		UNK		UNK
کامیابی		3		3
کے		UNK		UNK
لئے		UNK		UNK
166		UNK		UNK
رنز		3		3
کا		UNK		UNK
تعاقب		3		3
کرتے		any		any
ہوئے		any		any
دفاعی		UNK		UNK
چمپئین		3		3
دکن		3		3
چارجرس		3		3
نے		UNK		UNK
اچھی		UNK		UNK
شروعات		3		3
کی		any		any
لیکن		UNK		UNK
بعد		3		3
مےں		UNK		1
بیٹسمین		3		UNK
ناکام		UNK		UNK
ہو		any		any
۔		UNK		UNK
اےک		UNK		UNK
مرحلہ		3		3
پر		UNK		UNK
دکن		3		3
چارجرس		3		3
کا		UNK		UNK
اسکور		3		3
6.4		UNK		UNK
اوورس		3		3
مےں		UNK		UNK
بنا		UNK		any
کسی		3		3
نقصان		3		3
سے		UNK		UNK
71		UNK		UNK
رنز		3		3
ہو		any		any
گیا		any		any
تھا		3		3
۔		UNK		UNK
سوہال		3		3
نے		UNK		UNK
24		UNK		UNK
گیندوں		3		3
مےں		UNK		UNK
جاریہ		UNK		UNK
سیزن		3		3
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		3		3
بنائی		any		any
لیکن		UNK		UNK
ان		3		3
کے		UNK		UNK
آوٹ		3		3
ہونے		any		any
کے		UNK		UNK
بعد		3		3
میچ		3		3
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		UNK
حق		3		3
مےں		UNK		UNK
چلا		any		any
گیا		any		any
۔		UNK		UNK
قبل_ازیں		UNK		3
سریش		3		3
رائنا		3		3
کی		UNK		UNK
نصف		UNK		UNK
سنچری		3		3
اور		UNK		UNK
مرکل		3		3
کی		UNK		UNK
بہترین		UNK		UNK
بالنگ		3		3
نے		UNK		UNK
ٹیم		3		3
کی		UNK		UNK
کامیابی		3		3
کو		UNK		UNK
یقینی		UNK		UNK
بنایا		any		any
۔		UNK		UNK
سریش		3		3
رائنا		3		3
نے		UNK		UNK
فارم		3		3
مےں		UNK		UNK
واپس		UNK		UNK
ہوتے		any		any
ہوئے		any		any
6		UNK		UNK
چوکوں		3		3
اور		UNK		UNK
2		UNK		UNK
چھکوں		3		3
کی		UNK		UNK
مدد		3		3
سے		UNK		UNK
35		UNK		UNK
گیندوں		3		3
مےں		UNK		UNK
59		UNK		UNK
رنز		3		3
بنائے		any		any
جبکہ		UNK		UNK
مرکل		3		3
نے		UNK		UNK
3		UNK		UNK
وکٹس		3		3
حاصل		3		3
کئے		any		any
۔		UNK		UNK
اس		3		3
کے		UNK		UNK
علاوہ		UNK		UNK
انہوں		3		3h
نے		UNK		UNK
چھ		UNK		UNK
گیندوں		3		3
مےں		UNK		UNK
تین		UNK		UNK
چھکوں		3		3
کی		UNK		UNK
مدد		3		3
سے		UNK		UNK
19		UNK		UNK
رنز		3		3
بنائے		any		any
۔		UNK		UNK
چینائی		3		3
سوپر		3		3
کنگس		3		3
نے		UNK		UNK
آخری		UNK		UNK
پانچ		UNK		UNK
اوورس		3		3
مےں		UNK		UNK
69		UNK		UNK
رنز		3		3
بناتے		any		any
ہوئے		any		any
اسکور		3		3
کو		UNK		UNK
165		UNK		UNK
تک		UNK		UNK
پہنچا		any		any
دیا		any		3
۔		UNK		UNK
کپتان		3		3
مہیندر		3		3
سنگھ		3		3
دھونی		3		3
نے		UNK		UNK
21		UNK		UNK
رنز		3		3
بنائے		any		any
۔		UNK		UNK
کرشنا		3		3
چلڈرنس		3		3
ہاسپٹل		3		3
لکڑی		3		3
کا		3		UNK
پل		3		3
پر		UNK		UNK
عالمی		UNK		UNK
یوم		3		3
دمہ		3		3
کے		UNK		UNK
موقع		3		3
پر		UNK		UNK
3		3		3
مئی		3		3
کو		UNK		UNK
صبح		3		3
8		UNK		UNK
بجے		3		3
بچوں		3		3
کے		UNK		UNK
لئے		UNK		UNK
مفت		UNK		UNK
دمہ		3		3
چیک		3		3
اپ		3		3
کیمپ		3		3
منعقد		UNK		UNK
کیا		any		any
جائےگا		any		3
۔		UNK		UNK
رجسٹریشن		3		3
کے		UNK		UNK
لئے		UNK		UNK
040		UNK		UNK
-		UNK		UNK
66838383		UNK		3
پر		UNK		UNK
کال		3		3
کریں		any		3
۔		UNK		UNK
برقی		UNK		3
شاک		3		3
کی		UNK		UNK
زد		3		3
مےں		UNK		UNK
آ		any		any
کر		any		any
اےک		UNK		UNK
11		UNK		UNK
سالہ		UNK		UNK
لڑکی		3		3
سجانا		3		3
ہلاک		UNK		UNK
ہو		any		any
گئی		any		any
NULL		UNK		UNK
واقعہ		3		3
نریڈ		3		3
میٹ		3		3
پولیس		3		3
اسٹیشن		3		3
حدود		3		3
مےں		UNK		UNK
کل		3		3
شام		3		3
پیش		3		UNK
آیا		any		3
۔		UNK		UNK
نریڈمیڈ		3		3
کے		UNK		UNK
ساکن		UNK		UNK
وینکٹیش		3		3
کی		UNK		UNK
لڑکی		3		any
سجاتا		3		3
6		UNK		UNK
ویں		UNK		1
جماعت		3		3
مےں		UNK		UNK
تعلیم		3		3
حاصل		3		3
کر		any		any
رہی		any		any
تھی		3		any
جو		3		3
کل		3		3
شام		3		3
اپنے		1		any
مکان		3		3
مےں		UNK		UNK
کام		3		3
کاج		3		3
کے		UNK		UNK
دوران		3		3
برقی		UNK		3
شاک		3		3
کی		UNK		UNK
زد		3		3
مےں		UNK		UNK
آ		any		any
گئی		any		any
۔		UNK		UNK
لڑکی		3		3
کو		UNK		UNK
فوری		UNK		UNK
طور		3		3
پر		UNK		UNK
قریبی		UNK		UNK
ہاسپٹل		3		3
سے		UNK		UNK
رجوع		3		3
کیا		any		any
گیا		any		any
جہاں		UNK		UNK
دوران		3		3
علاج		3		3
وہ		3		3
فوت		3		3
ہو		any		any
گئی		any		any
۔		UNK		UNK
پولیس		3		3
نریڈ		3		3
میٹ		3		3
نے		UNK		UNK
مقدمہ		3		3
درج		UNK		UNK
کر		any		any
لیا		any		any
ہے		3		3
اور		UNK		UNK
تحقیقات		3		3
جاری		UNK		UNK
ہےں		3		3
۔		UNK		UNK
سکریٹری		3		3
پردیش		3		3
کانگریس		3		3
کمیٹی		3		3
مسٹر		UNK		UNK
سید		3		3
یوسف		3		3
ہاشمی		3		3
نے		UNK		UNK
صدرنشین		3		3
ریاستی		UNK		UNK
حج		3		3
کمیٹی		3		3
سے		UNK		UNK
ملاقات		3		3
کرتے		any		any
ہوئے		any		any
حج		3		3
جیسے		UNK		UNK
مقدس		UNK		UNK
فریضہ		3		3
مےں		UNK		UNK
مسلک		3		3
کی		UNK		UNK
بنیاد		3		3
پر		UNK		UNK
کوٹہ		3		3
مختص		UNK		UNK
کرنے		any		any
کی		UNK		UNK
تجویز		3		3
پر		UNK		UNK
سخت		UNK		UNK
اعتراض		3		3
کیا		any		any
اور		UNK		UNK
مسلمانوں		3		3
کو		UNK		UNK
تقسیم		3		3
کرنے		any		any
والا		UNK		UNK
کوئی		3		3
بھی		UNK		UNK
اقدام		3		3
نہ		UNK		UNK
کرنے		any		any
کا		UNK		UNK
مطالبہ		3		3
کیا		any		3
۔		UNK		UNK
سکریٹری		3		3
پردیش		3		3
کانگریس		3		3
کمیٹی		3		3
نے		UNK		UNK
آج		3		3
حج_ہاؤس		3		3
پہنچ		any		any
کر		any		any
صدر		3		3
ریاستی		UNK		3
حج		3		3
کمیٹی		3		3
مسٹر		UNK		UNK
خلیل		3		3
الدین		3		3
احمد		3		3
سے		UNK		UNK
ملاقات		3		3
کی		any		any
اور		UNK		UNK
حالیہ		3		UNK
شیعہ		3		3
برادری		3		3
کے		UNK		UNK
اجلاس		3		3
مےں		UNK		UNK
شیعہ		3		3
برادری		3		3
کے		UNK		UNK
لئے		UNK		UNK
حج		3		3
کا		UNK		UNK
علحدہ		UNK		UNK
کوٹہ		3		3
مختص		UNK		UNK
کرنے		any		any
کی		UNK		UNK
تجویز		3		3
وصول		3		3
ہونے		any		any
پر		UNK		UNK
سخت		UNK		UNK
اعتراض		3		3
کرتے		any		any
ہوئے		any		any
اس		3		3
کی		UNK		UNK
مذمت		3		3
کی		any		any
اور		UNK		UNK
اس		3		3
کو		UNK		UNK
ہرگز		UNK		UNK
قبول		UNK		3
نہ		UNK		UNK
کرنے		any		any
پر		UNK		UNK
زور		3		3
دیا		any		any
۔		UNK		UNK
حج		3		3
اےک		UNK		UNK
مقدس		UNK		UNK
فریضہ		3		3
ہے		3		3
،		UNK		UNK
NULL		UNK		UNK
خدا		3		3
جس		3		3
کو		UNK		UNK
طلب		3		3
کرتا		any		any
ہے		3		3
وہی		3		3
سعادت		3		3
حج		3		3
سے		UNK		UNK
مستفیض		UNK		UNK
ہوتا		any		any
ہے		3		3
۔		UNK		UNK
حج		3		3
کمیٹی		3		3
ہمیشہ		UNK		UNK
حج		3		3
کا		UNK		UNK
ارادہ		3		3
کرنے		any		any
والوں		UNK		UNK
سے		UNK		UNK
درخواستیں		3		3
وصول		3		3
کرتی		any		any
ہے		3		3
