Word		Original_feature		Predicted_feature
पी.		m		m
चिदंबरम		m		m
से		UNK		UNK
मिलेंगे		m		m
।		UNK		UNK
लोकसभा		f		f
ने		UNK		UNK
मंगलवार		m		m
को		UNK		UNK
राष्ट्रीय		any		any
ग्रामीण		any		any
रोजगार		m		m
गारंटी		f		f
बिल		m		m
,		UNK		UNK
२००४		m		m
को		UNK		UNK
ध्वनिमत		m		m
से		UNK		UNK
पारित		any		any
कर		any		any
दिया		m		m
।		UNK		UNK
प्रधानमंत्री		m		m
पद		m		m
संभालने		any		any
के		UNK		UNK
बाद		m		m
डॉ.		m		m
मनमोहन		m		m
सिंह		m		m
अपनी		f		f
राजनीतिक		any		any
यात्रा		f		f
का		m		m
सिलसिला		m		m
आंध्र		m		m
प्रदेश		m		m
से		UNK		UNK
शुरू		m		m
करेंगे		m		m
।		UNK		UNK
केंद्रीय		any		any
कृषि		f		f
मंत्री		m		m
शरद		m		m
पवार		any		any
ने		UNK		UNK
लोगों		m		m
से		UNK		UNK
जमकर		UNK		UNK
चिकन		m		m
खाने		any		any
का		m		m
आह्वान		m		m
किया		m		m
है		any		any
।		UNK		UNK
अमेरिकी		any		any
राष्ट्रपति		m		m
जॉर्ज		m		m
डब्लू.		m		m
बुश		m		m
की		f		f
भारत		m		m
यात्रा		f		f
की		f		f
सफलता		f		f
परमाणु		m		m
समझौते		m		m
पर		UNK		UNK
निर्भर		any		any
है		any		any
।		UNK		UNK
पिछले		m		m
१४		any		any
जून		m		m
को		UNK		UNK
अगवा		any		any
किए		m		m
गए		m		m
छह		any		any
छोटे		m		m
व्यापारियों		m		m
की		f		f
आतंकियों		m		m
ने		UNK		UNK
बांग्लादेश		m		m
में		UNK		UNK
हत्या		f		f
कर		m		any
दी		f		f
।		UNK		UNK
जम्मू		m		m
कश्मीर		m		m
और		UNK		UNK
उत्तरी		any		any
पाकिस्तान		m		m
में		UNK		UNK
शनिवार		m		m
सुबह		f		f
भूकंप		m		m
के		m		m
जोरदार		any		any
झटके		m		m
महसूस		any		any
किए		m		m
गए		m		m
।		UNK		UNK
केंद्र		m		m
ने		UNK		UNK
बृहस्पतिवार		m		m
को		UNK		UNK
नौकरशाही		f		f
में		UNK		UNK
खाली		any		any
पड़े		m		m
कई		UNK		UNK
पदों		m		m
पर		UNK		UNK
नियुक्तियाँ		f		f
कीं		f		f
।		UNK		UNK
पाकिस्तान		m		m
के		m		m
प्रधानमंत्री		m		m
जफरुल्ला		m		m
खान		m		m
जमाली		m		m
ने		UNK		UNK
शनिवार		m		m
को		UNK		UNK
प्रधानमंत्री		m		m
मनमोहन		m		m
सिंह		m		m
से		UNK		UNK
बात		f		f
की		f		f
।		UNK		UNK
सर्दियों		f		f
के		m		m
कदमों		m		m
की		f		f
आहट		f		f
को		UNK		UNK
महसूस		any		any
करते		m		m
हुए		m		m
पर्यटन		m		m
तंत्र		m		m
में		UNK		UNK
ऊर्जा		f		f
का		m		m
संचार		m		m
होने		any		m
लगा		any		m
है		any		any
।		UNK		UNK
ज्योतिषियों		m		m
के		m		m
बयान		m		m
के		UNK		UNK
बाद		m		m
किया		m		m
दावा		m		m
-		UNK		UNK
पुरातत्वविदों		m		m
का		m		m
मानना		any		any
है		any		any
कि		UNK		UNK
अमृतसर		m		m
का		m		m
इतिहास		m		m
यहां		UNK		UNK
की		f		f
जमीन		f		f
में		UNK		UNK
आज		m		m
भी		UNK		UNK
दफन		any		m
है		any		any
।		UNK		UNK
ओंकारेश्वर		m		m
मंदिर		m		m
में		UNK		UNK
भगवान		m		m
मदमहेश्वर		m		m
की		f		f
डोली		f		f
आज		m		m
मुख्य		any		any
मंदिर		m		m
से		UNK		UNK
निकालकर		any		any
गद्दी		f		m
स्थल		m		m
में		UNK		UNK
रखी		f		f
गई		f		f
।		UNK		UNK
पद्मभूषण		m		m
और		UNK		UNK
पद्मश्री		m		any
स्वामी		m		m
कल्याण		m		m
देव		m		m
जी		UNK		f
को		UNK		UNK
आज		m		m
वेद		m		any
मंत्रोच्चारों		m		m
के		UNK		UNK
बीच		m		m
समाधि		f		f
दे		f		f
दी		f		f
गई		f		f
।		UNK		UNK
अधिकारियों		m		m
ने		UNK		UNK
बताया		m		m
कि		UNK		UNK
मंगलवार		m		m
की		f		f
सुबह		f		f
10		any		any
गाड़ियों		f		f
में		UNK		UNK
करीब		UNK		UNK
200		any		any
श्रद्धालु		m		m
जम्मू		m		m
से		UNK		UNK
रवाना		any		any
हुए		m		m
।		UNK		UNK
भारी		any		any
बारिश		f		f
के		m		m
कारण		m		m
दोनों		any		any
मार्गों		m		m
में		UNK		UNK
फिसलन		f		m
को		UNK		UNK
देखते		m		m
हुए		m		m
अधिकारियों		m		m
ने		UNK		UNK
यात्रा		f		f
स्थगित		any		any
कर		f		f
दी		f		f
थी		f		f
।		UNK		UNK
सुरक्षा		f		f
बलों		m		m
को		UNK		UNK
भाजपा		f		f
और		UNK		UNK
विहिप		m		m
के		m		m
बंद		m		m
के		UNK		UNK
मद्देनजर		UNK		UNK
भी		UNK		UNK
सतर्क		any		any
रहने		any		any
को		UNK		UNK
कहा		m		m
गया		m		m
है		any		any
।		UNK		UNK
शीतकाल		m		m
के		UNK		UNK
लिए		UNK		UNK
कपाट		m		m
बंद		any		any
होने		any		any
से		UNK		UNK
पूर्व		m		any
मंदिर		m		m
को		UNK		UNK
शानदार		any		any
तरीके		m		m
से		UNK		UNK
फूलों		m		m
से		UNK		UNK
सजाया		m		m
गया		m		m
।		UNK		UNK
सिविल		m		m
लाइंस		f		f
से		UNK		UNK
गौरव		m		m
कपूर		any		m
सात		any		any
लोगों		m		m
के		UNK		UNK
साथ		m		m
23		any		any
जुलाई		f		f
को		UNK		UNK
दर्शन		m		m
करेंगे		m		m
।		UNK		UNK
निगम		m		m
ने		UNK		UNK
19		any		any
बैचों		m		m
के		m		m
हिसाब		m		m
से		UNK		UNK
यात्रा		f		f
का		m		m
अनुमानित		any		any
कार्यक्रम		m		m
भी		UNK		UNK
भारत		m		m
सरकार		f		f
को		UNK		UNK
भेजा		m		m
है		any		any
।		UNK		UNK
ख्वाजा		m		m
मोइनुद्दीन		m		m
चिश्ती		m		f
की		f		f
दरगाह		f		f
सैकड़ों		any		any
वर्षों		m		m
से		UNK		UNK
श्रद्धालुओं		m		m
को		UNK		UNK
आकर्षित		any		any
करती		f		f
रही		f		f
है		any		any
।		UNK		UNK
