Word		Original_feature		Predicted_feature
बृहस्पतिवार		n		n
को		psp		psp
नौकरशाही		n		n
में		psp		psp
खाली		adj		adj
पड़े		v		v
कई		avy		avy
पदों		n		n
पर		psp		psp
नियुक्तियाँ		n		n
कीं		v		v
।		punc		punc
पाकिस्तान		n		n
के		psp		psp
प्रधानमंत्री		n		n
जफरुल्ला		n		n
खान		n		n
जमाली		n		n
ने		psp		psp
शनिवार		n		n
को		psp		psp
प्रधानमंत्री		n		n
मनमोहन		n		n
सिंह		n		n
से		psp		psp
बात		n		n
की		v		v
।		punc		punc
सर्दियों		n		n
के		psp		psp
कदमों		n		n
की		psp		psp
आहट		n		n
को		psp		psp
महसूस		adj		adj
करते		v		v
हुए		v		v
पर्यटन		n		n
तंत्र		n		n
में		psp		psp
ऊर्जा		n		n
का		psp		psp
संचार		n		n
होने		v		v
लगा		v		v
है		v		v
।		punc		punc
ज्योतिषियों		n		n
के		psp		psp
बयान		n		n
के		psp		psp
बाद		nst		nst
किया		v		v
दावा		n		n
-		punc		punc
पुरातत्वविदों		n		n
का		psp		psp
मानना		v		v
है		v		v
कि		avy		avy
अमृतसर		n		n
का		psp		psp
इतिहास		n		n
यहां		pn		pn
की		psp		psp
जमीन		n		n
में		psp		psp
आज		n		n
भी		avy		avy
दफन		adj		n
है		v		v
।		punc		punc
ओंकारेश्वर		n		n
मंदिर		n		n
में		psp		psp
भगवान		n		n
मदमहेश्वर		n		n
की		psp		psp
डोली		n		n
आज		n		n
मुख्य		adj		adj
मंदिर		n		n
से		psp		psp
निकालकर		v		v
गद्दी		n		n
स्थल		n		n
में		psp		psp
रखी		v		v
गई		v		v
।		punc		punc
पद्मभूषण		n		n
और		avy		avy
पद्मश्री		n		adj
स्वामी		n		n
कल्याण		n		n
देव		n		n
जी		avy		n
को		psp		psp
आज		n		n
वेद		n		n
मंत्रोच्चारों		n		n
के		psp		psp
बीच		nst		nst
समाधि		n		n
दे		v		v
दी		v		v
गई		v		v
।		punc		punc
अधिकारियों		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
मंगलवार		n		n
की		psp		psp
सुबह		n		n
10		num		num
गाड़ियों		n		n
में		psp		psp
करीब		avy		avy
200		num		num
श्रद्धालु		n		n
जम्मू		n		n
से		psp		psp
रवाना		adj		adj
हुए		v		v
।		punc		punc
भारी		adj		adj
बारिश		n		n
के		psp		psp
कारण		n		n
दोनों		num		num
मार्गों		n		n
में		psp		psp
फिसलन		n		n
को		psp		psp
देखते		v		v
हुए		v		v
अधिकारियों		n		n
ने		psp		psp
यात्रा		n		n
स्थगित		adj		adj
कर		v		v
दी		v		v
थी		v		v
।		punc		punc
सुरक्षा		n		n
बलों		n		n
को		psp		psp
भाजपा		n		n
और		avy		avy
विहिप		n		n
के		psp		psp
बंद		n		n
के		psp		psp
मद्देनजर		psp		psp
भी		avy		avy
सतर्क		adj		adj
रहने		v		v
को		psp		psp
कहा		v		v
गया		v		v
है		v		v
।		punc		punc
शीतकाल		n		n
के		psp		psp
लिए		psp		psp
कपाट		n		n
बंद		adj		adj
होने		v		v
से		psp		psp
पूर्व		nst		nst
मंदिर		n		n
को		psp		psp
शानदार		adj		adj
तरीके		n		n
से		psp		psp
फूलों		n		n
से		psp		psp
सजाया		v		v
गया		v		v
।		punc		punc
सिविल		n		n
लाइंस		n		n
से		psp		psp
गौरव		n		n
कपूर		n		n
सात		num		num
लोगों		n		n
के		psp		psp
साथ		nst		nst
23		n		n
जुलाई		n		n
को		psp		psp
दर्शन		n		n
करेंगे		v		v
।		punc		punc
निगम		n		n
ने		psp		psp
19		num		num
बैचों		n		n
के		psp		psp
हिसाब		n		n
से		psp		psp
यात्रा		n		n
का		psp		psp
अनुमानित		adj		adj
कार्यक्रम		n		n
भी		avy		avy
भारत		n		n
सरकार		n		n
को		psp		psp
भेजा		v		v
है		v		v
।		punc		punc
ख्वाजा		n		n
मोइनुद्दीन		n		n
चिश्ती		n		n
की		psp		psp
दरगाह		n		n
सैकड़ों		num		num
वर्षों		n		n
से		psp		psp
श्रद्धालुओं		n		n
को		psp		psp
आकर्षित		adj		adj
करती		v		v
रही		v		v
है		v		v
।		punc		punc
